"","cueSide","targetSide","cueValidity","cued","ValidityNum","RT","status","condition","subn"
"6134","cueright","targetright","valid","cued",1,532,1,"C","31"
"6135","cueleft","targetright","invalid","uncued",0,461,1,"C","31"
"6136","cueright","targetright","valid","cued",1,377,1,"C","31"
"6137","cueright","targetright","valid","cued",1,442,1,"C","31"
"6138","cueleft","targetleft","valid","cued",1,336,1,"C","31"
"6139","cueright","targetright","valid","cued",1,584,1,"C","31"
"6140","cueleft","targetleft","valid","cued",1,379,1,"C","31"
"6141","cueleft","targetleft","valid","cued",1,426,1,"C","31"
"6142","cueright","targetleft","invalid","uncued",0,560,1,"C","31"
"6143","cueright","targetright","valid","cued",1,443,1,"C","31"
"6144","cueleft","targetleft","valid","cued",1,360,1,"C","31"
"6145","cueright","targetright","valid","cued",1,369,1,"C","31"
"6146","cueleft","targetleft","valid","cued",1,585,1,"C","31"
"6147","cueright","targetright","valid","cued",1,362,1,"C","31"
"6148","cueright","targetright","valid","cued",1,715,1,"C","31"
"6149","cueright","targetright","valid","cued",1,452,1,"C","31"
"6150","cueleft","targetleft","valid","cued",1,587,1,"C","31"
"6151","cueleft","targetleft","valid","cued",1,714,1,"C","31"
"6152","cueright","targetright","valid","cued",1,447,1,"C","31"
"6153","cueleft","targetright","invalid","uncued",0,493,1,"C","31"
"6154","cueleft","targetleft","valid","cued",1,478,1,"C","31"
"6155","cueright","targetright","valid","cued",1,661,1,"C","31"
"6156","cueleft","targetleft","valid","cued",1,322,1,"C","31"
"6157","cueright","targetright","valid","cued",1,491,1,"C","31"
"6158","cueright","targetright","valid","cued",1,589,1,"C","31"
"6159","cueright","targetright","valid","cued",1,493,1,"C","31"
"6160","cueleft","targetleft","valid","cued",1,529,1,"C","31"
"6161","cueright","targetleft","invalid","uncued",0,621,1,"C","31"
"6162","cueright","targetright","valid","cued",1,650,1,"C","31"
"6163","cueright","targetright","valid","cued",1,378,1,"C","31"
"6164","cueright","targetright","valid","cued",1,424,1,"C","31"
"6165","cueleft","targetleft","valid","cued",1,455,1,"C","31"
"6166","cueright","targetright","valid","cued",1,317,1,"C","31"
"6167","cueleft","targetright","invalid","uncued",0,591,1,"C","31"
"6168","cueright","targetleft","invalid","uncued",0,607,1,"C","31"
"6169","cueleft","targetright","invalid","uncued",0,479,1,"C","31"
"6170","cueright","targetright","valid","cued",1,307,1,"C","31"
"6171","cueright","targetright","valid","cued",1,317,1,"C","31"
"6172","cueleft","targetright","invalid","uncued",0,511,1,"C","31"
"6173","cueright","targetright","valid","cued",1,539,1,"C","31"
"6174","cueleft","targetleft","valid","cued",1,426,1,"C","31"
"6175","cueright","targetright","valid","cued",1,330,1,"C","31"
"6176","cueright","targetright","valid","cued",1,476,1,"C","31"
"6177","cueright","targetright","valid","cued",1,360,1,"C","31"
"6178","cueleft","targetleft","valid","cued",1,357,1,"C","31"
"6179","cueright","targetright","valid","cued",1,306,1,"C","31"
"6180","cueleft","targetleft","valid","cued",1,303,1,"C","31"
"6181","cueright","targetright","valid","cued",1,218,1,"C","31"
"6182","cueright","targetright","valid","cued",1,343,1,"C","31"
"6183","cueright","targetleft","invalid","uncued",0,257,2,"C","31"
"6184","cueright","targetright","valid","cued",1,445,1,"C","31"
"6185","cueright","targetleft","invalid","uncued",0,451,1,"C","31"
"6186","cueright","targetright","valid","cued",1,418,1,"C","31"
"6187","cueright","targetright","valid","cued",1,464,1,"C","31"
"6188","cueleft","targetleft","valid","cued",1,376,1,"C","31"
"6189","cueright","targetright","valid","cued",1,767,1,"C","31"
"6190","cueleft","targetright","invalid","uncued",0,550,1,"C","31"
"6191","cueright","targetleft","invalid","uncued",0,513,1,"C","31"
"6192","cueleft","targetleft","valid","cued",1,499,1,"C","31"
"6193","cueleft","targetleft","valid","cued",1,550,1,"C","31"
"6194","cueright","targetright","valid","cued",1,408,1,"C","31"
"6195","cueright","targetright","valid","cued",1,407,1,"C","31"
"6196","cueleft","targetright","invalid","uncued",0,487,1,"C","31"
"6197","cueright","targetleft","invalid","uncued",0,522,1,"C","31"
"6198","cueleft","targetleft","valid","cued",1,486,1,"C","31"
"6199","cueleft","targetright","invalid","uncued",0,594,1,"C","31"
"6200","cueleft","targetright","invalid","uncued",0,530,1,"C","31"
"6201","cueleft","targetright","invalid","uncued",0,466,1,"C","31"
"6202","cueright","targetright","valid","cued",1,849,1,"C","32"
"6203","cueleft","targetleft","valid","cued",1,357,1,"C","32"
"6204","cueright","targetleft","invalid","uncued",0,584,1,"C","32"
"6205","cueright","targetright","valid","cued",1,433,1,"C","32"
"6206","cueleft","targetleft","valid","cued",1,364,1,"C","32"
"6207","cueleft","targetleft","valid","cued",1,366,1,"C","32"
"6208","cueleft","targetleft","valid","cued",1,294,1,"C","32"
"6209","cueleft","targetleft","valid","cued",1,331,1,"C","32"
"6210","cueright","targetright","valid","cued",1,366,1,"C","32"
"6211","cueleft","targetright","invalid","uncued",0,463,1,"C","32"
"6212","cueright","targetright","valid","cued",1,295,1,"C","32"
"6213","cueleft","targetright","invalid","uncued",0,409,1,"C","32"
"6214","cueright","targetright","valid","cued",1,280,1,"C","32"
"6215","cueright","targetright","valid","cued",1,268,1,"C","32"
"6216","cueleft","targetleft","valid","cued",1,280,1,"C","32"
"6217","cueleft","targetright","invalid","uncued",0,412,1,"C","32"
"6218","cueleft","targetright","invalid","uncued",0,379,1,"C","32"
"6219","cueleft","targetleft","valid","cued",1,286,1,"C","32"
"6220","cueleft","targetright","invalid","uncued",0,407,1,"C","32"
"6221","cueleft","targetleft","valid","cued",1,287,1,"C","32"
"6222","cueright","targetleft","invalid","uncued",0,385,1,"C","32"
"6223","cueright","targetright","valid","cued",1,315,1,"C","32"
"6224","cueleft","targetleft","valid","cued",1,331,1,"C","32"
"6225","cueright","targetleft","invalid","uncued",0,406,1,"C","32"
"6226","cueright","targetright","valid","cued",1,317,1,"C","32"
"6227","cueleft","targetleft","valid","cued",1,286,1,"C","32"
"6228","cueright","targetright","valid","cued",1,246,1,"C","32"
"6229","cueright","targetright","valid","cued",1,276,1,"C","32"
"6230","cueleft","targetleft","valid","cued",1,270,1,"C","32"
"6231","cueleft","targetleft","valid","cued",1,276,1,"C","32"
"6232","cueright","targetright","valid","cued",1,303,1,"C","32"
"6233","cueright","targetleft","invalid","uncued",0,404,1,"C","32"
"6234","cueleft","targetright","invalid","uncued",0,345,1,"C","32"
"6235","cueleft","targetleft","valid","cued",1,363,1,"C","32"
"6236","cueright","targetright","valid","cued",1,267,1,"C","32"
"6237","cueleft","targetleft","valid","cued",1,176,1,"C","32"
"6238","cueright","targetleft","invalid","uncued",0,201,2,"C","32"
"6239","cueleft","targetright","invalid","uncued",0,439,1,"C","32"
"6240","cueright","targetright","valid","cued",1,359,1,"C","32"
"6241","cueleft","targetleft","valid","cued",1,240,1,"C","32"
"6242","cueleft","targetright","invalid","uncued",0,379,1,"C","32"
"6243","cueright","targetright","valid","cued",1,285,1,"C","32"
"6244","cueleft","targetleft","valid","cued",1,210,1,"C","32"
"6245","cueright","targetright","valid","cued",1,176,1,"C","32"
"6246","cueleft","targetright","invalid","uncued",0,471,1,"C","32"
"6247","cueright","targetright","valid","cued",1,211,1,"C","32"
"6248","cueleft","targetleft","valid","cued",1,234,1,"C","32"
"6249","cueleft","targetleft","valid","cued",1,220,1,"C","32"
"6250","cueleft","targetleft","valid","cued",1,240,1,"C","32"
"6251","cueright","targetright","valid","cued",1,269,1,"C","32"
"6252","cueright","targetright","valid","cued",1,298,1,"C","32"
"6253","cueleft","targetright","invalid","uncued",0,207,2,"C","32"
"6254","cueright","targetright","valid","cued",1,364,1,"C","32"
"6255","cueright","targetright","valid","cued",1,246,1,"C","32"
"6256","cueright","targetleft","invalid","uncued",0,373,1,"C","32"
"6257","cueleft","targetleft","valid","cued",1,307,1,"C","32"
"6258","cueright","targetright","valid","cued",1,254,1,"C","32"
"6259","cueleft","targetleft","valid","cued",1,315,1,"C","32"
"6260","cueright","targetleft","invalid","uncued",0,446,1,"C","32"
"6261","cueright","targetleft","invalid","uncued",0,418,1,"C","32"
"6262","cueright","targetleft","invalid","uncued",0,373,1,"C","32"
"6263","cueright","targetright","valid","cued",1,315,1,"C","32"
"6264","cueright","targetleft","invalid","uncued",0,566,1,"C","32"
"6265","cueleft","targetleft","valid","cued",1,327,1,"C","32"
"6266","cueleft","targetleft","valid","cued",1,241,1,"C","32"
"6267","cueleft","targetleft","valid","cued",1,222,1,"C","32"
"6268","cueleft","targetright","invalid","uncued",0,381,1,"C","32"
"6269","cueleft","targetleft","valid","cued",1,230,1,"C","32"
"6270","cueleft","targetleft","valid","cued",1,268,1,"C","32"
"6271","cueleft","targetright","invalid","uncued",0,407,1,"C","32"
"6272","cueright","targetright","valid","cued",1,269,1,"C","32"
"6273","cueleft","targetleft","valid","cued",1,244,1,"C","32"
"6274","cueright","targetright","valid","cued",1,296,1,"C","32"
"6275","cueright","targetright","valid","cued",1,203,1,"C","32"
"6276","cueleft","targetleft","valid","cued",1,236,1,"C","32"
"6277","cueright","targetleft","invalid","uncued",0,265,2,"C","32"
"6278","cueleft","targetleft","valid","cued",1,351,1,"C","32"
"6279","cueleft","targetleft","valid","cued",1,296,1,"C","32"
"6280","cueright","targetright","valid","cued",1,339,1,"C","32"
"6281","cueright","targetleft","invalid","uncued",0,524,1,"C","32"
"6282","cueleft","targetleft","valid","cued",1,334,1,"C","32"
"6283","cueright","targetright","valid","cued",1,359,1,"C","32"
"6284","cueleft","targetleft","valid","cued",1,306,1,"C","32"
"6285","cueleft","targetleft","valid","cued",1,188,1,"C","32"
"6286","cueright","targetright","valid","cued",1,331,1,"C","32"
"6287","cueright","targetright","valid","cued",1,340,1,"C","32"
"6288","cueleft","targetleft","valid","cued",1,280,1,"C","32"
"6289","cueleft","targetleft","valid","cued",1,338,1,"C","32"
"6290","cueleft","targetright","invalid","uncued",0,486,1,"C","32"
"6291","cueleft","targetright","invalid","uncued",0,465,1,"C","32"
"6292","cueleft","targetleft","valid","cued",1,428,1,"C","32"
"6293","cueleft","targetleft","valid","cued",1,331,1,"C","32"
"6294","cueright","targetright","valid","cued",1,278,1,"C","32"
"6295","cueright","targetright","valid","cued",1,268,1,"C","32"
"6296","cueright","targetleft","invalid","uncued",0,335,1,"C","32"
"6297","cueright","targetright","valid","cued",1,243,1,"C","32"
"6298","cueright","targetright","valid","cued",1,390,1,"C","32"
"6299","cueleft","targetleft","valid","cued",1,287,1,"C","32"
"6300","cueright","targetright","valid","cued",1,244,1,"C","32"
"6301","cueleft","targetright","invalid","uncued",0,178,2,"C","32"
"6302","cueright","targetright","valid","cued",1,378,1,"C","32"
"6303","cueleft","targetleft","valid","cued",1,277,1,"C","32"
"6304","cueleft","targetleft","valid","cued",1,358,1,"C","32"
"6305","cueleft","targetleft","valid","cued",1,240,1,"C","32"
"6306","cueright","targetleft","invalid","uncued",0,404,1,"C","32"
"6307","cueleft","targetleft","valid","cued",1,316,1,"C","32"
"6308","cueleft","targetleft","valid","cued",1,282,1,"C","32"
"6309","cueleft","targetleft","valid","cued",1,292,1,"C","32"
"6310","cueright","targetright","valid","cued",1,344,1,"C","32"
"6311","cueright","targetleft","invalid","uncued",0,425,1,"C","32"
"6312","cueright","targetright","valid","cued",1,321,1,"C","32"
"6313","cueright","targetright","valid","cued",1,319,1,"C","32"
"6314","cueleft","targetleft","valid","cued",1,365,1,"C","32"
"6315","cueright","targetleft","invalid","uncued",0,389,1,"C","32"
"6316","cueleft","targetright","invalid","uncued",0,368,1,"C","32"
"6317","cueright","targetleft","invalid","uncued",0,430,1,"C","32"
"6318","cueright","targetright","valid","cued",1,444,1,"C","32"
"6319","cueright","targetright","valid","cued",1,323,1,"C","32"
"6320","cueright","targetright","valid","cued",1,475,1,"C","32"
"6321","cueleft","targetleft","valid","cued",1,385,1,"C","32"
"6322","cueright","targetright","valid","cued",1,296,1,"C","32"
"6323","cueleft","targetleft","valid","cued",1,295,1,"C","32"
"6324","cueright","targetleft","invalid","uncued",0,394,1,"C","32"
"6325","cueright","targetright","valid","cued",1,320,1,"C","32"
"6326","cueleft","targetleft","valid","cued",1,337,1,"C","32"
"6327","cueleft","targetleft","valid","cued",1,355,1,"C","32"
"6328","cueleft","targetleft","valid","cued",1,332,1,"C","32"
"6329","cueright","targetright","valid","cued",1,352,1,"C","32"
"6330","cueright","targetleft","invalid","uncued",0,415,1,"C","32"
"6331","cueright","targetright","valid","cued",1,301,1,"C","32"
"6332","cueleft","targetleft","valid","cued",1,321,1,"C","32"
"6333","cueright","targetleft","invalid","uncued",0,429,1,"C","32"
"6334","cueleft","targetleft","valid","cued",1,339,1,"C","32"
"6335","cueleft","targetleft","valid","cued",1,331,1,"C","32"
"6336","cueright","targetright","valid","cued",1,328,1,"C","32"
"6337","cueright","targetright","valid","cued",1,290,1,"C","32"
"6338","cueleft","targetleft","valid","cued",1,333,1,"C","32"
"6339","cueright","targetright","valid","cued",1,365,1,"C","32"
"6340","cueright","targetright","valid","cued",1,349,1,"C","32"
"6341","cueleft","targetright","invalid","uncued",0,410,1,"C","32"
"6342","cueleft","targetleft","valid","cued",1,327,1,"C","32"
"6343","cueleft","targetleft","valid","cued",1,321,1,"C","32"
"6344","cueright","targetright","valid","cued",1,283,1,"C","32"
"6345","cueright","targetright","valid","cued",1,290,1,"C","32"
"6346","cueleft","targetright","invalid","uncued",0,428,1,"C","32"
"6347","cueleft","targetleft","valid","cued",1,282,1,"C","32"
"6348","cueleft","targetleft","valid","cued",1,389,1,"C","32"
"6349","cueleft","targetleft","valid","cued",1,244,1,"C","32"
"6350","cueright","targetleft","invalid","uncued",0,418,1,"C","32"
"6351","cueleft","targetleft","valid","cued",1,346,1,"C","32"
"6352","cueright","targetright","valid","cued",1,293,1,"C","32"
"6353","cueright","targetright","valid","cued",1,327,1,"C","32"
"6354","cueleft","targetright","invalid","uncued",0,383,1,"C","32"
"6355","cueleft","targetleft","valid","cued",1,273,1,"C","32"
"6356","cueleft","targetleft","valid","cued",1,291,1,"C","32"
"6357","cueright","targetright","valid","cued",1,288,1,"C","32"
"6358","cueleft","targetleft","valid","cued",1,284,1,"C","32"
"6359","cueleft","targetleft","valid","cued",1,256,1,"C","32"
"6360","cueright","targetright","valid","cued",1,278,1,"C","32"
"6361","cueright","targetright","valid","cued",1,290,1,"C","32"
"6362","cueleft","targetleft","valid","cued",1,252,1,"C","32"
"6363","cueleft","targetleft","valid","cued",1,227,1,"C","32"
"6364","cueright","targetright","valid","cued",1,223,1,"C","32"
"6365","cueright","targetright","valid","cued",1,238,1,"C","32"
"6366","cueright","targetright","valid","cued",1,244,1,"C","32"
"6367","cueright","targetleft","invalid","uncued",0,346,1,"C","32"
"6368","cueleft","targetright","invalid","uncued",0,364,1,"C","32"
"6369","cueright","targetleft","invalid","uncued",0,388,1,"C","32"
"6370","cueleft","targetright","invalid","uncued",0,295,1,"C","32"
"6371","cueleft","targetleft","valid","cued",1,281,1,"C","32"
"6372","cueright","targetright","valid","cued",1,262,1,"C","32"
"6373","cueleft","targetleft","valid","cued",1,274,1,"C","32"
"6374","cueright","targetright","valid","cued",1,136,1,"C","32"
"6375","cueleft","targetright","invalid","uncued",0,217,2,"C","32"
"6376","cueright","targetleft","invalid","uncued",0,329,1,"C","32"
"6377","cueright","targetright","valid","cued",1,291,1,"C","32"
"6378","cueright","targetright","valid","cued",1,265,1,"C","32"
"6379","cueright","targetleft","invalid","uncued",0,316,1,"C","32"
"6380","cueright","targetright","valid","cued",1,324,1,"C","32"
"6381","cueright","targetright","valid","cued",1,279,1,"C","32"
"6382","cueleft","targetleft","valid","cued",1,339,1,"C","32"
"6383","cueright","targetright","valid","cued",1,205,1,"C","32"
"6384","cueleft","targetright","invalid","uncued",0,395,1,"C","32"
"6385","cueleft","targetleft","valid","cued",1,325,1,"C","32"
"6386","cueright","targetleft","invalid","uncued",0,183,2,"C","32"
"6387","cueleft","targetleft","valid","cued",1,216,1,"C","32"
"6388","cueright","targetright","valid","cued",1,287,1,"C","32"
"6389","cueleft","targetleft","valid","cued",1,386,1,"C","32"
"6390","cueleft","targetleft","valid","cued",1,329,1,"C","32"
"6391","cueleft","targetleft","valid","cued",1,198,1,"C","32"
"6392","cueright","targetright","valid","cued",1,205,1,"C","32"
"6393","cueright","targetright","valid","cued",1,284,1,"C","32"
"6394","cueright","targetright","valid","cued",1,290,1,"C","32"
"6395","cueleft","targetright","invalid","uncued",0,443,1,"C","32"
"6396","cueright","targetright","valid","cued",1,297,1,"C","32"
"6397","cueright","targetleft","invalid","uncued",0,358,1,"C","32"
"6398","cueright","targetleft","invalid","uncued",0,391,1,"C","32"
"6399","cueright","targetright","valid","cued",1,308,1,"C","32"
"6400","cueleft","targetleft","valid","cued",1,303,1,"C","32"
"6401","cueright","targetright","valid","cued",1,499,1,"C","32"
"6402","cueright","targetright","valid","cued",1,1500,3,"C","33"
"6403","cueright","targetleft","invalid","uncued",0,564,1,"C","33"
"6404","cueleft","targetleft","valid","cued",1,398,1,"C","33"
"6405","cueleft","targetleft","valid","cued",1,333,1,"C","33"
"6406","cueleft","targetright","invalid","uncued",0,478,1,"C","33"
"6407","cueright","targetright","valid","cued",1,412,1,"C","33"
"6408","cueleft","targetleft","valid","cued",1,345,1,"C","33"
"6409","cueleft","targetleft","valid","cued",1,305,1,"C","33"
"6410","cueleft","targetleft","valid","cued",1,453,1,"C","33"
"6411","cueright","targetright","valid","cued",1,340,1,"C","33"
"6412","cueright","targetleft","invalid","uncued",0,452,1,"C","33"
"6413","cueleft","targetleft","valid","cued",1,490,1,"C","33"
"6414","cueleft","targetleft","valid","cued",1,398,1,"C","33"
"6415","cueright","targetright","valid","cued",1,381,1,"C","33"
"6416","cueleft","targetleft","valid","cued",1,390,1,"C","33"
"6417","cueright","targetright","valid","cued",1,439,1,"C","33"
"6418","cueleft","targetleft","valid","cued",1,323,1,"C","33"
"6419","cueright","targetleft","invalid","uncued",0,429,1,"C","33"
"6420","cueleft","targetleft","valid","cued",1,333,1,"C","33"
"6421","cueright","targetright","valid","cued",1,393,1,"C","33"
"6422","cueright","targetright","valid","cued",1,349,1,"C","33"
"6423","cueleft","targetleft","valid","cued",1,335,1,"C","33"
"6424","cueleft","targetleft","valid","cued",1,338,1,"C","33"
"6425","cueright","targetright","valid","cued",1,337,1,"C","33"
"6426","cueright","targetright","valid","cued",1,326,1,"C","33"
"6427","cueleft","targetright","invalid","uncued",0,456,1,"C","33"
"6428","cueleft","targetleft","valid","cued",1,380,1,"C","33"
"6429","cueleft","targetleft","valid","cued",1,337,1,"C","33"
"6430","cueleft","targetleft","valid","cued",1,310,1,"C","33"
"6431","cueright","targetright","valid","cued",1,304,1,"C","33"
"6432","cueleft","targetleft","valid","cued",1,314,1,"C","33"
"6433","cueright","targetright","valid","cued",1,334,1,"C","33"
"6434","cueright","targetright","valid","cued",1,304,1,"C","33"
"6435","cueright","targetright","valid","cued",1,361,1,"C","33"
"6436","cueleft","targetleft","valid","cued",1,346,1,"C","33"
"6437","cueright","targetleft","invalid","uncued",0,358,1,"C","33"
"6438","cueright","targetright","valid","cued",1,333,1,"C","33"
"6439","cueleft","targetleft","valid","cued",1,383,1,"C","33"
"6440","cueright","targetright","valid","cued",1,313,1,"C","33"
"6441","cueleft","targetleft","valid","cued",1,316,1,"C","33"
"6442","cueleft","targetleft","valid","cued",1,382,1,"C","33"
"6443","cueright","targetright","valid","cued",1,319,1,"C","33"
"6444","cueright","targetright","valid","cued",1,354,1,"C","33"
"6445","cueleft","targetright","invalid","uncued",0,435,1,"C","33"
"6446","cueright","targetright","valid","cued",1,344,1,"C","33"
"6447","cueright","targetright","valid","cued",1,394,1,"C","33"
"6448","cueright","targetleft","invalid","uncued",0,385,1,"C","33"
"6449","cueleft","targetleft","valid","cued",1,346,1,"C","33"
"6450","cueright","targetleft","invalid","uncued",0,340,1,"C","33"
"6451","cueleft","targetleft","valid","cued",1,334,1,"C","33"
"6452","cueright","targetleft","invalid","uncued",0,425,1,"C","33"
"6453","cueleft","targetleft","valid","cued",1,350,1,"C","33"
"6454","cueleft","targetleft","valid","cued",1,345,1,"C","33"
"6455","cueright","targetright","valid","cued",1,355,1,"C","33"
"6456","cueleft","targetleft","valid","cued",1,338,1,"C","33"
"6457","cueleft","targetleft","valid","cued",1,340,1,"C","33"
"6458","cueright","targetleft","invalid","uncued",0,380,1,"C","33"
"6459","cueleft","targetright","invalid","uncued",0,373,1,"C","33"
"6460","cueleft","targetleft","valid","cued",1,348,1,"C","33"
"6461","cueleft","targetright","invalid","uncued",0,326,1,"C","33"
"6462","cueleft","targetright","invalid","uncued",0,359,1,"C","33"
"6463","cueright","targetleft","invalid","uncued",0,370,1,"C","33"
"6464","cueleft","targetleft","valid","cued",1,368,1,"C","33"
"6465","cueleft","targetleft","valid","cued",1,356,1,"C","33"
"6466","cueright","targetright","valid","cued",1,333,1,"C","33"
"6467","cueleft","targetleft","valid","cued",1,325,1,"C","33"
"6468","cueleft","targetleft","valid","cued",1,319,1,"C","33"
"6469","cueleft","targetleft","valid","cued",1,337,1,"C","33"
"6470","cueright","targetright","valid","cued",1,342,1,"C","33"
"6471","cueleft","targetleft","valid","cued",1,349,1,"C","33"
"6472","cueleft","targetleft","valid","cued",1,321,1,"C","33"
"6473","cueleft","targetleft","valid","cued",1,323,1,"C","33"
"6474","cueleft","targetleft","valid","cued",1,315,1,"C","33"
"6475","cueleft","targetleft","valid","cued",1,332,1,"C","33"
"6476","cueleft","targetleft","valid","cued",1,328,1,"C","33"
"6477","cueleft","targetleft","valid","cued",1,321,1,"C","33"
"6478","cueright","targetleft","invalid","uncued",0,404,1,"C","33"
"6479","cueright","targetright","valid","cued",1,349,1,"C","33"
"6480","cueright","targetright","valid","cued",1,349,1,"C","33"
"6481","cueright","targetright","valid","cued",1,303,1,"C","33"
"6482","cueleft","targetleft","valid","cued",1,332,1,"C","33"
"6483","cueleft","targetleft","valid","cued",1,371,1,"C","33"
"6484","cueright","targetright","valid","cued",1,334,1,"C","33"
"6485","cueright","targetleft","invalid","uncued",0,398,1,"C","33"
"6486","cueleft","targetleft","valid","cued",1,352,1,"C","33"
"6487","cueright","targetright","valid","cued",1,367,1,"C","33"
"6488","cueright","targetright","valid","cued",1,371,1,"C","33"
"6489","cueright","targetright","valid","cued",1,281,1,"C","33"
"6490","cueleft","targetleft","valid","cued",1,319,1,"C","33"
"6491","cueleft","targetleft","valid","cued",1,265,1,"C","33"
"6492","cueleft","targetleft","valid","cued",1,303,1,"C","33"
"6493","cueright","targetright","valid","cued",1,322,1,"C","33"
"6494","cueleft","targetleft","valid","cued",1,291,1,"C","33"
"6495","cueright","targetleft","invalid","uncued",0,319,1,"C","33"
"6496","cueleft","targetleft","valid","cued",1,315,1,"C","33"
"6497","cueleft","targetleft","valid","cued",1,325,1,"C","33"
"6498","cueleft","targetleft","valid","cued",1,281,1,"C","33"
"6499","cueright","targetright","valid","cued",1,298,1,"C","33"
"6500","cueleft","targetright","invalid","uncued",0,454,1,"C","33"
"6501","cueleft","targetleft","valid","cued",1,341,1,"C","33"
"6502","cueleft","targetleft","valid","cued",1,373,1,"C","33"
"6503","cueleft","targetleft","valid","cued",1,304,1,"C","33"
"6504","cueleft","targetright","invalid","uncued",0,379,1,"C","33"
"6505","cueright","targetleft","invalid","uncued",0,314,1,"C","33"
"6506","cueright","targetleft","invalid","uncued",0,348,1,"C","33"
"6507","cueleft","targetleft","valid","cued",1,325,1,"C","33"
"6508","cueleft","targetleft","valid","cued",1,305,1,"C","33"
"6509","cueright","targetright","valid","cued",1,361,1,"C","33"
"6510","cueright","targetright","valid","cued",1,291,1,"C","33"
"6511","cueright","targetright","valid","cued",1,312,1,"C","33"
"6512","cueleft","targetright","invalid","uncued",0,419,1,"C","33"
"6513","cueleft","targetleft","valid","cued",1,354,1,"C","33"
"6514","cueright","targetright","valid","cued",1,297,1,"C","33"
"6515","cueright","targetright","valid","cued",1,342,1,"C","33"
"6516","cueleft","targetleft","valid","cued",1,272,1,"C","33"
"6517","cueleft","targetright","invalid","uncued",0,380,1,"C","33"
"6518","cueright","targetright","valid","cued",1,362,1,"C","33"
"6519","cueleft","targetright","invalid","uncued",0,371,1,"C","33"
"6520","cueleft","targetleft","valid","cued",1,395,1,"C","33"
"6521","cueright","targetright","valid","cued",1,318,1,"C","33"
"6522","cueright","targetleft","invalid","uncued",0,374,1,"C","33"
"6523","cueleft","targetleft","valid","cued",1,416,1,"C","33"
"6524","cueleft","targetleft","valid","cued",1,310,1,"C","33"
"6525","cueleft","targetleft","valid","cued",1,340,1,"C","33"
"6526","cueright","targetright","valid","cued",1,346,1,"C","33"
"6527","cueright","targetleft","invalid","uncued",0,317,1,"C","33"
"6528","cueright","targetleft","invalid","uncued",0,391,1,"C","33"
"6529","cueright","targetleft","invalid","uncued",0,361,1,"C","33"
"6530","cueleft","targetleft","valid","cued",1,361,1,"C","33"
"6531","cueleft","targetright","invalid","uncued",0,370,1,"C","33"
"6532","cueleft","targetleft","valid","cued",1,354,1,"C","33"
"6533","cueright","targetright","valid","cued",1,370,1,"C","33"
"6534","cueright","targetright","valid","cued",1,370,1,"C","33"
"6535","cueleft","targetleft","valid","cued",1,322,1,"C","33"
"6536","cueright","targetright","valid","cued",1,303,1,"C","33"
"6537","cueright","targetright","valid","cued",1,335,1,"C","33"
"6538","cueright","targetleft","invalid","uncued",0,338,1,"C","33"
"6539","cueleft","targetright","invalid","uncued",0,318,1,"C","33"
"6540","cueright","targetright","valid","cued",1,328,1,"C","33"
"6541","cueright","targetright","valid","cued",1,289,1,"C","33"
"6542","cueright","targetright","valid","cued",1,317,1,"C","33"
"6543","cueright","targetright","valid","cued",1,274,1,"C","33"
"6544","cueleft","targetright","invalid","uncued",0,484,1,"C","33"
"6545","cueleft","targetleft","valid","cued",1,330,1,"C","33"
"6546","cueleft","targetleft","valid","cued",1,314,1,"C","33"
"6547","cueright","targetright","valid","cued",1,277,1,"C","33"
"6548","cueleft","targetleft","valid","cued",1,361,1,"C","33"
"6549","cueleft","targetright","invalid","uncued",0,322,1,"C","33"
"6550","cueleft","targetright","invalid","uncued",0,381,1,"C","33"
"6551","cueleft","targetleft","valid","cued",1,359,1,"C","33"
"6552","cueright","targetright","valid","cued",1,280,1,"C","33"
"6553","cueleft","targetleft","valid","cued",1,298,1,"C","33"
"6554","cueright","targetright","valid","cued",1,293,1,"C","33"
"6555","cueright","targetright","valid","cued",1,316,1,"C","33"
"6556","cueright","targetright","valid","cued",1,310,1,"C","33"
"6557","cueleft","targetleft","valid","cued",1,303,1,"C","33"
"6558","cueleft","targetleft","valid","cued",1,301,1,"C","33"
"6559","cueleft","targetleft","valid","cued",1,326,1,"C","33"
"6560","cueleft","targetright","invalid","uncued",0,368,1,"C","33"
"6561","cueright","targetright","valid","cued",1,297,1,"C","33"
"6562","cueleft","targetright","invalid","uncued",0,436,1,"C","33"
"6563","cueleft","targetleft","valid","cued",1,403,1,"C","33"
"6564","cueright","targetleft","invalid","uncued",0,514,1,"C","33"
"6565","cueleft","targetright","invalid","uncued",0,367,1,"C","33"
"6566","cueleft","targetleft","valid","cued",1,422,1,"C","33"
"6567","cueleft","targetright","invalid","uncued",0,445,1,"C","33"
"6568","cueright","targetright","valid","cued",1,354,1,"C","33"
"6569","cueright","targetright","valid","cued",1,391,1,"C","33"
"6570","cueleft","targetright","invalid","uncued",0,414,1,"C","33"
"6571","cueright","targetright","valid","cued",1,402,1,"C","33"
"6572","cueright","targetright","valid","cued",1,299,1,"C","33"
"6573","cueright","targetright","valid","cued",1,294,1,"C","33"
"6574","cueright","targetleft","invalid","uncued",0,466,1,"C","33"
"6575","cueright","targetleft","invalid","uncued",0,447,1,"C","33"
