"","cueSide","targetSide","cueValidity","cued","ValidityNum","RT","status","condition","subn"
"2","cueleft","targetleft","valid","cued",1,750,1,"C","01"
"3","cueleft","targetleft","valid","cued",1,553,1,"C","01"
"4","cueleft","targetleft","valid","cued",1,473,1,"C","01"
"5","cueright","targetleft","invalid","uncued",0,582,1,"C","01"
"6","cueleft","targetleft","valid","cued",1,358,1,"C","01"
"7","cueright","targetleft","invalid","uncued",0,522,1,"C","01"
"8","cueleft","targetleft","valid","cued",1,417,1,"C","01"
"9","cueright","targetright","valid","cued",1,481,1,"C","01"
"10","cueright","targetright","valid","cued",1,509,1,"C","01"
"11","cueright","targetright","valid","cued",1,346,1,"C","01"
"12","cueright","targetleft","invalid","uncued",0,537,1,"C","01"
"13","cueleft","targetleft","valid","cued",1,397,1,"C","01"
"14","cueright","targetright","valid","cued",1,404,1,"C","01"
"15","cueright","targetright","valid","cued",1,426,1,"C","01"
"16","cueright","targetright","valid","cued",1,505,1,"C","01"
"17","cueright","targetright","valid","cued",1,467,1,"C","01"
"18","cueleft","targetleft","valid","cued",1,362,1,"C","01"
"19","cueleft","targetleft","valid","cued",1,345,1,"C","01"
"20","cueleft","targetright","invalid","uncued",0,453,1,"C","01"
"21","cueleft","targetleft","valid","cued",1,415,1,"C","01"
"22","cueright","targetright","valid","cued",1,423,1,"C","01"
"23","cueright","targetright","valid","cued",1,559,1,"C","01"
"24","cueright","targetright","valid","cued",1,511,1,"C","01"
"25","cueright","targetright","valid","cued",1,1211,1,"C","01"
"26","cueright","targetright","valid","cued",1,411,1,"C","01"
"27","cueleft","targetleft","valid","cued",1,336,1,"C","01"
"28","cueright","targetleft","invalid","uncued",0,394,1,"C","01"
"29","cueleft","targetleft","valid","cued",1,377,1,"C","01"
"30","cueleft","targetleft","valid","cued",1,426,1,"C","01"
"31","cueleft","targetleft","valid","cued",1,426,1,"C","01"
"32","cueleft","targetleft","valid","cued",1,384,1,"C","01"
"33","cueright","targetleft","invalid","uncued",0,440,1,"C","01"
"34","cueleft","targetleft","valid","cued",1,439,1,"C","01"
"35","cueright","targetleft","invalid","uncued",0,396,1,"C","01"
"36","cueright","targetright","valid","cued",1,435,1,"C","01"
"37","cueleft","targetright","invalid","uncued",0,576,1,"C","01"
"38","cueright","targetleft","invalid","uncued",0,360,1,"C","01"
"39","cueright","targetright","valid","cued",1,442,1,"C","01"
"40","cueleft","targetright","invalid","uncued",0,506,1,"C","01"
"41","cueleft","targetright","invalid","uncued",0,417,1,"C","01"
"42","cueright","targetleft","invalid","uncued",0,511,1,"C","01"
"43","cueleft","targetleft","valid","cued",1,524,1,"C","01"
"44","cueleft","targetleft","valid","cued",1,390,1,"C","01"
"45","cueleft","targetright","invalid","uncued",0,533,1,"C","01"
"46","cueright","targetright","valid","cued",1,623,1,"C","01"
"47","cueright","targetright","valid","cued",1,423,1,"C","01"
"48","cueright","targetleft","invalid","uncued",0,478,1,"C","01"
"49","cueleft","targetleft","valid","cued",1,183,1,"C","01"
"50","cueright","targetright","valid","cued",1,325,1,"C","01"
"51","cueleft","targetleft","valid","cued",1,270,1,"C","01"
"52","cueleft","targetleft","valid","cued",1,338,1,"C","01"
"53","cueright","targetleft","invalid","uncued",0,421,1,"C","01"
"54","cueright","targetleft","invalid","uncued",0,331,1,"C","01"
"55","cueleft","targetleft","valid","cued",1,260,1,"C","01"
"56","cueleft","targetleft","valid","cued",1,344,1,"C","01"
"57","cueleft","targetleft","valid","cued",1,529,1,"C","01"
"58","cueright","targetright","valid","cued",1,483,1,"C","01"
"59","cueleft","targetleft","valid","cued",1,399,1,"C","01"
"60","cueleft","targetleft","valid","cued",1,423,1,"C","01"
"61","cueleft","targetright","invalid","uncued",0,416,1,"C","01"
"62","cueright","targetright","valid","cued",1,319,1,"C","01"
"63","cueleft","targetright","invalid","uncued",0,449,1,"C","01"
"64","cueleft","targetleft","valid","cued",1,452,1,"C","01"
"65","cueright","targetleft","invalid","uncued",0,562,1,"C","01"
"66","cueright","targetleft","invalid","uncued",0,358,1,"C","01"
"67","cueleft","targetright","invalid","uncued",0,415,1,"C","01"
"68","cueright","targetright","valid","cued",1,403,1,"C","01"
"69","cueleft","targetright","invalid","uncued",0,178,2,"C","01"
"70","cueleft","targetleft","valid","cued",1,330,1,"C","01"
"71","cueleft","targetright","invalid","uncued",0,412,1,"C","01"
"72","cueleft","targetright","invalid","uncued",0,396,1,"C","01"
"73","cueright","targetright","valid","cued",1,326,1,"C","01"
"74","cueright","targetright","valid","cued",1,327,1,"C","01"
"75","cueleft","targetleft","valid","cued",1,335,1,"C","01"
"76","cueleft","targetleft","valid","cued",1,417,1,"C","01"
"77","cueright","targetleft","invalid","uncued",0,456,1,"C","01"
"78","cueright","targetleft","invalid","uncued",0,471,1,"C","01"
"79","cueright","targetleft","invalid","uncued",0,376,1,"C","01"
"80","cueright","targetleft","invalid","uncued",0,426,1,"C","01"
"81","cueleft","targetleft","valid","cued",1,306,1,"C","01"
"82","cueleft","targetleft","valid","cued",1,325,1,"C","01"
"83","cueleft","targetright","invalid","uncued",0,526,1,"C","01"
"84","cueleft","targetleft","valid","cued",1,546,1,"C","01"
"85","cueleft","targetleft","valid","cued",1,203,1,"C","01"
"86","cueleft","targetleft","valid","cued",1,307,1,"C","01"
"87","cueright","targetright","valid","cued",1,403,1,"C","01"
"88","cueleft","targetleft","valid","cued",1,331,1,"C","01"
"89","cueleft","targetright","invalid","uncued",0,621,1,"C","01"
"90","cueright","targetright","valid","cued",1,470,1,"C","01"
"91","cueleft","targetleft","valid","cued",1,408,1,"C","01"
"92","cueright","targetright","valid","cued",1,487,1,"C","01"
"93","cueleft","targetright","invalid","uncued",0,478,1,"C","01"
"94","cueleft","targetleft","valid","cued",1,344,1,"C","01"
"95","cueright","targetright","valid","cued",1,323,1,"C","01"
"96","cueright","targetright","valid","cued",1,403,1,"C","01"
"97","cueleft","targetleft","valid","cued",1,426,1,"C","01"
"98","cueleft","targetleft","valid","cued",1,402,1,"C","01"
"99","cueright","targetright","valid","cued",1,399,1,"C","01"
"100","cueleft","targetleft","valid","cued",1,367,1,"C","01"
"101","cueright","targetright","valid","cued",1,415,1,"C","01"
"102","cueright","targetright","valid","cued",1,335,1,"C","01"
"103","cueleft","targetright","invalid","uncued",0,458,1,"C","01"
"104","cueright","targetleft","invalid","uncued",0,377,1,"C","01"
"105","cueleft","targetleft","valid","cued",1,384,1,"C","01"
"106","cueright","targetright","valid","cued",1,446,1,"C","01"
"107","cueright","targetright","valid","cued",1,454,1,"C","01"
"108","cueleft","targetright","invalid","uncued",0,496,1,"C","01"
"109","cueright","targetright","valid","cued",1,429,1,"C","01"
"110","cueright","targetleft","invalid","uncued",0,508,1,"C","01"
"111","cueleft","targetright","invalid","uncued",0,425,1,"C","01"
"112","cueright","targetright","valid","cued",1,368,1,"C","01"
"113","cueleft","targetleft","valid","cued",1,416,1,"C","01"
"114","cueright","targetleft","invalid","uncued",0,471,1,"C","01"
"115","cueleft","targetleft","valid","cued",1,325,1,"C","01"
"116","cueright","targetright","valid","cued",1,199,1,"C","01"
"117","cueright","targetleft","invalid","uncued",0,334,1,"C","01"
"118","cueleft","targetright","invalid","uncued",0,432,1,"C","01"
"119","cueleft","targetleft","valid","cued",1,422,1,"C","01"
"120","cueright","targetleft","invalid","uncued",0,474,1,"C","01"
"121","cueleft","targetright","invalid","uncued",0,478,1,"C","01"
"122","cueright","targetright","valid","cued",1,434,1,"C","01"
"123","cueright","targetright","valid","cued",1,346,1,"C","01"
"124","cueright","targetright","valid","cued",1,474,1,"C","01"
"125","cueleft","targetleft","valid","cued",1,382,1,"C","01"
"126","cueright","targetleft","invalid","uncued",0,478,1,"C","01"
"127","cueleft","targetleft","valid","cued",1,322,1,"C","01"
"128","cueleft","targetright","invalid","uncued",0,415,1,"C","01"
"129","cueleft","targetleft","valid","cued",1,349,1,"C","01"
"130","cueright","targetleft","invalid","uncued",0,478,1,"C","01"
"131","cueright","targetright","valid","cued",1,467,1,"C","01"
"132","cueleft","targetleft","valid","cued",1,363,1,"C","01"
"133","cueright","targetleft","invalid","uncued",0,634,1,"C","01"
"134","cueright","targetright","valid","cued",1,386,1,"C","01"
"135","cueright","targetright","valid","cued",1,522,1,"C","01"
"136","cueleft","targetleft","valid","cued",1,361,1,"C","01"
"137","cueleft","targetleft","valid","cued",1,387,1,"C","01"
"138","cueleft","targetleft","valid","cued",1,379,1,"C","01"
"139","cueright","targetleft","invalid","uncued",0,540,1,"C","01"
"140","cueright","targetright","valid","cued",1,462,1,"C","01"
"141","cueleft","targetleft","valid","cued",1,325,1,"C","01"
"142","cueright","targetright","valid","cued",1,309,1,"C","01"
"143","cueleft","targetleft","valid","cued",1,419,1,"C","01"
"144","cueright","targetright","valid","cued",1,352,1,"C","01"
"145","cueright","targetleft","invalid","uncued",0,368,1,"C","01"
"146","cueleft","targetleft","valid","cued",1,299,1,"C","01"
"147","cueright","targetright","valid","cued",1,647,1,"C","01"
"148","cueleft","targetright","invalid","uncued",0,509,1,"C","01"
"149","cueleft","targetleft","valid","cued",1,423,1,"C","01"
"150","cueleft","targetright","invalid","uncued",0,532,1,"C","01"
"151","cueleft","targetleft","valid","cued",1,367,1,"C","01"
"152","cueright","targetright","valid","cued",1,295,1,"C","01"
"153","cueright","targetright","valid","cued",1,316,1,"C","01"
"154","cueleft","targetleft","valid","cued",1,333,1,"C","01"
"155","cueright","targetright","valid","cued",1,295,1,"C","01"
"156","cueleft","targetleft","valid","cued",1,315,1,"C","01"
"157","cueleft","targetleft","valid","cued",1,351,1,"C","01"
"158","cueright","targetleft","invalid","uncued",0,528,1,"C","01"
"159","cueright","targetright","valid","cued",1,347,1,"C","01"
"160","cueright","targetright","valid","cued",1,413,1,"C","01"
"161","cueleft","targetleft","valid","cued",1,434,1,"C","01"
"162","cueright","targetright","valid","cued",1,410,1,"C","01"
"163","cueleft","targetright","invalid","uncued",0,616,1,"C","01"
"164","cueleft","targetleft","valid","cued",1,342,1,"C","01"
"165","cueright","targetright","valid","cued",1,169,1,"C","01"
"166","cueright","targetright","valid","cued",1,287,1,"C","01"
"167","cueright","targetright","valid","cued",1,364,1,"C","01"
"168","cueleft","targetleft","valid","cued",1,446,1,"C","01"
"169","cueright","targetleft","invalid","uncued",0,548,1,"C","01"
"170","cueleft","targetright","invalid","uncued",0,460,1,"C","01"
"171","cueright","targetleft","invalid","uncued",0,514,1,"C","01"
"172","cueleft","targetleft","valid","cued",1,566,1,"C","01"
"173","cueleft","targetleft","valid","cued",1,438,1,"C","01"
"174","cueright","targetright","valid","cued",1,328,1,"C","01"
"175","cueright","targetright","valid","cued",1,398,1,"C","01"
"176","cueright","targetright","valid","cued",1,383,1,"C","01"
"177","cueright","targetright","valid","cued",1,444,1,"C","01"
"178","cueleft","targetleft","valid","cued",1,313,1,"C","01"
"179","cueright","targetleft","invalid","uncued",0,423,1,"C","01"
"180","cueright","targetright","valid","cued",1,555,1,"C","01"
"181","cueright","targetright","valid","cued",1,415,1,"C","01"
"182","cueright","targetleft","invalid","uncued",0,362,1,"C","01"
"183","cueright","targetleft","invalid","uncued",0,435,1,"C","01"
"184","cueright","targetleft","invalid","uncued",0,306,1,"C","01"
"185","cueright","targetright","valid","cued",1,287,1,"C","01"
"186","cueright","targetleft","invalid","uncued",0,497,1,"C","01"
"187","cueleft","targetleft","valid","cued",1,371,1,"C","01"
"188","cueright","targetleft","invalid","uncued",0,462,1,"C","01"
"189","cueleft","targetright","invalid","uncued",0,395,1,"C","01"
"190","cueright","targetright","valid","cued",1,408,1,"C","01"
"191","cueright","targetleft","invalid","uncued",0,421,1,"C","01"
"192","cueleft","targetleft","valid","cued",1,448,1,"C","01"
"193","cueright","targetright","valid","cued",1,263,1,"C","01"
"194","cueright","targetright","valid","cued",1,371,1,"C","01"
"195","cueleft","targetleft","valid","cued",1,252,1,"C","01"
"196","cueright","targetright","valid","cued",1,259,1,"C","01"
"197","cueright","targetright","valid","cued",1,382,1,"C","01"
"198","cueleft","targetleft","valid","cued",1,416,1,"C","01"
"199","cueright","targetright","valid","cued",1,332,1,"C","01"
"200","cueright","targetleft","invalid","uncued",0,590,1,"C","01"
"201","cueleft","targetleft","valid","cued",1,358,1,"C","01"
"202","cueright","targetright","valid","cued",1,570,1,"C","02"
"203","cueleft","targetleft","valid","cued",1,385,1,"C","02"
"204","cueleft","targetleft","valid","cued",1,488,1,"C","02"
"205","cueright","targetright","valid","cued",1,320,1,"C","02"
"206","cueright","targetright","valid","cued",1,368,1,"C","02"
"207","cueright","targetleft","invalid","uncued",0,472,1,"C","02"
"208","cueleft","targetright","invalid","uncued",0,371,1,"C","02"
"209","cueright","targetright","valid","cued",1,424,1,"C","02"
"210","cueright","targetright","valid","cued",1,420,1,"C","02"
"211","cueleft","targetright","invalid","uncued",0,332,1,"C","02"
"212","cueleft","targetright","invalid","uncued",0,373,1,"C","02"
"213","cueright","targetright","valid","cued",1,341,1,"C","02"
"214","cueright","targetleft","invalid","uncued",0,314,1,"C","02"
"215","cueleft","targetright","invalid","uncued",0,314,1,"C","02"
"216","cueleft","targetleft","valid","cued",1,387,1,"C","02"
"217","cueleft","targetleft","valid","cued",1,341,1,"C","02"
"218","cueleft","targetleft","valid","cued",1,342,1,"C","02"
"219","cueright","targetleft","invalid","uncued",0,402,1,"C","02"
"220","cueright","targetright","valid","cued",1,423,1,"C","02"
"221","cueright","targetright","valid","cued",1,429,1,"C","02"
"222","cueright","targetright","valid","cued",1,403,1,"C","02"
"223","cueleft","targetleft","valid","cued",1,340,1,"C","02"
"224","cueleft","targetleft","valid","cued",1,294,1,"C","02"
"225","cueright","targetright","valid","cued",1,417,1,"C","02"
"226","cueleft","targetleft","valid","cued",1,312,1,"C","02"
"227","cueleft","targetleft","valid","cued",1,385,1,"C","02"
"228","cueright","targetleft","invalid","uncued",0,330,1,"C","02"
"229","cueright","targetleft","invalid","uncued",0,323,1,"C","02"
"230","cueleft","targetright","invalid","uncued",0,301,1,"C","02"
"231","cueleft","targetleft","valid","cued",1,322,1,"C","02"
"232","cueleft","targetleft","valid","cued",1,319,1,"C","02"
"233","cueleft","targetleft","valid","cued",1,344,1,"C","02"
"234","cueleft","targetleft","valid","cued",1,336,1,"C","02"
"235","cueright","targetright","valid","cued",1,404,1,"C","02"
"236","cueright","targetright","valid","cued",1,325,1,"C","02"
"237","cueright","targetright","valid","cued",1,334,1,"C","02"
"238","cueleft","targetleft","valid","cued",1,334,1,"C","02"
"239","cueright","targetright","valid","cued",1,373,1,"C","02"
"240","cueleft","targetleft","valid","cued",1,320,1,"C","02"
"241","cueleft","targetleft","valid","cued",1,275,1,"C","02"
"242","cueright","targetright","valid","cued",1,336,1,"C","02"
"243","cueleft","targetright","invalid","uncued",0,330,1,"C","02"
"244","cueleft","targetright","invalid","uncued",0,331,1,"C","02"
"245","cueright","targetright","valid","cued",1,381,1,"C","02"
"246","cueright","targetright","valid","cued",1,341,1,"C","02"
"247","cueleft","targetleft","valid","cued",1,328,1,"C","02"
"248","cueright","targetright","valid","cued",1,337,1,"C","02"
"249","cueleft","targetright","invalid","uncued",0,284,1,"C","02"
"250","cueleft","targetleft","valid","cued",1,391,1,"C","02"
"251","cueright","targetleft","invalid","uncued",0,304,1,"C","02"
"252","cueright","targetright","valid","cued",1,360,1,"C","02"
"253","cueleft","targetright","invalid","uncued",0,308,1,"C","02"
"254","cueleft","targetright","invalid","uncued",0,309,1,"C","02"
"255","cueright","targetright","valid","cued",1,339,1,"C","02"
"256","cueright","targetright","valid","cued",1,315,1,"C","02"
"257","cueleft","targetleft","valid","cued",1,354,1,"C","02"
"258","cueleft","targetleft","valid","cued",1,327,1,"C","02"
"259","cueleft","targetleft","valid","cued",1,284,1,"C","02"
"260","cueleft","targetleft","valid","cued",1,313,1,"C","02"
"261","cueleft","targetleft","valid","cued",1,307,1,"C","02"
"262","cueright","targetright","valid","cued",1,316,1,"C","02"
"263","cueleft","targetleft","valid","cued",1,311,1,"C","02"
"264","cueleft","targetleft","valid","cued",1,252,1,"C","02"
"265","cueleft","targetleft","valid","cued",1,312,1,"C","02"
"266","cueright","targetright","valid","cued",1,330,1,"C","02"
"267","cueright","targetleft","invalid","uncued",0,323,1,"C","02"
"268","cueright","targetright","valid","cued",1,321,1,"C","02"
"269","cueleft","targetleft","valid","cued",1,299,1,"C","02"
"270","cueleft","targetright","invalid","uncued",0,310,1,"C","02"
"271","cueleft","targetright","invalid","uncued",0,307,1,"C","02"
"272","cueleft","targetleft","valid","cued",1,315,1,"C","02"
"273","cueleft","targetright","invalid","uncued",0,326,1,"C","02"
"274","cueright","targetright","valid","cued",1,306,1,"C","02"
"275","cueright","targetleft","invalid","uncued",0,339,1,"C","02"
"276","cueright","targetleft","invalid","uncued",0,287,1,"C","02"
"277","cueright","targetright","valid","cued",1,379,1,"C","02"
"278","cueleft","targetright","invalid","uncued",0,332,1,"C","02"
"279","cueleft","targetleft","valid","cued",1,373,1,"C","02"
"280","cueright","targetright","valid","cued",1,364,1,"C","02"
"281","cueleft","targetleft","valid","cued",1,326,1,"C","02"
"282","cueleft","targetleft","valid","cued",1,335,1,"C","02"
"283","cueright","targetright","valid","cued",1,345,1,"C","02"
"284","cueleft","targetleft","valid","cued",1,309,1,"C","02"
"285","cueright","targetright","valid","cued",1,335,1,"C","02"
"286","cueleft","targetleft","valid","cued",1,312,1,"C","02"
"287","cueleft","targetleft","valid","cued",1,316,1,"C","02"
"288","cueleft","targetright","invalid","uncued",0,320,1,"C","02"
"289","cueright","targetleft","invalid","uncued",0,337,1,"C","02"
"290","cueright","targetright","valid","cued",1,342,1,"C","02"
"291","cueleft","targetright","invalid","uncued",0,326,1,"C","02"
"292","cueright","targetleft","invalid","uncued",0,305,1,"C","02"
"293","cueleft","targetleft","valid","cued",1,330,1,"C","02"
"294","cueleft","targetleft","valid","cued",1,294,1,"C","02"
"295","cueright","targetright","valid","cued",1,306,1,"C","02"
"296","cueleft","targetleft","valid","cued",1,325,1,"C","02"
"297","cueleft","targetleft","valid","cued",1,397,1,"C","02"
"298","cueleft","targetleft","valid","cued",1,341,1,"C","02"
"299","cueleft","targetleft","valid","cued",1,368,1,"C","02"
"300","cueleft","targetleft","valid","cued",1,401,1,"C","02"
"301","cueleft","targetleft","valid","cued",1,321,1,"C","02"
"302","cueright","targetright","valid","cued",1,300,1,"C","02"
"303","cueright","targetright","valid","cued",1,341,1,"C","02"
"304","cueright","targetright","valid","cued",1,336,1,"C","02"
"305","cueright","targetright","valid","cued",1,331,1,"C","02"
"306","cueleft","targetleft","valid","cued",1,327,1,"C","02"
"307","cueleft","targetleft","valid","cued",1,309,1,"C","02"
"308","cueleft","targetleft","valid","cued",1,327,1,"C","02"
"309","cueright","targetleft","invalid","uncued",0,387,1,"C","02"
"310","cueright","targetright","valid","cued",1,324,1,"C","02"
"311","cueright","targetright","valid","cued",1,308,1,"C","02"
"312","cueright","targetright","valid","cued",1,312,1,"C","02"
"313","cueright","targetright","valid","cued",1,324,1,"C","02"
"314","cueright","targetleft","invalid","uncued",0,367,1,"C","02"
"315","cueleft","targetleft","valid","cued",1,374,1,"C","02"
"316","cueright","targetright","valid","cued",1,288,1,"C","02"
"317","cueright","targetleft","invalid","uncued",0,324,1,"C","02"
"318","cueleft","targetleft","valid","cued",1,310,1,"C","02"
"319","cueleft","targetleft","valid","cued",1,264,1,"C","02"
"320","cueleft","targetleft","valid","cued",1,293,1,"C","02"
"321","cueright","targetright","valid","cued",1,351,1,"C","02"
"322","cueright","targetright","valid","cued",1,312,1,"C","02"
"323","cueright","targetright","valid","cued",1,347,1,"C","02"
"324","cueleft","targetleft","valid","cued",1,335,1,"C","02"
"325","cueright","targetright","valid","cued",1,367,1,"C","02"
"326","cueleft","targetright","invalid","uncued",0,391,1,"C","02"
"327","cueright","targetright","valid","cued",1,321,1,"C","02"
"328","cueright","targetright","valid","cued",1,355,1,"C","02"
"329","cueleft","targetleft","valid","cued",1,353,1,"C","02"
"330","cueleft","targetright","invalid","uncued",0,356,1,"C","02"
"331","cueright","targetright","valid","cued",1,347,1,"C","02"
"332","cueleft","targetright","invalid","uncued",0,341,1,"C","02"
"333","cueleft","targetleft","valid","cued",1,335,1,"C","02"
"334","cueleft","targetleft","valid","cued",1,349,1,"C","02"
"335","cueright","targetright","valid","cued",1,347,1,"C","02"
"336","cueleft","targetleft","valid","cued",1,374,1,"C","02"
"337","cueright","targetright","valid","cued",1,325,1,"C","02"
"338","cueright","targetright","valid","cued",1,384,1,"C","02"
"339","cueleft","targetleft","valid","cued",1,336,1,"C","02"
"340","cueright","targetright","valid","cued",1,338,1,"C","02"
"341","cueright","targetright","valid","cued",1,347,1,"C","02"
"342","cueleft","targetleft","valid","cued",1,285,1,"C","02"
"343","cueleft","targetright","invalid","uncued",0,321,1,"C","02"
"344","cueleft","targetleft","valid","cued",1,285,1,"C","02"
"345","cueleft","targetleft","valid","cued",1,327,1,"C","02"
"346","cueleft","targetright","invalid","uncued",0,338,1,"C","02"
"347","cueleft","targetleft","valid","cued",1,354,1,"C","02"
"348","cueright","targetright","valid","cued",1,404,1,"C","02"
"349","cueright","targetright","valid","cued",1,322,1,"C","02"
"350","cueright","targetright","valid","cued",1,260,1,"C","02"
"351","cueleft","targetleft","valid","cued",1,368,1,"C","02"
"352","cueright","targetright","valid","cued",1,341,1,"C","02"
"353","cueright","targetright","valid","cued",1,174,1,"C","02"
"354","cueleft","targetleft","valid","cued",1,388,1,"C","02"
"355","cueleft","targetleft","valid","cued",1,357,1,"C","02"
"356","cueleft","targetleft","valid","cued",1,320,1,"C","02"
"357","cueleft","targetleft","valid","cued",1,313,1,"C","02"
"358","cueright","targetright","valid","cued",1,284,1,"C","02"
"359","cueleft","targetleft","valid","cued",1,318,1,"C","02"
"360","cueleft","targetleft","valid","cued",1,315,1,"C","02"
"361","cueleft","targetleft","valid","cued",1,340,1,"C","02"
"362","cueright","targetright","valid","cued",1,343,1,"C","02"
"363","cueright","targetleft","invalid","uncued",0,362,1,"C","02"
"364","cueright","targetright","valid","cued",1,324,1,"C","02"
"365","cueleft","targetleft","valid","cued",1,298,1,"C","02"
"366","cueright","targetright","valid","cued",1,368,1,"C","02"
"367","cueright","targetright","valid","cued",1,336,1,"C","02"
"368","cueleft","targetright","invalid","uncued",0,402,1,"C","02"
"369","cueleft","targetleft","valid","cued",1,418,1,"C","02"
"370","cueleft","targetleft","valid","cued",1,344,1,"C","02"
"371","cueleft","targetright","invalid","uncued",0,380,1,"C","02"
"372","cueright","targetright","valid","cued",1,340,1,"C","02"
"373","cueright","targetright","valid","cued",1,364,1,"C","02"
"374","cueright","targetright","valid","cued",1,302,1,"C","02"
"375","cueright","targetright","valid","cued",1,321,1,"C","02"
"376","cueright","targetright","valid","cued",1,365,1,"C","02"
"377","cueleft","targetright","invalid","uncued",0,540,1,"C","02"
"378","cueleft","targetleft","valid","cued",1,358,1,"C","02"
"379","cueright","targetright","valid","cued",1,359,1,"C","02"
"380","cueright","targetright","valid","cued",1,352,1,"C","02"
"381","cueleft","targetleft","valid","cued",1,370,1,"C","02"
"382","cueright","targetleft","invalid","uncued",0,396,1,"C","02"
"383","cueright","targetright","valid","cued",1,388,1,"C","02"
"384","cueright","targetright","valid","cued",1,377,1,"C","02"
"385","cueleft","targetleft","valid","cued",1,323,1,"C","02"
"386","cueright","targetright","valid","cued",1,357,1,"C","02"
"387","cueright","targetright","valid","cued",1,381,1,"C","02"
"388","cueleft","targetleft","valid","cued",1,350,1,"C","02"
"389","cueright","targetright","valid","cued",1,336,1,"C","02"
"390","cueleft","targetright","invalid","uncued",0,403,1,"C","02"
"391","cueleft","targetleft","valid","cued",1,383,1,"C","02"
"392","cueright","targetleft","invalid","uncued",0,433,1,"C","02"
"393","cueright","targetright","valid","cued",1,373,1,"C","02"
"394","cueright","targetright","valid","cued",1,437,1,"C","02"
"395","cueright","targetleft","invalid","uncued",0,389,1,"C","02"
"396","cueright","targetright","valid","cued",1,389,1,"C","02"
"397","cueright","targetright","valid","cued",1,373,1,"C","02"
"398","cueright","targetright","valid","cued",1,371,1,"C","02"
"399","cueleft","targetleft","valid","cued",1,339,1,"C","02"
"400","cueleft","targetleft","valid","cued",1,324,1,"C","02"
"401","cueright","targetright","valid","cued",1,374,1,"C","02"
"402","cueright","targetleft","invalid","uncued",0,554,1,"C","03"
"403","cueleft","targetleft","valid","cued",1,499,1,"C","03"
"404","cueright","targetright","valid","cued",1,431,1,"C","03"
"405","cueleft","targetleft","valid","cued",1,295,1,"C","03"
"406","cueright","targetright","valid","cued",1,315,1,"C","03"
"407","cueleft","targetleft","valid","cued",1,389,1,"C","03"
"408","cueleft","targetleft","valid","cued",1,339,1,"C","03"
"409","cueright","targetright","valid","cued",1,391,1,"C","03"
"410","cueright","targetleft","invalid","uncued",0,380,1,"C","03"
"411","cueright","targetleft","invalid","uncued",0,278,1,"C","03"
"412","cueleft","targetleft","valid","cued",1,507,1,"C","03"
"413","cueright","targetright","valid","cued",1,372,1,"C","03"
"414","cueright","targetright","valid","cued",1,437,1,"C","03"
"415","cueright","targetright","valid","cued",1,354,1,"C","03"
"416","cueleft","targetright","invalid","uncued",0,477,1,"C","03"
"417","cueleft","targetleft","valid","cued",1,433,1,"C","03"
"418","cueleft","targetleft","valid","cued",1,304,1,"C","03"
"419","cueleft","targetleft","valid","cued",1,355,1,"C","03"
"420","cueright","targetleft","invalid","uncued",0,475,1,"C","03"
"421","cueleft","targetleft","valid","cued",1,346,1,"C","03"
"422","cueleft","targetleft","valid","cued",1,307,1,"C","03"
"423","cueleft","targetleft","valid","cued",1,286,1,"C","03"
"424","cueleft","targetleft","valid","cued",1,338,1,"C","03"
"425","cueleft","targetright","invalid","uncued",0,475,2,"C","03"
"426","cueleft","targetleft","valid","cued",1,405,1,"C","03"
"427","cueleft","targetleft","valid","cued",1,348,1,"C","03"
"428","cueright","targetleft","invalid","uncued",0,479,1,"C","03"
"429","cueright","targetright","valid","cued",1,426,1,"C","03"
"430","cueright","targetright","valid","cued",1,417,1,"C","03"
"431","cueleft","targetright","invalid","uncued",0,488,1,"C","03"
"432","cueright","targetright","valid","cued",1,426,1,"C","03"
"433","cueright","targetleft","invalid","uncued",0,350,1,"C","03"
"434","cueleft","targetright","invalid","uncued",0,441,1,"C","03"
"435","cueright","targetleft","invalid","uncued",0,353,1,"C","03"
"436","cueright","targetright","valid","cued",1,458,1,"C","03"
"437","cueright","targetright","valid","cued",1,334,1,"C","03"
"438","cueright","targetleft","invalid","uncued",0,433,1,"C","03"
"439","cueleft","targetleft","valid","cued",1,438,1,"C","03"
"440","cueleft","targetleft","valid","cued",1,318,1,"C","03"
"441","cueright","targetleft","invalid","uncued",0,453,1,"C","03"
"442","cueleft","targetleft","valid","cued",1,427,1,"C","03"
"443","cueright","targetright","valid","cued",1,468,1,"C","03"
"444","cueleft","targetleft","valid","cued",1,350,1,"C","03"
"445","cueleft","targetright","invalid","uncued",0,502,1,"C","03"
"446","cueright","targetleft","invalid","uncued",0,395,1,"C","03"
"447","cueright","targetleft","invalid","uncued",0,308,1,"C","03"
"448","cueright","targetright","valid","cued",1,439,1,"C","03"
"449","cueright","targetright","valid","cued",1,356,1,"C","03"
"450","cueleft","targetleft","valid","cued",1,381,1,"C","03"
"451","cueleft","targetleft","valid","cued",1,403,1,"C","03"
"452","cueright","targetright","valid","cued",1,363,1,"C","03"
"453","cueright","targetright","valid","cued",1,390,1,"C","03"
"454","cueleft","targetleft","valid","cued",1,334,1,"C","03"
"455","cueright","targetleft","invalid","uncued",0,398,1,"C","03"
"456","cueleft","targetright","invalid","uncued",0,342,1,"C","03"
"457","cueleft","targetleft","valid","cued",1,366,1,"C","03"
