"","type","RT","errorStatus","condition","subn"
"900","go",292,0,"C","04"
"901","go",253,0,"C","04"
"902","nogo",2000,0,"C","04"
"903","nogo",2000,0,"C","04"
"904","nogo",2000,0,"C","04"
"905","nogo",2000,0,"C","04"
"906","go",446,0,"C","04"
"907","go",332,0,"C","04"
"908","go",274,0,"C","04"
"909","nogo",2000,0,"C","04"
"910","go",345,0,"C","04"
"911","go",283,0,"C","04"
"912","go",285,0,"C","04"
"913","nogo",269,1,"C","04"
"914","nogo",2000,0,"C","04"
"915","go",434,0,"C","04"
"916","go",496,0,"C","04"
"917","go",392,0,"C","04"
"918","go",333,0,"C","04"
"919","go",340,0,"C","04"
"920","go",410,0,"C","04"
"921","nogo",2000,0,"C","04"
"922","nogo",2000,0,"C","04"
"923","go",405,0,"C","04"
"924","nogo",2000,0,"C","04"
"925","go",363,0,"C","04"
"926","go",284,0,"C","04"
"927","nogo",2000,0,"C","04"
"928","nogo",2000,0,"C","04"
"929","go",375,0,"C","04"
"930","go",282,0,"C","04"
"931","go",273,0,"C","04"
"932","nogo",2000,0,"C","04"
"933","go",277,0,"C","04"
"934","nogo",2000,0,"C","04"
"935","go",274,0,"C","04"
"936","go",241,0,"C","04"
"937","go",278,0,"C","04"
"938","nogo",2000,0,"C","04"
"939","nogo",2000,0,"C","04"
"940","go",333,0,"C","04"
"941","go",266,0,"C","04"
"942","nogo",2000,0,"C","04"
"943","go",398,0,"C","04"
"944","go",296,0,"C","04"
"945","go",294,0,"C","04"
"946","go",320,0,"C","04"
"947","nogo",2000,0,"C","04"
"948","go",339,0,"C","04"
"949","go",247,0,"C","04"
"950","go",290,0,"C","04"
"951","go",355,0,"C","04"
"952","nogo",2000,0,"C","04"
"953","go",283,0,"C","04"
"954","go",267,0,"C","04"
"955","go",291,0,"C","04"
"956","go",292,0,"C","04"
"957","go",292,0,"C","04"
"958","nogo",2000,0,"C","04"
"959","go",545,0,"C","04"
"960","go",293,0,"C","04"
"961","go",267,0,"C","04"
"962","nogo",2000,0,"C","04"
"963","nogo",2000,0,"C","04"
"964","go",413,0,"C","04"
"965","go",288,0,"C","04"
"966","go",310,0,"C","04"
"967","go",317,0,"C","04"
"968","go",277,0,"C","04"
"969","go",259,0,"C","04"
"970","nogo",2000,0,"C","04"
"971","go",418,0,"C","04"
"972","go",268,0,"C","04"
"973","go",278,0,"C","04"
"974","go",262,0,"C","04"
"975","go",366,0,"C","04"
"976","go",324,0,"C","04"
"977","go",282,0,"C","04"
"978","nogo",2000,0,"C","04"
"979","go",448,0,"C","04"
"980","go",286,0,"C","04"
"981","go",303,0,"C","04"
"982","go",310,0,"C","04"
"983","nogo",2000,0,"C","04"
"984","go",355,0,"C","04"
"985","go",254,0,"C","04"
"986","go",286,0,"C","04"
"987","go",270,0,"C","04"
"988","go",291,0,"C","04"
"989","go",289,0,"C","04"
"990","go",283,0,"C","04"
"991","go",289,0,"C","04"
"992","nogo",2000,0,"C","04"
"993","go",270,0,"C","04"
"994","go",252,0,"C","04"
"995","nogo",2000,0,"C","04"
"996","nogo",2000,0,"C","04"
"997","nogo",2000,0,"C","04"
"998","go",314,0,"C","04"
"999","go",286,0,"C","04"
"1000","go",273,0,"C","04"
"1001","go",329,0,"C","04"
"1002","go",611,0,"C","05"
"1003","go",408,0,"C","05"
"1004","go",339,0,"C","05"
"1005","go",315,0,"C","05"
"1006","go",342,0,"C","05"
"1007","go",324,0,"C","05"
"1008","go",323,0,"C","05"
"1009","go",298,0,"C","05"
"1010","go",331,0,"C","05"
"1011","go",321,0,"C","05"
"1012","go",306,0,"C","05"
"1013","go",321,0,"C","05"
"1014","go",296,0,"C","05"
"1015","go",326,0,"C","05"
"1016","go",339,0,"C","05"
"1017","go",356,0,"C","05"
"1018","go",298,0,"C","05"
"1019","go",304,0,"C","05"
"1020","nogo",2000,0,"C","05"
"1021","nogo",2000,0,"C","05"
"1022","go",329,0,"C","05"
"1023","nogo",2000,0,"C","05"
"1024","go",305,0,"C","05"
"1025","go",328,0,"C","05"
"1026","go",391,0,"C","05"
"1027","go",278,0,"C","05"
"1028","go",315,0,"C","05"
"1029","go",307,0,"C","05"
"1030","go",317,0,"C","05"
"1031","go",306,0,"C","05"
"1032","nogo",2000,0,"C","05"
"1033","nogo",2000,0,"C","05"
"1034","go",346,0,"C","05"
"1035","go",292,0,"C","05"
"1036","go",370,0,"C","05"
"1037","go",314,0,"C","05"
"1038","go",318,0,"C","05"
"1039","nogo",2000,0,"C","05"
"1040","nogo",2000,0,"C","05"
"1041","go",399,0,"C","05"
"1042","go",281,0,"C","05"
"1043","go",273,0,"C","05"
"1044","go",273,0,"C","05"
"1045","go",290,0,"C","05"
"1046","go",322,0,"C","05"
"1047","go",257,0,"C","05"
"1048","go",322,0,"C","05"
"1049","go",298,0,"C","05"
"1050","go",303,0,"C","05"
"1051","go",337,0,"C","05"
"1052","go",334,0,"C","05"
"1053","go",276,0,"C","05"
"1054","go",308,0,"C","05"
"1055","go",301,0,"C","05"
"1056","go",404,0,"C","05"
"1057","go",279,0,"C","05"
"1058","go",319,0,"C","05"
"1059","go",279,0,"C","05"
"1060","go",277,0,"C","05"
"1061","go",272,0,"C","05"
"1062","go",291,0,"C","05"
"1063","go",297,0,"C","05"
"1064","go",264,0,"C","05"
"1065","go",257,0,"C","05"
"1066","go",318,0,"C","05"
"1067","go",274,0,"C","05"
"1068","go",277,0,"C","05"
"1069","go",277,0,"C","05"
"1070","nogo",260,1,"C","05"
"1071","go",508,0,"C","05"
"1072","go",316,0,"C","05"
"1073","go",308,0,"C","05"
"1074","go",276,0,"C","05"
"1075","go",294,0,"C","05"
"1076","go",302,0,"C","05"
"1077","go",308,0,"C","05"
"1078","go",301,0,"C","05"
"1079","go",146,0,"C","05"
"1080","go",256,0,"C","05"
"1081","go",354,0,"C","05"
"1082","go",271,0,"C","05"
"1083","go",265,0,"C","05"
"1084","go",328,0,"C","05"
"1085","go",302,0,"C","05"
"1086","go",327,0,"C","05"
"1087","go",323,0,"C","05"
"1088","nogo",2000,0,"C","05"
"1089","nogo",2000,0,"C","05"
"1090","go",483,0,"C","05"
"1091","go",355,0,"C","05"
"1092","go",423,0,"C","05"
"1093","go",315,0,"C","05"
"1094","go",288,0,"C","05"
"1095","go",331,0,"C","05"
"1096","go",359,0,"C","05"
"1097","go",334,0,"C","05"
"1098","go",284,0,"C","05"
"1099","go",309,0,"C","05"
"1100","go",356,0,"C","05"
"1101","go",329,0,"C","05"
"1102","nogo",2000,0,"C","05"
"1103","go",349,0,"C","05"
"1104","go",329,0,"C","05"
"1105","nogo",2000,0,"C","05"
"1106","go",404,0,"C","05"
"1107","go",338,0,"C","05"
"1108","nogo",2000,0,"C","05"
"1109","go",384,0,"C","05"
"1110","nogo",2000,0,"C","05"
"1111","go",535,0,"C","05"
"1112","go",357,0,"C","05"
"1113","go",385,0,"C","05"
"1114","go",309,0,"C","05"
"1115","go",347,0,"C","05"
"1116","go",346,0,"C","05"
"1117","go",327,0,"C","05"
"1118","go",325,0,"C","05"
"1119","go",339,0,"C","05"
"1120","nogo",2000,0,"C","05"
"1121","go",400,0,"C","05"
"1122","go",393,0,"C","05"
"1123","go",334,0,"C","05"
"1124","go",365,0,"C","05"
"1125","nogo",2000,0,"C","05"
"1126","go",382,0,"C","05"
"1127","go",329,0,"C","05"
"1128","go",326,0,"C","05"
"1129","go",341,0,"C","05"
"1130","nogo",2000,0,"C","05"
"1131","go",401,0,"C","05"
"1132","go",379,0,"C","05"
"1133","go",343,0,"C","05"
"1134","go",380,0,"C","05"
"1135","nogo",2000,0,"C","05"
"1136","go",343,0,"C","05"
"1137","go",338,0,"C","05"
"1138","go",320,0,"C","05"
"1139","go",327,0,"C","05"
"1140","go",298,0,"C","05"
"1141","nogo",2000,0,"C","05"
"1142","go",337,0,"C","05"
"1143","go",273,0,"C","05"
"1144","go",276,0,"C","05"
"1145","go",271,0,"C","05"
"1146","go",256,0,"C","05"
"1147","go",265,0,"C","05"
"1148","go",330,0,"C","05"
"1149","go",271,0,"C","05"
"1150","go",306,0,"C","05"
"1151","go",377,0,"C","05"
"1152","nogo",2000,0,"C","05"
"1153","go",347,0,"C","05"
"1154","go",317,0,"C","05"
"1155","nogo",2000,0,"C","05"
"1156","go",345,0,"C","05"
"1157","go",302,0,"C","05"
"1158","nogo",2000,0,"C","05"
"1159","go",450,0,"C","05"
"1160","nogo",2000,0,"C","05"
"1161","go",407,0,"C","05"
"1162","go",345,0,"C","05"
"1163","go",351,0,"C","05"
"1164","go",436,0,"C","05"
"1165","nogo",2000,0,"C","05"
"1166","go",602,0,"C","05"
"1167","nogo",2000,0,"C","05"
"1168","go",370,0,"C","05"
"1169","go",357,0,"C","05"
"1170","nogo",2000,0,"C","05"
"1171","go",384,0,"C","05"
"1172","go",341,0,"C","05"
"1173","nogo",2000,0,"C","05"
"1174","nogo",2000,0,"C","05"
"1175","go",402,0,"C","05"
"1176","go",324,0,"C","05"
"1177","go",282,0,"C","05"
"1178","nogo",2000,0,"C","05"
"1179","go",327,0,"C","05"
"1180","go",298,0,"C","05"
"1181","go",299,0,"C","05"
"1182","go",298,0,"C","05"
"1183","go",304,0,"C","05"
"1184","go",257,0,"C","05"
"1185","go",313,0,"C","05"
"1186","nogo",283,1,"C","05"
"1187","go",496,0,"C","05"
"1188","go",320,0,"C","05"
"1189","go",328,0,"C","05"
"1190","go",325,0,"C","05"
"1191","go",492,0,"C","05"
"1192","go",308,0,"C","05"
"1193","nogo",2000,0,"C","05"
"1194","go",402,0,"C","05"
"1195","go",308,0,"C","05"
"1196","go",285,0,"C","05"
"1197","go",332,0,"C","05"
"1198","nogo",2000,0,"C","05"
"1199","nogo",2000,0,"C","05"
"1200","go",441,0,"C","05"
"1201","go",410,0,"C","05"
"1202","go",314,0,"C","05"
"1203","go",363,0,"C","05"
"1204","go",383,0,"C","05"
"1205","go",366,0,"C","05"
"1206","go",369,0,"C","05"
"1207","nogo",2000,0,"C","05"
"1208","nogo",2000,0,"C","05"
"1209","go",326,0,"C","05"
"1210","go",347,0,"C","05"
"1211","go",342,0,"C","05"
"1212","go",317,0,"C","05"
"1213","go",342,0,"C","05"
"1214","nogo",2000,0,"C","05"
"1215","nogo",2000,0,"C","05"
"1216","go",378,0,"C","05"
"1217","go",357,0,"C","05"
"1218","go",362,0,"C","05"
"1219","nogo",2000,0,"C","05"
"1220","go",404,0,"C","05"
"1221","go",333,0,"C","05"
"1222","go",419,0,"C","05"
"1223","go",350,0,"C","05"
"1224","go",341,0,"C","05"
"1225","go",390,0,"C","05"
"1226","nogo",2000,0,"C","05"
"1227","go",365,0,"C","05"
"1228","nogo",2000,0,"C","05"
"1229","go",347,0,"C","05"
"1230","go",353,0,"C","05"
"1231","go",381,0,"C","05"
"1232","go",336,0,"C","05"
"1233","go",353,0,"C","05"
"1234","nogo",2000,0,"C","05"
"1235","go",377,0,"C","05"
"1236","nogo",2000,0,"C","05"
"1237","go",385,0,"C","05"
"1238","nogo",2000,0,"C","05"
"1239","nogo",2000,0,"C","05"
"1240","go",339,0,"C","05"
"1241","nogo",2000,0,"C","05"
"1242","nogo",2000,0,"C","05"
"1243","nogo",2000,0,"C","05"
"1244","go",541,0,"C","05"
"1245","go",312,0,"C","05"
"1246","go",310,0,"C","05"
"1247","nogo",2000,0,"C","05"
"1248","nogo",2000,0,"C","05"
"1249","go",383,0,"C","05"
"1250","go",354,0,"C","05"
"1251","nogo",287,1,"C","05"
"1252","go",577,0,"C","06"
"1253","go",508,0,"C","06"
"1254","nogo",2000,0,"C","06"
"1255","go",363,0,"C","06"
"1256","go",391,0,"C","06"
"1257","nogo",2000,0,"C","06"
"1258","go",532,0,"C","06"
"1259","go",372,0,"C","06"
"1260","nogo",2000,0,"C","06"
"1261","go",412,0,"C","06"
"1262","go",432,0,"C","06"
"1263","go",345,0,"C","06"
"1264","go",367,0,"C","06"
"1265","go",356,0,"C","06"
"1266","go",386,0,"C","06"
"1267","go",381,0,"C","06"
"1268","go",362,0,"C","06"
"1269","go",398,0,"C","06"
"1270","go",363,0,"C","06"
"1271","go",357,0,"C","06"
"1272","go",356,0,"C","06"
"1273","go",364,0,"C","06"
"1274","go",375,0,"C","06"
"1275","go",323,0,"C","06"
"1276","go",325,0,"C","06"
"1277","nogo",2000,0,"C","06"
"1278","go",328,0,"C","06"
"1279","go",381,0,"C","06"
"1280","go",377,0,"C","06"
"1281","go",348,0,"C","06"
"1282","nogo",2000,0,"C","06"
"1283","go",414,0,"C","06"
"1284","go",391,0,"C","06"
"1285","go",349,0,"C","06"
"1286","go",331,0,"C","06"
"1287","go",367,0,"C","06"
"1288","go",373,0,"C","06"
"1289","go",355,0,"C","06"
"1290","go",336,0,"C","06"
"1291","go",339,0,"C","06"
"1292","go",332,0,"C","06"
"1293","go",329,0,"C","06"
"1294","go",334,0,"C","06"
"1295","go",350,0,"C","06"
"1296","go",315,0,"C","06"
"1297","go",321,0,"C","06"
"1298","go",337,0,"C","06"
"1299","go",320,0,"C","06"
"1300","go",342,0,"C","06"
"1301","go",357,0,"C","06"
"1302","go",344,0,"C","06"
"1303","go",335,0,"C","06"
"1304","go",382,0,"C","06"
"1305","nogo",2000,0,"C","06"
"1306","go",382,0,"C","06"
"1307","go",329,0,"C","06"
"1308","go",335,0,"C","06"
"1309","go",319,0,"C","06"
"1310","go",357,0,"C","06"
"1311","go",291,0,"C","06"
"1312","go",324,0,"C","06"
"1313","nogo",2000,0,"C","06"
"1314","nogo",2000,0,"C","06"
"1315","go",433,0,"C","06"
"1316","go",388,0,"C","06"
"1317","go",317,0,"C","06"
"1318","nogo",2000,0,"C","06"
"1319","nogo",2000,0,"C","06"
"1320","go",336,0,"C","06"
"1321","go",340,0,"C","06"
"1322","go",320,0,"C","06"
"1323","go",317,0,"C","06"
"1324","go",342,0,"C","06"
"1325","nogo",2000,0,"C","06"
"1326","go",361,0,"C","06"
"1327","go",355,0,"C","06"
"1328","nogo",2000,0,"C","06"
"1329","go",318,0,"C","06"
"1330","go",307,0,"C","06"
"1331","go",330,0,"C","06"
"1332","go",326,0,"C","06"
"1333","go",334,0,"C","06"
"1334","go",325,0,"C","06"
"1335","go",283,0,"C","06"
"1336","nogo",2000,0,"C","06"
"1337","go",319,0,"C","06"
"1338","go",300,0,"C","06"
"1339","go",308,0,"C","06"
"1340","go",284,0,"C","06"
"1341","go",301,0,"C","06"
"1342","nogo",2000,0,"C","06"
"1343","go",305,0,"C","06"
"1344","go",310,0,"C","06"
"1345","go",310,0,"C","06"
"1346","go",316,0,"C","06"
"1347","go",300,0,"C","06"
"1348","go",316,0,"C","06"
"1349","go",298,0,"C","06"
"1350","nogo",2000,0,"C","06"
"1351","go",352,0,"C","06"
"1352","nogo",2000,0,"C","06"
"1353","go",328,0,"C","06"
"1354","go",314,0,"C","06"
"1355","go",321,0,"C","06"
"1356","go",289,0,"C","06"
"1357","go",280,0,"C","06"
"1358","go",288,0,"C","06"
"1359","go",298,0,"C","06"
"1360","nogo",296,1,"C","06"
"1361","go",435,0,"C","06"
"1362","go",395,0,"C","06"
"1363","go",382,0,"C","06"
"1364","nogo",2000,0,"C","06"
"1365","go",424,0,"C","06"
"1366","go",303,0,"C","06"
"1367","go",320,0,"C","06"
"1368","go",329,0,"C","06"
"1369","go",357,0,"C","06"
"1370","go",315,0,"C","06"
"1371","go",330,0,"C","06"
"1372","go",424,0,"C","06"
"1373","go",292,0,"C","06"
"1374","go",332,0,"C","06"
"1375","go",298,0,"C","06"
"1376","go",321,0,"C","06"
"1377","go",336,0,"C","06"
"1378","go",333,0,"C","06"
"1379","go",291,0,"C","06"
"1380","go",299,0,"C","06"
"1381","go",324,0,"C","06"
"1382","go",307,0,"C","06"
"1383","nogo",2000,0,"C","06"
"1384","nogo",2000,0,"C","06"
"1385","nogo",2000,0,"C","06"
"1386","go",422,0,"C","06"
"1387","go",326,0,"C","06"
"1388","go",324,0,"C","06"
"1389","go",324,0,"C","06"
"1390","go",299,0,"C","06"
"1391","go",305,0,"C","06"
"1392","go",281,0,"C","06"
"1393","nogo",2000,0,"C","06"
"1394","go",317,0,"C","06"
"1395","go",315,0,"C","06"
"1396","nogo",2000,0,"C","06"
"1397","go",342,0,"C","06"
"1398","go",345,0,"C","06"
"1399","go",327,0,"C","06"
"1400","go",317,0,"C","06"
"1401","go",317,0,"C","06"
"1402","go",300,0,"C","06"
"1403","go",338,0,"C","06"
"1404","nogo",2000,0,"C","06"
"1405","go",383,0,"C","06"
"1406","go",329,0,"C","06"
"1407","go",288,0,"C","06"
"1408","go",310,0,"C","06"
"1409","go",303,0,"C","06"
"1410","go",293,0,"C","06"
"1411","go",277,0,"C","06"
"1412","go",310,0,"C","06"
"1413","go",301,0,"C","06"
"1414","go",311,0,"C","06"
"1415","go",308,0,"C","06"
"1416","go",323,0,"C","06"
"1417","go",330,0,"C","06"
"1418","nogo",2000,0,"C","06"
"1419","go",319,0,"C","06"
"1420","go",298,0,"C","06"
"1421","go",308,0,"C","06"
"1422","go",283,0,"C","06"
"1423","go",322,0,"C","06"
"1424","go",298,0,"C","06"
"1425","go",296,0,"C","06"
"1426","go",250,0,"C","06"
"1427","go",291,0,"C","06"
"1428","go",307,0,"C","06"
"1429","nogo",2000,0,"C","06"
"1430","go",296,0,"C","06"
"1431","go",299,0,"C","06"
"1432","go",292,0,"C","06"
"1433","go",333,0,"C","06"
"1434","go",290,0,"C","06"
"1435","go",304,0,"C","06"
"1436","nogo",2000,0,"C","06"
"1437","nogo",2000,0,"C","06"
"1438","nogo",2000,0,"C","06"
"1439","go",413,0,"C","06"
"1440","nogo",2000,0,"C","06"
"1441","go",322,0,"C","06"
"1442","nogo",2000,0,"C","06"
"1443","go",356,0,"C","06"
"1444","go",423,0,"C","06"
"1445","go",316,0,"C","06"
"1446","go",242,0,"C","06"
"1447","nogo",298,1,"C","06"
"1448","go",571,0,"C","06"
"1449","go",456,0,"C","06"
"1450","go",401,0,"C","06"
"1451","go",397,0,"C","06"
"1452","nogo",2000,0,"C","06"
"1453","go",380,0,"C","06"
"1454","nogo",2000,0,"C","06"
"1455","go",316,0,"C","06"
"1456","go",354,0,"C","06"
"1457","go",318,0,"C","06"
"1458","go",317,0,"C","06"
"1459","go",332,0,"C","06"
"1460","go",369,0,"C","06"
"1461","go",392,0,"C","06"
"1462","go",419,0,"C","06"
"1463","go",374,0,"C","06"
"1464","go",395,0,"C","06"
"1465","go",382,0,"C","06"
"1466","go",394,0,"C","06"
"1467","nogo",2000,0,"C","06"
"1468","go",411,0,"C","06"
"1469","go",373,0,"C","06"
"1470","nogo",2000,0,"C","06"
"1471","nogo",2000,0,"C","06"
"1472","nogo",2000,0,"C","06"
"1473","nogo",2000,0,"C","06"
"1474","nogo",2000,0,"C","06"
"1475","nogo",2000,0,"C","06"
"1476","nogo",2000,0,"C","06"
"1477","go",386,0,"C","06"
"1478","go",396,0,"C","06"
"1479","go",320,0,"C","06"
"1480","nogo",2000,0,"C","06"
"1481","go",358,0,"C","06"
"1482","go",432,0,"C","06"
"1483","go",307,0,"C","06"
"1484","go",362,0,"C","06"
"1485","go",320,0,"C","06"
"1486","go",358,0,"C","06"
"1487","nogo",2000,0,"C","06"
"1488","go",344,0,"C","06"
"1489","go",373,0,"C","06"
"1490","go",354,0,"C","06"
"1491","nogo",2000,0,"C","06"
"1492","nogo",2000,0,"C","06"
"1493","nogo",2000,0,"C","06"
"1494","go",449,0,"C","06"
"1495","go",355,0,"C","06"
"1496","go",377,0,"C","06"
"1497","nogo",2000,0,"C","06"
"1498","nogo",2000,0,"C","06"
"1499","go",445,0,"C","06"
"1500","go",396,0,"C","06"
"1501","nogo",2000,0,"C","06"
"1502","go",733,0,"C","07"
"1503","go",452,0,"C","07"
"1504","go",358,0,"C","07"
"1505","go",355,0,"C","07"
"1506","go",369,0,"C","07"
"1507","go",316,0,"C","07"
"1508","go",348,0,"C","07"
"1509","go",313,0,"C","07"
"1510","go",455,0,"C","07"
"1511","go",346,0,"C","07"
"1512","go",463,0,"C","07"
"1513","go",433,0,"C","07"
"1514","go",371,0,"C","07"
"1515","go",360,0,"C","07"
"1516","go",398,0,"C","07"
"1517","go",353,0,"C","07"
"1518","go",374,0,"C","07"
"1519","nogo",2000,0,"C","07"
"1520","nogo",2000,0,"C","07"
"1521","go",442,0,"C","07"
"1522","go",338,0,"C","07"
"1523","go",360,0,"C","07"
"1524","nogo",2000,0,"C","07"
"1525","go",467,0,"C","07"
"1526","go",338,0,"C","07"
"1527","go",320,0,"C","07"
"1528","go",368,0,"C","07"
"1529","go",340,0,"C","07"
"1530","nogo",2000,0,"C","07"
"1531","go",438,0,"C","07"
"1532","go",295,0,"C","07"
"1533","go",335,0,"C","07"
"1534","go",333,0,"C","07"
"1535","go",356,0,"C","07"
"1536","go",343,0,"C","07"
"1537","go",390,0,"C","07"
"1538","go",420,0,"C","07"
"1539","go",319,0,"C","07"
"1540","go",341,0,"C","07"
"1541","go",363,0,"C","07"
"1542","go",327,0,"C","07"
"1543","go",341,0,"C","07"
"1544","go",325,0,"C","07"
"1545","go",332,0,"C","07"
"1546","go",337,0,"C","07"
"1547","go",353,0,"C","07"
"1548","go",326,0,"C","07"
"1549","go",826,0,"C","07"
"1550","go",350,0,"C","07"
"1551","go",349,0,"C","07"
"1552","go",322,0,"C","07"
"1553","go",401,0,"C","07"
"1554","go",387,0,"C","07"
"1555","go",409,0,"C","07"
"1556","go",347,0,"C","07"
"1557","go",360,0,"C","07"
"1558","nogo",2000,0,"C","07"
"1559","go",491,0,"C","07"
"1560","go",305,0,"C","07"
"1561","go",353,0,"C","07"
"1562","go",351,0,"C","07"
"1563","go",324,0,"C","07"
"1564","go",361,0,"C","07"
"1565","go",408,0,"C","07"
"1566","nogo",2000,0,"C","07"
"1567","nogo",2000,0,"C","07"
"1568","go",492,0,"C","07"
"1569","go",290,0,"C","07"
"1570","go",347,0,"C","07"
"1571","nogo",2000,0,"C","07"
"1572","go",404,0,"C","07"
"1573","go",349,0,"C","07"
"1574","go",371,0,"C","07"
"1575","go",383,0,"C","07"
"1576","go",364,0,"C","07"
"1577","go",397,0,"C","07"
"1578","go",381,0,"C","07"
"1579","go",408,0,"C","07"
"1580","go",412,0,"C","07"
"1581","go",384,0,"C","07"
"1582","go",412,0,"C","07"
"1583","go",398,0,"C","07"
"1584","nogo",2000,0,"C","07"
"1585","go",442,0,"C","07"
"1586","nogo",2000,0,"C","07"
"1587","go",399,0,"C","07"
"1588","go",345,0,"C","07"
"1589","go",357,0,"C","07"
"1590","go",340,0,"C","07"
"1591","go",368,0,"C","07"
"1592","go",326,0,"C","07"
"1593","nogo",2000,0,"C","07"
"1594","go",447,0,"C","07"
"1595","go",306,0,"C","07"
"1596","nogo",2000,0,"C","07"
"1597","go",342,0,"C","07"
"1598","go",306,0,"C","07"
"1599","go",313,0,"C","07"
"1600","go",328,0,"C","07"
"1601","go",325,0,"C","07"
"1602","go",396,0,"C","07"
"1603","go",352,0,"C","07"
"1604","go",351,0,"C","07"
"1605","go",348,0,"C","07"
"1606","go",344,0,"C","07"
"1607","go",336,0,"C","07"
"1608","go",318,0,"C","07"
"1609","go",341,0,"C","07"
"1610","nogo",2000,0,"C","07"
"1611","go",368,0,"C","07"
"1612","go",300,0,"C","07"
"1613","nogo",2000,0,"C","07"
"1614","go",343,0,"C","07"
"1615","go",298,0,"C","07"
"1616","go",290,0,"C","07"
"1617","go",355,0,"C","07"
"1618","nogo",2000,0,"C","07"
"1619","go",459,0,"C","07"
"1620","go",363,0,"C","07"
"1621","go",369,0,"C","07"
"1622","nogo",2000,0,"C","07"
"1623","go",386,0,"C","07"
"1624","go",340,0,"C","07"
"1625","go",356,0,"C","07"
"1626","go",335,0,"C","07"
"1627","go",367,0,"C","07"
"1628","go",339,0,"C","07"
"1629","go",330,0,"C","07"
"1630","go",320,0,"C","07"
"1631","go",334,0,"C","07"
"1632","go",342,0,"C","07"
"1633","go",371,0,"C","07"
"1634","go",345,0,"C","07"
"1635","go",341,0,"C","07"
"1636","nogo",2000,0,"C","07"
"1637","go",440,0,"C","07"
"1638","nogo",2000,0,"C","07"
"1639","go",389,0,"C","07"
"1640","nogo",2000,0,"C","07"
"1641","go",382,0,"C","07"
"1642","nogo",2000,0,"C","07"
"1643","go",398,0,"C","07"
"1644","go",343,0,"C","07"
"1645","go",684,0,"C","07"
"1646","go",357,0,"C","07"
"1647","go",316,0,"C","07"
"1648","go",346,0,"C","07"
"1649","nogo",2000,0,"C","07"
"1650","go",389,0,"C","07"
"1651","go",303,0,"C","07"
"1652","go",255,0,"C","07"
"1653","go",327,0,"C","07"
"1654","nogo",2000,0,"C","07"
"1655","go",363,0,"C","07"
"1656","go",312,0,"C","07"
"1657","go",294,0,"C","07"
"1658","go",294,0,"C","07"
"1659","go",302,0,"C","07"
"1660","go",351,0,"C","07"
"1661","go",363,0,"C","07"
"1662","go",345,0,"C","07"
"1663","go",334,0,"C","07"
"1664","go",317,0,"C","07"
"1665","go",340,0,"C","07"
"1666","go",347,0,"C","07"
"1667","go",391,0,"C","07"
"1668","nogo",2000,0,"C","07"
"1669","go",464,0,"C","07"
"1670","go",303,0,"C","07"
"1671","nogo",2000,0,"C","07"
"1672","go",451,0,"C","07"
