"","trial","text","Congruency","status","RT","condition","subn"
"1699",2,"BBXBB",0,1,1217,"C","09"
"1700",3,"VVXVV",0,1,1189,"C","09"
"1701",4,"VVBVV",1,1,1109,"C","09"
"1702",5,"XXVXX",0,2,1170,"C","09"
"1703",6,"CCBCC",0,1,1041,"C","09"
"1704",7,"CCBCC",0,1,872,"C","09"
"1705",8,"CCVCC",0,1,950,"C","09"
"1706",9,"BBXBB",0,1,969,"C","09"
"1707",10,"BBXBB",0,1,625,"C","09"
"1708",11,"BBXBB",0,1,642,"C","09"
"1709",12,"BBBBB",1,1,687,"C","09"
"1710",13,"XXBXX",0,1,830,"C","09"
"1711",14,"VVVVV",1,1,563,"C","09"
"1712",15,"VVXVV",0,1,686,"C","09"
"1713",16,"BBCBB",0,1,530,"C","09"
"1714",17,"VVVVV",1,1,549,"C","09"
"1715",18,"BBVBB",1,1,671,"C","09"
"1716",19,"XXVXX",0,1,467,"C","09"
"1717",20,"BBVBB",1,1,456,"C","09"
"1718",21,"CCBCC",0,2,552,"C","09"
"1719",22,"CCBCC",0,1,998,"C","09"
"1720",23,"VVXVV",0,1,632,"C","09"
"1721",24,"VVCVV",0,1,671,"C","09"
"1722",25,"XXBXX",0,1,949,"C","09"
"1723",26,"VVXVV",0,1,639,"C","09"
"1724",27,"BBVBB",1,1,757,"C","09"
"1725",28,"XXCXX",1,1,1872,"C","09"
"1726",29,"CCCCC",1,1,725,"C","09"
"1727",30,"XXVXX",0,1,585,"C","09"
"1728",31,"VVXVV",0,1,1066,"C","09"
"1729",32,"CCBCC",0,1,519,"C","09"
"1730",33,"BBXBB",0,1,715,"C","09"
"1731",34,"XXVXX",0,1,606,"C","09"
"1732",35,"XXCXX",1,1,686,"C","09"
"1733",36,"CCXCC",1,1,691,"C","09"
"1734",37,"VVBVV",1,1,610,"C","09"
"1735",38,"BBXBB",0,1,495,"C","09"
"1736",39,"BBCBB",0,1,844,"C","09"
"1737",40,"XXXXX",1,1,740,"C","09"
"1738",41,"VVXVV",0,1,583,"C","09"
"1739",42,"VVBVV",1,1,607,"C","09"
"1740",43,"XXVXX",0,1,472,"C","09"
"1741",44,"BBXBB",0,1,636,"C","09"
"1742",45,"BBXBB",0,1,531,"C","09"
"1743",46,"CCXCC",1,1,532,"C","09"
"1744",47,"BBXBB",0,1,473,"C","09"
"1745",48,"VVXVV",0,1,533,"C","09"
"1746",49,"VVVVV",1,1,649,"C","09"
"1747",50,"XXXXX",1,1,502,"C","09"
"1748",51,"XXCXX",1,1,746,"C","09"
"1749",52,"CCXCC",1,1,820,"C","09"
"1750",53,"BBVBB",1,1,517,"C","09"
"1751",54,"XXCXX",1,1,849,"C","09"
"1752",55,"CCBCC",0,1,1231,"C","09"
"1753",56,"CCVCC",0,1,742,"C","09"
"1754",57,"VVXVV",0,1,937,"C","09"
"1755",58,"BBVBB",1,1,548,"C","09"
"1756",59,"BBXBB",0,1,558,"C","09"
"1757",60,"BBVBB",1,1,704,"C","09"
"1758",61,"XXCXX",1,1,636,"C","09"
"1759",62,"CCXCC",1,1,674,"C","09"
"1760",63,"BBVBB",1,1,512,"C","09"
"1761",64,"XXBXX",0,1,628,"C","09"
"1762",65,"VVXVV",0,1,571,"C","09"
"1763",66,"XXVXX",0,1,789,"C","09"
"1764",67,"CCBCC",0,1,493,"C","09"
"1765",68,"CCXCC",1,1,458,"C","09"
"1766",69,"XXCXX",1,1,399,"C","09"
"1767",70,"XXBXX",0,1,687,"C","09"
"1768",71,"CCCCC",1,1,452,"C","09"
"1769",72,"XXVXX",0,1,752,"C","09"
"1770",73,"CCXCC",1,1,798,"C","09"
"1771",74,"CCXCC",1,1,517,"C","09"
"1772",75,"CCCCC",1,1,1457,"C","09"
"1773",76,"VVCVV",0,1,488,"C","09"
"1774",77,"BBVBB",1,1,501,"C","09"
"1775",78,"CCBCC",0,1,392,"C","09"
"1776",79,"VVXVV",0,1,393,"C","09"
"1777",80,"CCCCC",1,1,640,"C","09"
"1778",81,"XXVXX",0,1,488,"C","09"
"1779",82,"XXCXX",1,1,739,"C","09"
"1780",83,"XXVXX",0,2,543,"C","09"
"1781",84,"CCCCC",1,1,734,"C","09"
"1782",85,"VVVVV",1,1,412,"C","09"
"1783",86,"BBBBB",1,1,652,"C","09"
"1784",87,"XXBXX",0,1,649,"C","09"
"1785",88,"XXCXX",1,1,752,"C","09"
"1786",89,"XXVXX",0,1,1379,"C","09"
"1787",90,"BBVBB",1,1,731,"C","09"
"1788",91,"CCVCC",0,1,671,"C","09"
"1789",92,"CCBCC",0,1,1204,"C","09"
"1790",93,"BBCBB",0,1,700,"C","09"
"1791",94,"VVBVV",1,1,959,"C","09"
"1792",95,"CCCCC",1,1,817,"C","09"
"1793",96,"CCVCC",0,1,1658,"C","09"
"1794",97,"BBCBB",0,1,759,"C","09"
"1795",98,"BBBBB",1,1,690,"C","09"
"1796",99,"BBXBB",0,1,1328,"C","09"
"1797",100,"BBCBB",0,1,603,"C","09"
"1798",101,"XXXXX",1,1,915,"C","09"
"1799",102,"XXCXX",1,1,1152,"C","09"
"1800",103,"VVVVV",1,1,643,"C","09"
"1801",104,"XXBXX",0,1,945,"C","09"
"1802",105,"XXXXX",1,1,724,"C","09"
"1803",106,"BBXBB",0,1,614,"C","09"
"1804",107,"XXBXX",0,1,589,"C","09"
"1805",108,"BBBBB",1,1,453,"C","09"
"1806",109,"CCBCC",0,1,508,"C","09"
"1807",110,"XXBXX",0,1,472,"C","09"
"1808",111,"XXBXX",0,1,478,"C","09"
"1809",112,"CCXCC",1,1,1020,"C","09"
"1810",113,"CCVCC",0,1,1103,"C","09"
"1811",114,"VVBVV",1,1,692,"C","09"
"1812",115,"XXXXX",1,1,520,"C","09"
"1813",116,"BBCBB",0,1,632,"C","09"
"1814",117,"BBBBB",1,1,803,"C","09"
"1815",118,"BBXBB",0,1,580,"C","09"
"1816",119,"XXVXX",0,1,517,"C","09"
"1817",120,"CCCCC",1,1,537,"C","09"
"1818",121,"CCXCC",1,1,668,"C","09"
"1819",122,"BBBBB",1,1,546,"C","09"
"1820",123,"CCVCC",0,1,437,"C","09"
"1821",124,"BBBBB",1,1,659,"C","09"
"1822",125,"VVBVV",1,1,682,"C","09"
"1823",126,"CCXCC",1,1,580,"C","09"
"1824",127,"CCBCC",0,1,565,"C","09"
"1825",128,"CCVCC",0,1,842,"C","09"
"1826",129,"BBXBB",0,1,582,"C","09"
"1827",130,"XXXXX",1,1,527,"C","09"
"1828",131,"CCVCC",0,1,660,"C","09"
"1829",132,"BBCBB",0,1,1088,"C","09"
"1830",133,"BBBBB",1,1,693,"C","09"
"1831",134,"VVXVV",0,2,691,"C","09"
"1832",135,"XXCXX",1,1,740,"C","09"
"1833",136,"CCVCC",0,1,743,"C","09"
"1834",137,"CCCCC",1,1,523,"C","09"
"1835",138,"BBXBB",0,2,533,"C","09"
"1836",139,"XXBXX",0,1,1439,"C","09"
"1837",140,"XXBXX",0,1,559,"C","09"
"1838",141,"BBVBB",1,1,625,"C","09"
"1839",142,"BBBBB",1,1,560,"C","09"
"1840",143,"VVCVV",0,1,705,"C","09"
"1841",144,"VVCVV",0,1,589,"C","09"
"1842",145,"VVCVV",0,1,654,"C","09"
"1843",146,"CCBCC",0,1,716,"C","09"
"1844",147,"BBXBB",0,1,630,"C","09"
"1845",148,"VVBVV",1,1,750,"C","09"
"1846",149,"XXBXX",0,1,754,"C","09"
"1847",150,"VVCVV",0,1,683,"C","09"
"1848",151,"VVXVV",0,1,1024,"C","09"
"1849",152,"BBBBB",1,1,1800,"C","09"
"1850",153,"VVCVV",0,1,703,"C","09"
"1851",154,"BBCBB",0,1,1443,"C","09"
"1852",155,"XXVXX",0,1,1409,"C","09"
"1853",156,"XXVXX",0,1,1001,"C","09"
"1854",157,"XXXXX",1,1,779,"C","09"
"1855",158,"XXVXX",0,2,500,"C","09"
"1856",159,"CCXCC",1,1,957,"C","09"
"1857",160,"BBCBB",0,1,712,"C","09"
"1858",161,"XXBXX",0,1,644,"C","09"
"1859",162,"BBBBB",1,1,657,"C","09"
"1860",163,"VVBVV",1,1,473,"C","09"
"1861",164,"BBBBB",1,1,452,"C","09"
"1862",165,"BBXBB",0,1,620,"C","09"
"1863",166,"VVCVV",0,1,659,"C","09"
"1864",167,"BBCBB",0,1,586,"C","09"
"1865",168,"XXVXX",0,1,698,"C","09"
"1866",169,"XXBXX",0,1,581,"C","09"
"1867",170,"BBXBB",0,1,591,"C","09"
"1868",171,"BBCBB",0,1,657,"C","09"
"1869",172,"CCVCC",0,1,583,"C","09"
"1870",173,"CCXCC",1,1,767,"C","09"
"1871",174,"CCCCC",1,1,1104,"C","09"
"1872",175,"CCVCC",0,1,742,"C","09"
"1873",176,"BBCBB",0,1,741,"C","09"
"1874",177,"CCBCC",0,1,1697,"C","09"
"1875",178,"VVCVV",0,1,749,"C","09"
"1876",179,"BBVBB",1,1,1184,"C","09"
"1877",180,"CCXCC",1,1,1378,"C","09"
"1878",181,"XXBXX",0,1,665,"C","09"
"1879",182,"BBBBB",1,1,1319,"C","09"
"1880",183,"XXXXX",1,1,634,"C","09"
"1881",184,"CCXCC",1,1,761,"C","09"
"1882",185,"VVCVV",0,1,1317,"C","09"
"1883",186,"CCBCC",0,1,694,"C","09"
"1884",187,"VVCVV",0,1,741,"C","09"
"1885",188,"BBXBB",0,1,775,"C","09"
"1886",189,"XXVXX",0,1,761,"C","09"
"1887",190,"VVBVV",1,1,978,"C","09"
"1888",191,"BBVBB",1,1,861,"C","09"
"1889",192,"BBVBB",1,1,706,"C","09"
"1890",193,"CCXCC",1,1,766,"C","09"
"1891",194,"VVCVV",0,1,655,"C","09"
"1892",195,"BBXBB",0,1,807,"C","09"
"1893",196,"BBBBB",1,1,693,"C","09"
"1894",197,"XXVXX",0,2,1114,"C","09"
"1895",198,"CCXCC",1,1,604,"C","09"
"1896",199,"VVCVV",0,1,935,"C","09"
"1897",200,"CCCCC",1,1,543,"C","09"
"1898",201,"XXCXX",1,1,451,"C","09"
"1899",202,"CCXCC",1,1,632,"C","09"
"1900",203,"XXBXX",0,1,673,"C","09"
"1901",204,"XXVXX",0,1,671,"C","09"
"1902",205,"BBXBB",0,1,722,"C","09"
"1903",206,"VVBVV",1,1,726,"C","09"
"1904",207,"CCVCC",0,3,2000,"C","09"
"1905",208,"VVBVV",1,1,767,"C","09"
"1906",209,"XXBXX",0,1,976,"C","09"
"1907",210,"VVVVV",1,1,891,"C","09"
"1908",211,"VVVVV",1,1,512,"C","09"
"1909",212,"CCVCC",0,1,509,"C","09"
"1910",1,"XXXXX",1,1,1433,"C","10"
"1911",2,"XXBXX",0,2,666,"C","10"
"1912",3,"BBXBB",0,1,573,"C","10"
"1913",4,"VVVVV",1,1,513,"C","10"
"1914",5,"BBCBB",0,1,619,"C","10"
"1915",6,"CCVCC",0,2,522,"C","10"
"1916",7,"CCXCC",1,1,643,"C","10"
"1917",8,"XXVXX",0,1,675,"C","10"
"1918",9,"CCBCC",0,2,785,"C","10"
"1919",10,"VVXVV",0,1,930,"C","10"
"1920",11,"CCXCC",1,1,485,"C","10"
"1921",12,"CCCCC",1,1,529,"C","10"
"1922",13,"BBVBB",1,2,1206,"C","10"
"1923",14,"VVBVV",1,1,678,"C","10"
"1924",15,"VVBVV",1,1,525,"C","10"
"1925",16,"BBBBB",1,1,425,"C","10"
"1926",17,"BBVBB",1,1,657,"C","10"
"1927",18,"BBBBB",1,1,445,"C","10"
"1928",19,"VVXVV",0,1,780,"C","10"
"1929",20,"VVCVV",0,1,837,"C","10"
"1930",21,"BBCBB",0,1,772,"C","10"
"1931",22,"CCVCC",0,2,549,"C","10"
"1932",23,"XXBXX",0,1,862,"C","10"
"1933",24,"VVBVV",1,1,416,"C","10"
"1934",25,"BBCBB",0,1,564,"C","10"
"1935",26,"XXXXX",1,1,420,"C","10"
"1936",27,"VVCVV",0,1,644,"C","10"
"1937",28,"XXBXX",0,1,1434,"C","10"
"1938",29,"BBCBB",0,1,720,"C","10"
"1939",30,"BBVBB",1,1,1021,"C","10"
"1940",31,"CCVCC",0,1,549,"C","10"
"1941",32,"BBCBB",0,1,460,"C","10"
"1942",33,"XXXXX",1,1,396,"C","10"
"1943",34,"XXVXX",0,1,443,"C","10"
"1944",35,"BBBBB",1,1,436,"C","10"
"1945",36,"BBCBB",0,1,540,"C","10"
"1946",37,"BBVBB",1,1,565,"C","10"
"1947",38,"BBCBB",0,1,537,"C","10"
"1948",39,"VVCVV",0,1,505,"C","10"
"1949",40,"VVBVV",1,1,573,"C","10"
"1950",41,"VVVVV",1,1,1159,"C","10"
"1951",42,"VVBVV",1,1,634,"C","10"
"1952",43,"XXCXX",1,1,543,"C","10"
"1953",44,"CCBCC",0,1,547,"C","10"
"1954",45,"CCXCC",1,1,1397,"C","10"
"1955",46,"CCBCC",0,1,508,"C","10"
"1956",47,"BBXBB",0,1,466,"C","10"
"1957",48,"VVBVV",1,1,502,"C","10"
"1958",49,"CCBCC",0,1,491,"C","10"
"1959",50,"XXBXX",0,1,400,"C","10"
"1960",51,"XXVXX",0,2,553,"C","10"
"1961",52,"CCVCC",0,1,588,"C","10"
"1962",53,"VVVVV",1,1,369,"C","10"
"1963",54,"VVXVV",0,1,625,"C","10"
"1964",55,"CCBCC",0,1,649,"C","10"
"1965",56,"XXBXX",0,1,936,"C","10"
"1966",57,"CCXCC",1,1,579,"C","10"
"1967",58,"XXCXX",1,1,652,"C","10"
"1968",59,"XXVXX",0,1,627,"C","10"
"1969",60,"VVCVV",0,1,611,"C","10"
"1970",61,"VVCVV",0,1,538,"C","10"
"1971",62,"CCBCC",0,1,509,"C","10"
"1972",63,"XXXXX",1,1,617,"C","10"
"1973",64,"XXBXX",0,1,497,"C","10"
"1974",65,"VVCVV",0,1,517,"C","10"
"1975",66,"VVBVV",1,1,657,"C","10"
"1976",67,"BBXBB",0,1,510,"C","10"
"1977",68,"CCXCC",1,1,481,"C","10"
"1978",69,"BBCBB",0,1,903,"C","10"
"1979",70,"CCVCC",0,1,941,"C","10"
"1980",71,"CCXCC",1,1,552,"C","10"
"1981",72,"CCXCC",1,1,545,"C","10"
"1982",73,"XXCXX",1,1,796,"C","10"
"1983",74,"CCCCC",1,1,485,"C","10"
"1984",75,"CCVCC",0,1,713,"C","10"
"1985",76,"XXBXX",0,2,477,"C","10"
"1986",77,"CCBCC",0,1,440,"C","10"
"1987",78,"VVVVV",1,1,705,"C","10"
"1988",79,"BBXBB",0,1,508,"C","10"
"1989",80,"XXVXX",0,1,608,"C","10"
"1990",81,"VVVVV",1,1,432,"C","10"
"1991",82,"BBXBB",0,1,558,"C","10"
"1992",83,"VVVVV",1,1,802,"C","10"
"1993",84,"CCCCC",1,1,443,"C","10"
"1994",85,"XXXXX",1,1,665,"C","10"
"1995",86,"CCXCC",1,1,685,"C","10"
"1996",87,"CCCCC",1,1,443,"C","10"
"1997",88,"CCXCC",1,1,433,"C","10"
"1998",89,"BBVBB",1,1,897,"C","10"
"1999",90,"XXXXX",1,1,549,"C","10"
"2000",91,"CCCCC",1,2,662,"C","10"
"2001",92,"VVVVV",1,2,504,"C","10"
"2002",93,"BBBBB",1,2,492,"C","10"
"2003",94,"XXCXX",1,1,511,"C","10"
"2004",95,"CCCCC",1,1,524,"C","10"
"2005",96,"XXXXX",1,2,455,"C","10"
"2006",97,"CCBCC",0,1,596,"C","10"
"2007",98,"XXVXX",0,1,571,"C","10"
"2008",99,"BBBBB",1,1,374,"C","10"
"2009",100,"XXBXX",0,1,333,"C","10"
"2010",101,"XXBXX",0,1,369,"C","10"
"2011",102,"CCVCC",0,1,914,"C","10"
"2012",103,"VVVVV",1,1,405,"C","10"
"2013",104,"BBCBB",0,1,550,"C","10"
"2014",105,"CCBCC",0,1,1404,"C","10"
"2015",106,"CCVCC",0,1,767,"C","10"
"2016",107,"CCVCC",0,1,411,"C","10"
"2017",108,"VVCVV",0,1,602,"C","10"
"2018",109,"VVCVV",0,1,417,"C","10"
"2019",110,"CCBCC",0,2,320,"C","10"
"2020",111,"CCVCC",0,1,594,"C","10"
"2021",112,"CCBCC",0,1,532,"C","10"
"2022",113,"BBXBB",0,1,982,"C","10"
"2023",114,"BBBBB",1,1,523,"C","10"
"2024",115,"XXVXX",0,1,758,"C","10"
"2025",116,"CCCCC",1,1,480,"C","10"
"2026",117,"VVXVV",0,1,596,"C","10"
"2027",118,"VVXVV",0,1,411,"C","10"
"2028",119,"VVCVV",0,1,531,"C","10"
"2029",120,"BBCBB",0,1,429,"C","10"
"2030",121,"CCBCC",0,1,773,"C","10"
"2031",122,"VVXVV",0,1,519,"C","10"
"2032",123,"BBCBB",0,1,1162,"C","10"
"2033",124,"BBBBB",1,1,396,"C","10"
"2034",125,"VVVVV",1,1,426,"C","10"
"2035",126,"CCCCC",1,1,402,"C","10"
"2036",127,"CCVCC",0,1,443,"C","10"
"2037",128,"XXVXX",0,1,426,"C","10"
"2038",129,"XXBXX",0,1,728,"C","10"
"2039",130,"BBXBB",0,1,485,"C","10"
"2040",131,"CCXCC",1,1,602,"C","10"
"2041",132,"CCVCC",0,1,905,"C","10"
"2042",133,"XXXXX",1,1,629,"C","10"
"2043",134,"XXBXX",0,1,404,"C","10"
"2044",135,"BBVBB",1,1,388,"C","10"
"2045",136,"XXXXX",1,1,477,"C","10"
"2046",137,"BBBBB",1,1,602,"C","10"
"2047",138,"BBVBB",1,2,722,"C","10"
"2048",139,"XXVXX",0,1,433,"C","10"
"2049",140,"XXXXX",1,2,313,"C","10"
"2050",141,"XXBXX",0,1,563,"C","10"
"2051",142,"XXCXX",1,1,501,"C","10"
"2052",143,"VVBVV",1,1,456,"C","10"
"2053",144,"VVBVV",1,1,374,"C","10"
"2054",145,"XXCXX",1,1,537,"C","10"
"2055",146,"BBVBB",1,1,491,"C","10"
"2056",147,"CCBCC",0,1,535,"C","10"
"2057",148,"VVBVV",1,1,451,"C","10"
"2058",149,"VVCVV",0,1,480,"C","10"
"2059",150,"XXXXX",1,1,692,"C","10"
"2060",151,"BBVBB",1,1,542,"C","10"
"2061",152,"BBBBB",1,2,557,"C","10"
"2062",153,"CCXCC",1,1,500,"C","10"
"2063",154,"XXBXX",0,1,466,"C","10"
"2064",155,"XXBXX",0,1,383,"C","10"
"2065",156,"CCXCC",1,1,575,"C","10"
"2066",157,"BBXBB",0,1,361,"C","10"
"2067",158,"XXCXX",1,1,979,"C","10"
"2068",159,"CCCCC",1,1,510,"C","10"
"2069",160,"CCXCC",1,1,376,"C","10"
"2070",161,"XXVXX",0,1,618,"C","10"
"2071",162,"CCXCC",1,1,673,"C","10"
"2072",163,"XXXXX",1,1,479,"C","10"
"2073",164,"VVCVV",0,1,589,"C","10"
"2074",165,"VVXVV",0,1,853,"C","10"
"2075",166,"VVXVV",0,1,540,"C","10"
"2076",167,"XXCXX",1,1,759,"C","10"
"2077",168,"VVVVV",1,1,600,"C","10"
"2078",169,"CCCCC",1,1,456,"C","10"
"2079",170,"BBXBB",0,1,693,"C","10"
"2080",171,"BBXBB",0,1,459,"C","10"
"2081",172,"VVCVV",0,1,1289,"C","10"
"2082",173,"VVBVV",1,1,662,"C","10"
"2083",174,"BBVBB",1,1,732,"C","10"
"2084",175,"VVCVV",0,1,415,"C","10"
"2085",176,"CCXCC",1,1,599,"C","10"
"2086",177,"CCBCC",0,1,608,"C","10"
"2087",178,"CCBCC",0,1,559,"C","10"
"2088",179,"CCVCC",0,2,625,"C","10"
"2089",180,"BBVBB",1,1,374,"C","10"
"2090",181,"VVXVV",0,1,462,"C","10"
"2091",182,"CCVCC",0,1,718,"C","10"
"2092",183,"VVBVV",1,1,706,"C","10"
"2093",184,"VVVVV",1,1,548,"C","10"
"2094",185,"BBBBB",1,1,447,"C","10"
"2095",186,"VVBVV",1,1,396,"C","10"
"2096",187,"VVVVV",1,1,477,"C","10"
"2097",188,"BBVBB",1,1,465,"C","10"
"2098",189,"BBCBB",0,2,511,"C","10"
"2099",190,"BBCBB",0,1,473,"C","10"
"2100",191,"VVCVV",0,1,399,"C","10"
"2101",192,"XXXXX",1,1,583,"C","10"
"2102",193,"XXXXX",1,1,376,"C","10"
"2103",194,"VVCVV",0,1,474,"C","10"
"2104",195,"BBBBB",1,1,440,"C","10"
"2105",196,"VVCVV",0,2,463,"C","10"
"2106",197,"XXCXX",1,1,425,"C","10"
"2107",198,"XXXXX",1,1,667,"C","10"
"2108",199,"BBBBB",1,2,488,"C","10"
"2109",200,"CCXCC",1,1,560,"C","10"
"2110",201,"VVCVV",0,1,540,"C","10"
"2111",202,"VVCVV",0,1,391,"C","10"
"2112",203,"BBXBB",0,1,575,"C","10"
"2113",204,"XXCXX",1,1,488,"C","10"
"2114",205,"CCBCC",0,1,862,"C","10"
"2115",206,"VVBVV",1,1,428,"C","10"
"2116",207,"CCXCC",1,1,732,"C","10"
"2117",208,"VVXVV",0,1,516,"C","10"
"2118",209,"CCXCC",1,1,410,"C","10"
"2119",210,"CCXCC",1,1,266,"C","10"
"2120",211,"VVBVV",1,2,304,"C","10"
"2121",212,"BBVBB",1,1,695,"C","10"
"2122",1,"BBXBB",0,1,1777,"C","11"
"2123",2,"BBBBB",1,1,1714,"C","11"
"2124",3,"CCXCC",1,1,723,"C","11"
"2125",4,"BBVBB",1,1,1414,"C","11"
"2126",5,"BBBBB",1,1,1039,"C","11"
"2127",6,"VVBVV",1,1,494,"C","11"
"2128",7,"VVCVV",0,1,666,"C","11"
"2129",8,"XXCXX",1,1,441,"C","11"
"2130",9,"VVXVV",0,1,606,"C","11"
"2131",10,"BBBBB",1,1,543,"C","11"
"2132",11,"VVCVV",0,2,370,"C","11"
"2133",12,"BBXBB",0,1,1182,"C","11"
"2134",13,"CCBCC",0,1,1303,"C","11"
"2135",14,"CCXCC",1,1,740,"C","11"
"2136",15,"CCBCC",0,1,536,"C","11"
"2137",16,"CCBCC",0,1,386,"C","11"
"2138",17,"BBCBB",0,2,578,"C","11"
"2139",18,"XXXXX",1,1,618,"C","11"
"2140",19,"VVCVV",0,1,507,"C","11"
"2141",20,"XXXXX",1,1,533,"C","11"
"2142",21,"BBXBB",0,1,465,"C","11"
"2143",22,"VVCVV",0,2,494,"C","11"
"2144",23,"BBXBB",0,1,777,"C","11"
"2145",24,"XXVXX",0,2,819,"C","11"
"2146",25,"BBVBB",1,2,1272,"C","11"
"2147",26,"CCVCC",0,1,477,"C","11"
"2148",27,"CCCCC",1,3,2000,"C","11"
"2149",28,"XXBXX",0,3,2000,"C","11"
"2150",29,"XXVXX",0,1,838,"C","11"
"2151",30,"CCBCC",0,1,471,"C","11"
"2152",31,"BBCBB",0,2,420,"C","11"
"2153",32,"XXCXX",1,1,657,"C","11"
"2154",33,"XXBXX",0,1,447,"C","11"
"2155",34,"CCBCC",0,1,678,"C","11"
"2156",35,"BBXBB",0,1,483,"C","11"
"2157",36,"BBVBB",1,1,1160,"C","11"
"2158",37,"XXXXX",1,1,547,"C","11"
"2159",38,"VVCVV",0,1,389,"C","11"
"2160",39,"CCBCC",0,1,671,"C","11"
"2161",40,"VVCVV",0,1,675,"C","11"
"2162",41,"BBBBB",1,1,594,"C","11"
"2163",42,"XXCXX",1,1,650,"C","11"
"2164",43,"VVBVV",1,1,591,"C","11"
"2165",44,"XXBXX",0,1,448,"C","11"
"2166",45,"BBXBB",0,1,542,"C","11"
"2167",46,"CCXCC",1,1,554,"C","11"
"2168",47,"VVBVV",1,1,523,"C","11"
"2169",48,"BBVBB",1,1,895,"C","11"
"2170",49,"CCCCC",1,1,531,"C","11"
"2171",50,"VVXVV",0,1,493,"C","11"
"2172",51,"XXCXX",1,1,571,"C","11"
"2173",52,"XXXXX",1,2,604,"C","11"
"2174",53,"VVCVV",0,1,874,"C","11"
"2175",54,"CCXCC",1,1,407,"C","11"
"2176",55,"XXVXX",0,1,447,"C","11"
"2177",56,"XXVXX",0,1,478,"C","11"
"2178",57,"BBVBB",1,1,490,"C","11"
"2179",58,"XXCXX",1,1,471,"C","11"
"2180",59,"BBXBB",0,1,684,"C","11"
"2181",60,"BBBBB",1,1,537,"C","11"
"2182",61,"CCBCC",0,1,379,"C","11"
"2183",62,"XXVXX",0,1,437,"C","11"
"2184",63,"CCVCC",0,1,372,"C","11"
"2185",64,"VVXVV",0,1,597,"C","11"
"2186",65,"XXCXX",1,2,1101,"C","11"
"2187",66,"BBXBB",0,1,1607,"C","11"
"2188",67,"XXXXX",1,1,464,"C","11"
"2189",68,"VVCVV",0,1,510,"C","11"
"2190",69,"XXXXX",1,1,434,"C","11"
"2191",70,"XXBXX",0,1,379,"C","11"
"2192",71,"CCXCC",1,2,419,"C","11"
"2193",72,"CCXCC",1,1,775,"C","11"
"2194",73,"XXXXX",1,1,337,"C","11"
"2195",74,"VVCVV",0,1,405,"C","11"
"2196",75,"VVBVV",1,1,405,"C","11"
"2197",76,"XXVXX",0,1,406,"C","11"
"2198",77,"BBVBB",1,1,404,"C","11"
"2199",78,"CCCCC",1,1,582,"C","11"
"2200",79,"XXVXX",0,2,511,"C","11"
"2201",80,"CCBCC",0,1,1015,"C","11"
"2202",81,"CCVCC",0,1,384,"C","11"
"2203",82,"VVCVV",0,1,640,"C","11"
"2204",83,"CCCCC",1,1,512,"C","11"
"2205",84,"CCBCC",0,1,702,"C","11"
"2206",85,"VVCVV",0,1,447,"C","11"
"2207",86,"XXVXX",0,1,1071,"C","11"
"2208",87,"VVVVV",1,1,420,"C","11"
"2209",88,"XXXXX",1,1,700,"C","11"
"2210",89,"BBVBB",1,2,456,"C","11"
"2211",90,"BBBBB",1,1,770,"C","11"
"2212",91,"BBBBB",1,1,444,"C","11"
"2213",92,"XXCXX",1,1,476,"C","11"
"2214",93,"CCVCC",0,1,1115,"C","11"
"2215",94,"VVBVV",1,1,956,"C","11"
"2216",95,"VVBVV",1,1,406,"C","11"
"2217",96,"CCBCC",0,1,488,"C","11"
"2218",97,"VVVVV",1,2,845,"C","11"
"2219",98,"VVVVV",1,1,729,"C","11"
"2220",99,"CCXCC",1,1,690,"C","11"
"2221",100,"VVCVV",0,1,498,"C","11"
"2222",101,"BBXBB",0,1,405,"C","11"
"2223",102,"CCVCC",0,2,397,"C","11"
"2224",103,"BBXBB",0,1,1316,"C","11"
"2225",104,"CCXCC",1,2,535,"C","11"
"2226",105,"XXXXX",1,1,608,"C","11"
"2227",106,"CCXCC",1,1,697,"C","11"
"2228",107,"XXBXX",0,1,1021,"C","11"
"2229",108,"BBXBB",0,1,549,"C","11"
"2230",109,"BBXBB",0,1,462,"C","11"
"2231",110,"XXXXX",1,1,878,"C","11"
"2232",111,"BBVBB",1,2,467,"C","11"
"2233",112,"VVXVV",0,1,550,"C","11"
"2234",113,"XXXXX",1,1,862,"C","11"
"2235",114,"BBVBB",1,1,695,"C","11"
"2236",115,"VVBVV",1,1,619,"C","11"
"2237",116,"VVXVV",0,1,441,"C","11"
"2238",117,"BBBBB",1,1,418,"C","11"
"2239",118,"BBVBB",1,1,387,"C","11"
"2240",119,"BBBBB",1,1,458,"C","11"
"2241",120,"XXCXX",1,1,423,"C","11"
"2242",121,"XXVXX",0,1,543,"C","11"
"2243",122,"XXBXX",0,1,385,"C","11"
"2244",123,"XXBXX",0,1,402,"C","11"
"2245",124,"XXXXX",1,1,587,"C","11"
"2246",125,"VVXVV",0,1,490,"C","11"
"2247",126,"BBXBB",0,1,480,"C","11"
"2248",127,"BBCBB",0,2,469,"C","11"
"2249",128,"BBVBB",1,1,824,"C","11"
"2250",129,"XXVXX",0,1,481,"C","11"
"2251",130,"VVCVV",0,2,429,"C","11"
"2252",131,"XXVXX",0,1,553,"C","11"
"2253",132,"XXVXX",0,1,830,"C","11"
"2254",133,"XXXXX",1,1,580,"C","11"
