"","trial","text","Congruency","status","RT","condition","subn"
"2",1,"XXCXX",1,1,1438,"C","01"
"3",2,"CCXCC",1,1,625,"C","01"
"4",3,"XXBXX",0,1,490,"C","01"
"5",4,"VVVVV",1,1,1006,"C","01"
"6",5,"CCXCC",1,1,615,"C","01"
"7",6,"XXBXX",0,1,759,"C","01"
"8",7,"XXCXX",1,1,771,"C","01"
"9",8,"BBBBB",1,1,970,"C","01"
"10",9,"CCCCC",1,1,636,"C","01"
"11",10,"CCBCC",0,1,747,"C","01"
"12",11,"BBBBB",1,1,596,"C","01"
"13",12,"CCBCC",0,1,677,"C","01"
"14",13,"XXXXX",1,1,894,"C","01"
"15",14,"VVCVV",0,1,506,"C","01"
"16",15,"VVBVV",1,1,1351,"C","01"
"17",16,"CCVCC",0,1,1361,"C","01"
"18",17,"VVXVV",0,1,763,"C","01"
"19",18,"CCXCC",1,1,644,"C","01"
"20",19,"CCVCC",0,1,731,"C","01"
"21",20,"CCXCC",1,1,734,"C","01"
"22",21,"VVXVV",0,1,890,"C","01"
"23",22,"CCCCC",1,2,565,"C","01"
"24",23,"VVXVV",0,1,884,"C","01"
"25",24,"BBXBB",0,1,594,"C","01"
"26",25,"VVCVV",0,1,773,"C","01"
"27",26,"VVCVV",0,1,461,"C","01"
"28",27,"XXCXX",1,1,468,"C","01"
"29",28,"VVXVV",0,1,655,"C","01"
"30",29,"BBBBB",1,1,831,"C","01"
"31",30,"XXBXX",0,1,727,"C","01"
"32",31,"VVCVV",0,1,789,"C","01"
"33",32,"XXXXX",1,1,834,"C","01"
"34",33,"CCCCC",1,1,523,"C","01"
"35",34,"VVCVV",0,1,783,"C","01"
"36",35,"VVCVV",0,1,511,"C","01"
"37",36,"BBVBB",1,1,713,"C","01"
"38",37,"CCXCC",1,1,671,"C","01"
"39",38,"BBXBB",0,1,621,"C","01"
"40",39,"VVVVV",1,1,659,"C","01"
"41",40,"XXVXX",0,1,738,"C","01"
"42",41,"VVCVV",0,1,621,"C","01"
"43",42,"XXXXX",1,1,708,"C","01"
"44",43,"BBCBB",0,1,586,"C","01"
"45",44,"BBBBB",1,1,583,"C","01"
"46",45,"VVXVV",0,1,505,"C","01"
"47",46,"XXXXX",1,1,533,"C","01"
"48",47,"BBCBB",0,1,576,"C","01"
"49",48,"BBBBB",1,1,490,"C","01"
"50",49,"CCVCC",0,1,607,"C","01"
"51",50,"CCCCC",1,1,543,"C","01"
"52",51,"BBVBB",1,1,577,"C","01"
"53",52,"BBCBB",0,1,572,"C","01"
"54",53,"XXXXX",1,1,565,"C","01"
"55",54,"BBXBB",0,1,447,"C","01"
"56",55,"VVCVV",0,1,645,"C","01"
"57",56,"CCXCC",1,1,482,"C","01"
"58",57,"BBCBB",0,1,457,"C","01"
"59",58,"CCVCC",0,1,671,"C","01"
"60",59,"VVBVV",1,1,581,"C","01"
"61",60,"CCVCC",0,1,702,"C","01"
"62",61,"VVCVV",0,1,569,"C","01"
"63",62,"VVXVV",0,1,697,"C","01"
"64",63,"BBVBB",1,1,614,"C","01"
"65",64,"BBCBB",0,1,527,"C","01"
"66",65,"VVXVV",0,1,641,"C","01"
"67",66,"BBBBB",1,1,776,"C","01"
"68",67,"VVXVV",0,1,626,"C","01"
"69",68,"VVBVV",1,1,864,"C","01"
"70",69,"CCXCC",1,1,589,"C","01"
"71",70,"XXXXX",1,1,686,"C","01"
"72",71,"BBBBB",1,1,675,"C","01"
"73",72,"VVVVV",1,1,436,"C","01"
"74",73,"BBXBB",0,1,590,"C","01"
"75",74,"VVBVV",1,1,1047,"C","01"
"76",75,"VVVVV",1,1,671,"C","01"
"77",76,"CCCCC",1,1,556,"C","01"
"78",77,"CCXCC",1,1,751,"C","01"
"79",78,"CCXCC",1,1,497,"C","01"
"80",79,"BBVBB",1,1,573,"C","01"
"81",80,"XXCXX",1,1,504,"C","01"
"82",81,"CCCCC",1,1,1026,"C","01"
"83",82,"XXCXX",1,1,483,"C","01"
"84",83,"BBVBB",1,1,695,"C","01"
"85",84,"XXVXX",0,1,892,"C","01"
"86",85,"XXXXX",1,1,663,"C","01"
"87",86,"CCBCC",0,1,846,"C","01"
"88",87,"CCCCC",1,1,492,"C","01"
"89",88,"XXXXX",1,1,585,"C","01"
"90",89,"BBXBB",0,1,554,"C","01"
"91",90,"XXBXX",0,2,468,"C","01"
"92",91,"BBCBB",0,1,734,"C","01"
"93",92,"XXBXX",0,1,619,"C","01"
"94",93,"CCVCC",0,1,596,"C","01"
"95",94,"CCCCC",1,1,531,"C","01"
"96",95,"XXXXX",1,1,613,"C","01"
"97",96,"BBVBB",1,1,1246,"C","01"
"98",97,"XXXXX",1,1,620,"C","01"
"99",98,"XXBXX",0,1,860,"C","01"
"100",99,"XXBXX",0,1,1337,"C","01"
"101",100,"VVCVV",0,1,477,"C","01"
"102",101,"VVXVV",0,1,698,"C","01"
"103",102,"BBBBB",1,1,565,"C","01"
"104",103,"BBBBB",1,1,554,"C","01"
"105",104,"BBCBB",0,1,585,"C","01"
"106",105,"CCVCC",0,1,1243,"C","01"
"107",106,"XXBXX",0,1,897,"C","01"
"108",107,"XXCXX",1,1,599,"C","01"
"109",108,"VVVVV",1,1,711,"C","01"
"110",109,"VVVVV",1,1,997,"C","01"
"111",110,"BBXBB",0,1,652,"C","01"
"112",111,"BBBBB",1,1,810,"C","01"
"113",112,"BBXBB",0,1,523,"C","01"
"114",113,"BBVBB",1,1,695,"C","01"
"115",114,"XXCXX",1,1,730,"C","01"
"116",115,"BBBBB",1,1,877,"C","01"
"117",116,"BBBBB",1,1,521,"C","01"
"118",117,"XXVXX",0,2,519,"C","01"
"119",118,"XXXXX",1,1,1725,"C","01"
"120",119,"BBVBB",1,1,1050,"C","01"
"121",120,"XXBXX",0,1,1073,"C","01"
"122",121,"BBCBB",0,1,687,"C","01"
"123",122,"XXXXX",1,1,603,"C","01"
"124",123,"BBVBB",1,1,851,"C","01"
"125",124,"CCXCC",1,1,514,"C","01"
"126",125,"CCCCC",1,1,597,"C","01"
"127",126,"VVXVV",0,1,684,"C","01"
"128",127,"VVCVV",0,1,578,"C","01"
"129",128,"BBVBB",1,1,809,"C","01"
"130",129,"VVXVV",0,1,738,"C","01"
"131",130,"VVBVV",1,1,1318,"C","01"
"132",131,"VVBVV",1,1,578,"C","01"
"133",132,"VVVVV",1,1,635,"C","01"
"134",133,"BBVBB",1,1,457,"C","01"
"135",134,"CCCCC",1,1,463,"C","01"
"136",135,"XXCXX",1,1,564,"C","01"
"137",136,"CCBCC",0,1,599,"C","01"
"138",137,"CCBCC",0,1,864,"C","01"
"139",138,"VVCVV",0,1,502,"C","01"
"140",139,"XXCXX",1,1,482,"C","01"
"141",140,"XXVXX",0,1,671,"C","01"
"142",141,"XXBXX",0,1,1092,"C","01"
"143",142,"XXCXX",1,1,834,"C","01"
"144",143,"VVBVV",1,1,656,"C","01"
"145",144,"XXCXX",1,1,534,"C","01"
"146",145,"VVBVV",1,1,664,"C","01"
"147",146,"CCCCC",1,1,640,"C","01"
"148",147,"XXBXX",0,1,476,"C","01"
"149",148,"BBXBB",0,1,730,"C","01"
"150",149,"BBXBB",0,1,686,"C","01"
"151",150,"XXCXX",1,1,649,"C","01"
"152",151,"XXVXX",0,1,979,"C","01"
"153",152,"XXCXX",1,1,546,"C","01"
"154",153,"XXVXX",0,1,828,"C","01"
"155",154,"VVBVV",1,1,795,"C","01"
"156",155,"BBBBB",1,1,708,"C","01"
"157",156,"CCBCC",0,1,473,"C","01"
"158",157,"XXBXX",0,1,438,"C","01"
"159",158,"VVVVV",1,1,661,"C","01"
"160",159,"XXBXX",0,1,618,"C","01"
"161",160,"XXCXX",1,1,609,"C","01"
"162",161,"BBCBB",0,1,520,"C","01"
"163",162,"VVVVV",1,1,574,"C","01"
"164",163,"CCVCC",0,1,462,"C","01"
"165",164,"CCBCC",0,1,509,"C","01"
"166",165,"CCCCC",1,1,663,"C","01"
"167",166,"BBBBB",1,1,613,"C","01"
"168",167,"CCVCC",0,1,669,"C","01"
"169",168,"VVVVV",1,1,611,"C","01"
"170",169,"VVXVV",0,1,694,"C","01"
"171",170,"VVBVV",1,1,688,"C","01"
"172",171,"BBBBB",1,1,964,"C","01"
"173",172,"CCXCC",1,1,614,"C","01"
"174",173,"CCBCC",0,1,958,"C","01"
"175",174,"VVVVV",1,1,631,"C","01"
"176",175,"XXXXX",1,1,669,"C","01"
"177",176,"CCXCC",1,1,668,"C","01"
"178",177,"XXCXX",1,1,993,"C","01"
"179",178,"XXXXX",1,1,579,"C","01"
"180",179,"CCVCC",0,1,604,"C","01"
"181",180,"BBCBB",0,1,634,"C","01"
"182",181,"CCVCC",0,1,948,"C","01"
"183",182,"CCVCC",0,1,605,"C","01"
"184",183,"BBXBB",0,1,702,"C","01"
"185",184,"VVBVV",1,1,634,"C","01"
"186",185,"VVCVV",0,1,928,"C","01"
"187",186,"XXBXX",0,1,548,"C","01"
"188",187,"CCXCC",1,1,598,"C","01"
"189",188,"XXBXX",0,1,1037,"C","01"
"190",189,"VVCVV",0,1,733,"C","01"
"191",190,"XXXXX",1,1,568,"C","01"
"192",191,"BBVBB",1,1,553,"C","01"
"193",192,"XXCXX",1,1,603,"C","01"
"194",193,"XXCXX",1,1,676,"C","01"
"195",194,"CCVCC",0,1,849,"C","01"
"196",195,"VVCVV",0,1,926,"C","01"
"197",196,"BBXBB",0,1,650,"C","01"
"198",197,"VVVVV",1,1,697,"C","01"
"199",198,"BBXBB",0,1,677,"C","01"
"200",199,"VVXVV",0,1,625,"C","01"
"201",200,"VVXVV",0,1,521,"C","01"
"202",201,"VVCVV",0,1,668,"C","01"
"203",202,"XXBXX",0,1,418,"C","01"
"204",203,"VVCVV",0,1,664,"C","01"
"205",204,"VVXVV",0,1,1070,"C","01"
"206",205,"XXXXX",1,1,1246,"C","01"
"207",206,"CCXCC",1,1,572,"C","01"
"208",207,"BBVBB",1,1,621,"C","01"
"209",208,"VVCVV",0,1,646,"C","01"
"210",209,"CCBCC",0,1,844,"C","01"
"211",210,"BBVBB",1,1,540,"C","01"
"212",211,"BBBBB",1,1,686,"C","01"
"213",212,"BBVBB",1,1,459,"C","01"
"214",1,"BBBBB",1,3,2000,"C","02"
"215",2,"BBCBB",0,1,680,"C","02"
"216",3,"VVXVV",0,1,671,"C","02"
"217",4,"BBVBB",1,1,435,"C","02"
"218",5,"XXXXX",1,1,643,"C","02"
"219",6,"XXXXX",1,1,497,"C","02"
"220",7,"CCBCC",0,1,548,"C","02"
"221",8,"XXVXX",0,2,455,"C","02"
"222",9,"CCVCC",0,1,666,"C","02"
"223",10,"BBXBB",0,1,417,"C","02"
"224",11,"CCVCC",0,1,528,"C","02"
"225",12,"XXXXX",1,1,499,"C","02"
"226",13,"CCXCC",1,1,743,"C","02"
"227",14,"BBCBB",0,1,408,"C","02"
"228",15,"BBBBB",1,1,473,"C","02"
"229",16,"BBXBB",0,1,487,"C","02"
"230",17,"CCBCC",0,1,531,"C","02"
"231",18,"XXBXX",0,1,455,"C","02"
"232",19,"VVBVV",1,1,406,"C","02"
"233",20,"BBVBB",1,1,461,"C","02"
"234",21,"CCVCC",0,1,540,"C","02"
"235",22,"VVCVV",0,1,408,"C","02"
"236",23,"BBXBB",0,1,326,"C","02"
"237",24,"BBCBB",0,1,404,"C","02"
"238",25,"XXCXX",1,1,413,"C","02"
"239",26,"VVXVV",0,1,538,"C","02"
"240",27,"BBBBB",1,1,525,"C","02"
"241",28,"CCBCC",0,1,416,"C","02"
"242",29,"VVVVV",1,1,400,"C","02"
"243",30,"BBCBB",0,1,512,"C","02"
"244",31,"VVCVV",0,2,430,"C","02"
"245",32,"BBVBB",1,1,768,"C","02"
"246",33,"VVVVV",1,1,513,"C","02"
"247",34,"XXCXX",1,1,495,"C","02"
"248",35,"BBXBB",0,1,539,"C","02"
"249",36,"XXCXX",1,1,421,"C","02"
"250",37,"VVVVV",1,1,555,"C","02"
"251",38,"CCVCC",0,1,680,"C","02"
"252",39,"BBVBB",1,1,539,"C","02"
"253",40,"XXBXX",0,1,543,"C","02"
"254",41,"XXBXX",0,1,497,"C","02"
"255",42,"BBXBB",0,1,525,"C","02"
"256",43,"BBCBB",0,1,424,"C","02"
"257",44,"XXXXX",1,1,385,"C","02"
"258",45,"XXVXX",0,1,443,"C","02"
"259",46,"XXCXX",1,1,488,"C","02"
"260",47,"VVCVV",0,1,431,"C","02"
"261",48,"CCCCC",1,1,454,"C","02"
"262",49,"CCBCC",0,1,603,"C","02"
"263",50,"XXCXX",1,1,489,"C","02"
"264",51,"XXBXX",0,1,584,"C","02"
"265",52,"VVCVV",0,1,458,"C","02"
"266",53,"XXBXX",0,1,486,"C","02"
"267",54,"XXCXX",1,1,418,"C","02"
"268",55,"XXCXX",1,1,510,"C","02"
"269",56,"XXBXX",0,1,606,"C","02"
"270",57,"CCXCC",1,1,504,"C","02"
"271",58,"VVBVV",1,1,588,"C","02"
"272",59,"CCXCC",1,1,493,"C","02"
"273",60,"CCBCC",0,1,456,"C","02"
"274",61,"BBVBB",1,2,504,"C","02"
"275",62,"XXXXX",1,1,594,"C","02"
"276",63,"VVXVV",0,1,626,"C","02"
"277",64,"VVVVV",1,1,459,"C","02"
"278",65,"BBXBB",0,1,471,"C","02"
"279",66,"VVCVV",0,1,415,"C","02"
"280",67,"BBBBB",1,1,406,"C","02"
"281",68,"BBVBB",1,1,431,"C","02"
"282",69,"BBVBB",1,1,398,"C","02"
"283",70,"CCCCC",1,1,511,"C","02"
"284",71,"XXVXX",0,1,498,"C","02"
"285",72,"VVVVV",1,1,430,"C","02"
"286",73,"CCBCC",0,2,534,"C","02"
"287",74,"VVXVV",0,1,614,"C","02"
"288",75,"BBBBB",1,1,725,"C","02"
"289",76,"CCBCC",0,1,642,"C","02"
"290",77,"CCBCC",0,1,465,"C","02"
"291",78,"BBXBB",0,1,534,"C","02"
"292",79,"CCBCC",0,1,537,"C","02"
"293",80,"CCXCC",1,1,587,"C","02"
"294",81,"XXBXX",0,1,549,"C","02"
"295",82,"XXXXX",1,1,535,"C","02"
"296",83,"CCVCC",0,1,567,"C","02"
"297",84,"CCXCC",1,1,482,"C","02"
"298",85,"CCXCC",1,1,486,"C","02"
"299",86,"BBBBB",1,1,459,"C","02"
"300",87,"VVBVV",1,1,422,"C","02"
"301",88,"BBXBB",0,1,513,"C","02"
"302",89,"VVCVV",0,1,397,"C","02"
"303",90,"XXBXX",0,1,556,"C","02"
"304",91,"CCCCC",1,1,527,"C","02"
"305",92,"VVCVV",0,1,594,"C","02"
"306",93,"VVVVV",1,1,485,"C","02"
"307",94,"VVVVV",1,1,442,"C","02"
"308",95,"CCXCC",1,1,494,"C","02"
"309",96,"CCBCC",0,1,482,"C","02"
"310",97,"XXBXX",0,1,472,"C","02"
"311",98,"BBCBB",0,1,646,"C","02"
"312",99,"XXXXX",1,1,555,"C","02"
"313",100,"VVVVV",1,1,494,"C","02"
"314",101,"CCBCC",0,1,458,"C","02"
"315",102,"BBXBB",0,1,530,"C","02"
"316",103,"BBVBB",1,1,445,"C","02"
"317",104,"VVVVV",1,1,476,"C","02"
"318",105,"XXXXX",1,1,537,"C","02"
"319",106,"XXVXX",0,1,467,"C","02"
"320",107,"VVBVV",1,1,528,"C","02"
"321",108,"CCXCC",1,1,427,"C","02"
"322",109,"BBVBB",1,1,453,"C","02"
"323",110,"BBBBB",1,1,578,"C","02"
"324",111,"CCBCC",0,1,691,"C","02"
"325",112,"XXBXX",0,1,457,"C","02"
"326",113,"CCVCC",0,1,919,"C","02"
"327",114,"XXBXX",0,1,547,"C","02"
"328",115,"CCCCC",1,1,513,"C","02"
"329",116,"XXXXX",1,1,757,"C","02"
"330",117,"XXXXX",1,1,422,"C","02"
"331",118,"VVBVV",1,1,430,"C","02"
"332",119,"CCBCC",0,1,563,"C","02"
"333",120,"BBXBB",0,1,589,"C","02"
"334",121,"BBVBB",1,1,502,"C","02"
"335",122,"CCCCC",1,1,561,"C","02"
"336",123,"VVVVV",1,1,421,"C","02"
"337",124,"VVXVV",0,1,469,"C","02"
"338",125,"BBXBB",0,1,512,"C","02"
"339",126,"BBCBB",0,1,374,"C","02"
"340",127,"CCVCC",0,1,437,"C","02"
"341",128,"BBCBB",0,1,453,"C","02"
"342",129,"CCCCC",1,1,620,"C","02"
"343",130,"CCVCC",0,1,530,"C","02"
"344",131,"BBXBB",0,1,468,"C","02"
"345",132,"CCVCC",0,1,546,"C","02"
"346",133,"BBBBB",1,1,700,"C","02"
"347",134,"XXBXX",0,1,721,"C","02"
"348",135,"VVXVV",0,1,534,"C","02"
"349",136,"CCCCC",1,1,488,"C","02"
"350",137,"XXBXX",0,1,629,"C","02"
"351",138,"BBBBB",1,1,412,"C","02"
"352",139,"CCBCC",0,1,410,"C","02"
"353",140,"CCBCC",0,1,372,"C","02"
"354",141,"XXVXX",0,1,646,"C","02"
"355",142,"CCBCC",0,1,476,"C","02"
"356",143,"BBXBB",0,1,553,"C","02"
"357",144,"XXCXX",1,1,517,"C","02"
"358",145,"XXCXX",1,1,383,"C","02"
"359",146,"BBCBB",0,1,401,"C","02"
"360",147,"VVXVV",0,1,361,"C","02"
"361",148,"XXXXX",1,1,435,"C","02"
"362",149,"XXCXX",1,1,458,"C","02"
"363",150,"BBBBB",1,1,457,"C","02"
"364",151,"XXBXX",0,1,407,"C","02"
"365",152,"CCBCC",0,1,438,"C","02"
"366",153,"XXCXX",1,1,446,"C","02"
"367",154,"VVXVV",0,1,428,"C","02"
"368",155,"VVBVV",1,1,433,"C","02"
"369",156,"CCXCC",1,1,545,"C","02"
"370",157,"VVCVV",0,1,422,"C","02"
"371",158,"XXCXX",1,1,435,"C","02"
"372",159,"BBCBB",0,1,426,"C","02"
"373",160,"BBVBB",1,1,563,"C","02"
"374",161,"VVXVV",0,1,540,"C","02"
"375",162,"BBCBB",0,1,510,"C","02"
"376",163,"BBVBB",1,1,626,"C","02"
"377",164,"BBXBB",0,1,497,"C","02"
"378",165,"BBBBB",1,1,540,"C","02"
"379",166,"CCBCC",0,1,435,"C","02"
"380",167,"CCBCC",0,1,503,"C","02"
"381",168,"CCCCC",1,1,731,"C","02"
"382",169,"BBCBB",0,1,495,"C","02"
"383",170,"VVBVV",1,1,444,"C","02"
"384",171,"BBXBB",0,1,468,"C","02"
"385",172,"CCBCC",0,1,465,"C","02"
"386",173,"VVBVV",1,1,407,"C","02"
"387",174,"VVVVV",1,2,470,"C","02"
"388",175,"XXCXX",1,1,536,"C","02"
"389",176,"VVBVV",1,1,499,"C","02"
"390",177,"VVVVV",1,1,449,"C","02"
"391",178,"XXVXX",0,1,495,"C","02"
"392",179,"BBVBB",1,1,436,"C","02"
"393",180,"BBXBB",0,1,539,"C","02"
"394",181,"VVVVV",1,1,526,"C","02"
"395",182,"VVCVV",0,1,528,"C","02"
"396",183,"VVXVV",0,1,635,"C","02"
"397",184,"CCVCC",0,1,641,"C","02"
"398",185,"CCBCC",0,1,600,"C","02"
"399",186,"XXBXX",0,1,530,"C","02"
"400",187,"XXBXX",0,1,555,"C","02"
"401",188,"BBCBB",0,1,550,"C","02"
"402",189,"CCCCC",1,1,447,"C","02"
"403",190,"VVCVV",0,1,428,"C","02"
"404",191,"CCXCC",1,1,502,"C","02"
"405",192,"BBVBB",1,1,522,"C","02"
"406",193,"CCCCC",1,1,973,"C","02"
"407",194,"BBBBB",1,1,525,"C","02"
"408",195,"XXCXX",1,1,482,"C","02"
"409",196,"VVCVV",0,1,486,"C","02"
"410",197,"BBBBB",1,1,467,"C","02"
"411",198,"CCCCC",1,1,736,"C","02"
"412",199,"XXCXX",1,1,467,"C","02"
"413",200,"VVCVV",0,1,409,"C","02"
"414",201,"XXXXX",1,1,414,"C","02"
"415",202,"CCVCC",0,1,496,"C","02"
"416",203,"VVCVV",0,1,453,"C","02"
"417",204,"XXCXX",1,1,428,"C","02"
"418",205,"VVXVV",0,1,699,"C","02"
"419",206,"CCBCC",0,1,431,"C","02"
"420",207,"VVCVV",0,1,519,"C","02"
"421",208,"BBVBB",1,1,546,"C","02"
"422",209,"BBVBB",1,1,428,"C","02"
"423",210,"CCCCC",1,1,459,"C","02"
"424",211,"CCXCC",1,1,448,"C","02"
"425",212,"BBCBB",0,2,414,"C","02"
"426",1,"XXXXX",1,3,2000,"C","03"
"427",2,"VVXVV",0,1,1445,"C","03"
"428",3,"VVXVV",0,1,918,"C","03"
"429",4,"CCXCC",1,1,975,"C","03"
"430",5,"CCVCC",0,1,836,"C","03"
"431",6,"VVVVV",1,1,579,"C","03"
"432",7,"CCCCC",1,1,625,"C","03"
"433",8,"VVVVV",1,1,514,"C","03"
"434",9,"VVVVV",1,2,695,"C","03"
"435",10,"BBCBB",0,1,958,"C","03"
"436",11,"XXBXX",0,1,684,"C","03"
"437",12,"BBCBB",0,1,689,"C","03"
"438",13,"XXCXX",1,1,1182,"C","03"
"439",14,"VVXVV",0,1,712,"C","03"
"440",15,"CCVCC",0,1,540,"C","03"
"441",16,"XXVXX",0,1,505,"C","03"
"442",17,"VVCVV",0,1,532,"C","03"
"443",18,"VVVVV",1,1,574,"C","03"
"444",19,"CCVCC",0,1,544,"C","03"
"445",20,"VVVVV",1,1,420,"C","03"
"446",21,"XXVXX",0,1,530,"C","03"
"447",22,"VVCVV",0,1,491,"C","03"
"448",23,"CCVCC",0,1,465,"C","03"
"449",24,"CCBCC",0,1,455,"C","03"
"450",25,"XXBXX",0,1,702,"C","03"
"451",26,"BBXBB",0,1,584,"C","03"
"452",27,"CCVCC",0,1,647,"C","03"
"453",28,"CCBCC",0,1,608,"C","03"
"454",29,"BBCBB",0,1,753,"C","03"
"455",30,"XXVXX",0,2,1194,"C","03"
"456",31,"VVCVV",0,1,825,"C","03"
"457",32,"VVCVV",0,1,689,"C","03"
"458",33,"VVBVV",1,1,748,"C","03"
"459",34,"VVBVV",1,1,481,"C","03"
"460",35,"XXCXX",1,1,539,"C","03"
"461",36,"XXBXX",0,1,943,"C","03"
"462",37,"XXVXX",0,1,810,"C","03"
"463",38,"BBCBB",0,1,1234,"C","03"
"464",39,"CCCCC",1,1,642,"C","03"
"465",40,"BBXBB",0,1,735,"C","03"
"466",41,"CCVCC",0,1,753,"C","03"
"467",42,"VVBVV",1,1,539,"C","03"
"468",43,"VVVVV",1,1,782,"C","03"
"469",44,"VVXVV",0,1,576,"C","03"
"470",45,"VVVVV",1,1,802,"C","03"
"471",46,"XXVXX",0,1,513,"C","03"
"472",47,"XXVXX",0,1,572,"C","03"
"473",48,"CCXCC",1,1,791,"C","03"
"474",49,"VVXVV",0,1,544,"C","03"
"475",50,"CCBCC",0,1,1074,"C","03"
"476",51,"CCBCC",0,1,471,"C","03"
"477",52,"XXBXX",0,1,557,"C","03"
"478",53,"BBXBB",0,1,671,"C","03"
"479",54,"VVXVV",0,1,541,"C","03"
"480",55,"XXXXX",1,1,520,"C","03"
"481",56,"BBCBB",0,1,690,"C","03"
"482",57,"CCCCC",1,1,727,"C","03"
"483",58,"VVCVV",0,1,555,"C","03"
"484",59,"VVCVV",0,1,581,"C","03"
"485",60,"XXXXX",1,1,589,"C","03"
"486",61,"VVXVV",0,1,478,"C","03"
"487",62,"BBXBB",0,1,340,"C","03"
"488",63,"VVXVV",0,1,367,"C","03"
"489",64,"XXVXX",0,2,287,"C","03"
"490",65,"CCVCC",0,1,921,"C","03"
"491",66,"BBCBB",0,1,670,"C","03"
"492",67,"VVBVV",1,1,625,"C","03"
"493",68,"VVXVV",0,1,610,"C","03"
"494",69,"VVXVV",0,1,547,"C","03"
"495",70,"VVXVV",0,1,467,"C","03"
"496",71,"CCBCC",0,1,649,"C","03"
"497",72,"BBCBB",0,1,928,"C","03"
"498",73,"VVVVV",1,1,835,"C","03"
"499",74,"VVVVV",1,1,1137,"C","03"
"500",75,"CCBCC",0,1,693,"C","03"
"501",76,"CCXCC",1,1,561,"C","03"
"502",77,"VVBVV",1,1,644,"C","03"
"503",78,"CCCCC",1,1,699,"C","03"
"504",79,"VVBVV",1,1,807,"C","03"
"505",80,"CCXCC",1,1,622,"C","03"
"506",81,"CCBCC",0,1,551,"C","03"
"507",82,"XXCXX",1,1,705,"C","03"
"508",83,"VVVVV",1,1,651,"C","03"
"509",84,"XXXXX",1,1,545,"C","03"
"510",85,"CCBCC",0,1,548,"C","03"
"511",86,"VVBVV",1,1,655,"C","03"
"512",87,"CCXCC",1,1,727,"C","03"
"513",88,"VVCVV",0,1,768,"C","03"
"514",89,"BBCBB",0,1,536,"C","03"
"515",90,"VVXVV",0,1,580,"C","03"
"516",91,"VVBVV",1,1,621,"C","03"
"517",92,"CCBCC",0,1,476,"C","03"
"518",93,"CCBCC",0,1,434,"C","03"
"519",94,"CCVCC",0,1,766,"C","03"
"520",95,"BBBBB",1,1,873,"C","03"
"521",96,"BBBBB",1,1,543,"C","03"
"522",97,"BBVBB",1,1,835,"C","03"
"523",98,"CCCCC",1,1,616,"C","03"
"524",99,"XXXXX",1,1,758,"C","03"
"525",100,"BBBBB",1,1,849,"C","03"
"526",101,"CCBCC",0,1,710,"C","03"
"527",102,"BBXBB",0,1,780,"C","03"
"528",103,"BBVBB",1,1,1021,"C","03"
"529",104,"BBCBB",0,1,598,"C","03"
"530",105,"BBXBB",0,1,667,"C","03"
"531",106,"CCBCC",0,1,577,"C","03"
"532",107,"CCCCC",1,1,882,"C","03"
"533",108,"VVCVV",0,1,544,"C","03"
"534",109,"VVCVV",0,1,418,"C","03"
"535",110,"VVVVV",1,1,482,"C","03"
"536",111,"BBBBB",1,1,583,"C","03"
"537",112,"CCVCC",0,2,600,"C","03"
"538",113,"VVBVV",1,1,735,"C","03"
"539",114,"CCCCC",1,1,582,"C","03"
"540",115,"XXBXX",0,1,629,"C","03"
"541",116,"VVBVV",1,1,580,"C","03"
"542",117,"CCXCC",1,1,645,"C","03"
"543",118,"CCVCC",0,1,860,"C","03"
"544",119,"CCVCC",0,1,754,"C","03"
"545",120,"VVCVV",0,1,924,"C","03"
"546",121,"CCCCC",1,1,432,"C","03"
"547",122,"XXCXX",1,1,437,"C","03"
"548",123,"XXVXX",0,1,597,"C","03"
"549",124,"CCCCC",1,1,660,"C","03"
"550",125,"VVBVV",1,1,572,"C","03"
"551",126,"BBCBB",0,1,1238,"C","03"
"552",127,"CCBCC",0,1,940,"C","03"
"553",128,"BBXBB",0,1,1102,"C","03"
"554",129,"VVBVV",1,1,930,"C","03"
"555",130,"XXCXX",1,1,704,"C","03"
"556",131,"VVCVV",0,2,1169,"C","03"
"557",132,"VVBVV",1,1,978,"C","03"
"558",133,"BBXBB",0,1,1604,"C","03"
"559",134,"BBBBB",1,1,1179,"C","03"
"560",135,"CCCCC",1,1,716,"C","03"
"561",136,"CCCCC",1,1,504,"C","03"
"562",137,"BBVBB",1,1,636,"C","03"
"563",138,"BBBBB",1,1,538,"C","03"
"564",139,"BBVBB",1,1,510,"C","03"
"565",140,"XXVXX",0,1,482,"C","03"
"566",141,"CCCCC",1,1,567,"C","03"
"567",142,"BBVBB",1,1,673,"C","03"
"568",143,"CCBCC",0,1,708,"C","03"
"569",144,"XXBXX",0,1,636,"C","03"
"570",145,"BBBBB",1,1,545,"C","03"
"571",146,"BBCBB",0,1,619,"C","03"
"572",147,"XXCXX",1,1,492,"C","03"
"573",148,"BBBBB",1,1,527,"C","03"
"574",149,"XXCXX",1,1,716,"C","03"
"575",150,"XXVXX",0,1,606,"C","03"
"576",151,"CCCCC",1,1,1327,"C","03"
"577",152,"XXVXX",0,1,739,"C","03"
"578",153,"CCBCC",0,1,766,"C","03"
"579",154,"CCBCC",0,1,534,"C","03"
"580",155,"BBCBB",0,1,729,"C","03"
"581",156,"BBBBB",1,3,2000,"C","03"
