"","block","trial","trialType","score","match","miss","falseAlarm","RT","Memory","currentLetter","nback1","nback2","condition","subn"
"3581",4,5,0,1,0,0,0,3000,2,9,9,8,"C","29"
"3582",4,6,0,1,0,0,0,3000,3,13,13,9,"C","29"
"3583",4,7,0,1,0,0,0,3000,3,3,3,13,"C","29"
"3584",4,8,0,1,0,0,0,3000,3,6,6,3,"C","29"
"3585",4,9,0,1,0,0,0,3000,2,15,15,6,"C","29"
"3586",4,10,0,1,0,0,0,3000,2,10,10,15,"C","29"
"3587",4,11,1,1,1,0,0,322,1,15,15,10,"C","29"
"3588",4,12,0,1,0,0,0,3000,3,5,5,15,"C","29"
"3589",4,13,0,1,0,0,0,3000,3,8,8,5,"C","29"
"3590",4,14,0,1,0,0,0,3000,3,14,14,8,"C","29"
"3591",4,15,0,1,0,0,0,3000,3,10,10,14,"C","29"
"3592",4,16,0,1,0,0,0,3000,3,10,10,10,"C","29"
"3593",4,17,0,1,0,0,0,3000,3,2,2,10,"C","29"
"3594",4,18,0,1,0,0,0,3000,3,8,8,2,"C","29"
"3595",4,19,0,1,0,0,0,3000,2,13,13,8,"C","29"
"3596",4,20,1,1,1,0,0,678,1,8,8,13,"C","29"
"3597",4,21,0,1,0,0,0,3000,2,1,1,8,"C","29"
"3598",4,22,0,1,0,0,0,3000,3,9,9,1,"C","29"
"3599",4,23,0,1,0,0,0,3000,2,9,9,9,"C","29"
"3600",4,24,1,1,1,0,0,649,1,9,9,9,"C","29"
"3601",4,25,0,1,0,0,0,3000,3,6,6,9,"C","29"
"3602",5,1,0,1,0,0,0,3000,3,10,10,6,"C","29"
"3603",5,2,0,1,0,0,0,3000,2,8,8,10,"C","29"
"3604",5,3,0,1,0,0,0,3000,2,1,1,8,"C","29"
"3605",5,4,1,1,1,0,0,351,1,8,8,1,"C","29"
"3606",5,5,0,1,0,0,0,3000,3,4,4,8,"C","29"
"3607",5,6,0,1,0,0,0,3000,3,1,1,4,"C","29"
"3608",5,7,0,1,0,0,0,3000,3,14,14,1,"C","29"
"3609",5,8,1,1,1,0,0,376,1,1,1,14,"C","29"
"3610",5,9,0,1,0,0,0,3000,3,15,15,1,"C","29"
"3611",5,10,1,0,0,1,0,3000,1,1,1,15,"C","29"
"3612",5,11,1,1,1,0,0,365,1,15,15,1,"C","29"
"3613",5,12,0,1,0,0,0,3000,3,7,7,15,"C","29"
"3614",5,13,0,1,0,0,0,3000,2,6,6,7,"C","29"
"3615",5,14,0,1,0,0,0,3000,2,2,2,6,"C","29"
"3616",5,15,1,1,1,0,0,664,1,6,6,2,"C","29"
"3617",5,16,0,1,0,0,0,3000,3,3,3,6,"C","29"
"3618",5,17,0,1,0,0,0,3000,3,10,10,3,"C","29"
"3619",5,18,0,1,0,0,0,3000,2,9,9,10,"C","29"
"3620",5,19,0,0,0,0,1,725,2,9,9,9,"C","29"
"3621",5,20,0,1,0,0,0,3000,3,6,6,9,"C","29"
"3622",5,21,0,1,0,0,0,3000,2,3,3,6,"C","29"
"3623",5,22,0,1,0,0,0,3000,3,10,10,3,"C","29"
"3624",5,23,0,1,0,0,0,3000,3,6,6,10,"C","29"
"3625",5,24,0,1,0,0,0,3000,3,15,15,6,"C","29"
"3626",5,25,1,1,1,0,0,447,1,6,6,15,"C","29"
"3627",1,1,0,1,0,0,0,3000,2,14,14,0,"C","30"
"3628",1,2,0,1,0,0,0,3000,1,8,8,14,"C","30"
"3629",1,3,1,0,0,1,0,3000,1,14,14,8,"C","30"
"3630",1,4,1,1,1,0,0,533,1,8,8,14,"C","30"
"3631",1,5,0,1,0,0,0,3000,3,8,8,8,"C","30"
"3632",1,6,0,1,0,0,0,3000,2,5,5,8,"C","30"
"3633",1,7,0,1,0,0,0,3000,3,7,7,5,"C","30"
"3634",1,8,0,1,0,0,0,3000,2,12,12,7,"C","30"
"3635",1,9,1,1,1,0,0,535,1,7,7,12,"C","30"
"3636",1,10,0,1,0,0,0,3000,3,8,8,7,"C","30"
"3637",1,11,0,1,0,0,0,3000,3,13,13,8,"C","30"
"3638",1,12,0,1,0,0,0,3000,2,3,3,13,"C","30"
"3639",1,13,1,1,1,0,0,387,1,13,13,3,"C","30"
"3640",1,14,0,1,0,0,0,3000,2,1,1,13,"C","30"
"3641",1,15,0,1,0,0,0,3000,3,10,10,1,"C","30"
"3642",1,16,1,0,0,1,0,3000,1,1,1,10,"C","30"
"3643",1,17,0,1,0,0,0,3000,2,15,15,1,"C","30"
"3644",1,18,1,1,1,0,0,490,1,1,1,15,"C","30"
"3645",1,19,0,1,0,0,0,3000,2,10,10,1,"C","30"
"3646",1,20,1,0,0,1,0,3000,1,1,1,10,"C","30"
"3647",1,21,0,1,0,0,0,3000,3,8,8,1,"C","30"
"3648",1,22,1,1,1,0,0,338,1,1,1,8,"C","30"
"3649",1,23,0,1,0,0,0,3000,3,7,7,1,"C","30"
"3650",1,24,0,0,0,0,1,457,2,7,7,7,"C","30"
"3651",1,25,1,0,0,1,0,3000,1,7,7,7,"C","30"
"3652",2,1,0,1,0,0,0,3000,2,11,11,7,"C","30"
"3653",2,2,0,1,0,0,0,3000,2,15,15,11,"C","30"
"3654",2,3,0,1,0,0,0,3000,2,7,7,15,"C","30"
"3655",2,4,0,1,0,0,0,3000,3,5,5,7,"C","30"
"3656",2,5,0,1,0,0,0,3000,3,8,8,5,"C","30"
"3657",2,6,0,1,0,0,0,3000,3,3,3,8,"C","30"
"3658",2,7,1,1,1,0,0,511,1,8,8,3,"C","30"
"3659",2,8,0,1,0,0,0,3000,3,13,13,8,"C","30"
"3660",2,9,1,0,0,1,0,3000,1,8,8,13,"C","30"
"3661",2,10,0,1,0,0,0,3000,2,5,5,8,"C","30"
"3662",2,11,0,1,0,0,0,3000,3,14,14,5,"C","30"
"3663",2,12,1,1,1,0,0,382,1,5,5,14,"C","30"
"3664",2,13,0,1,0,0,0,3000,3,8,8,5,"C","30"
"3665",2,14,0,0,0,0,1,622,2,8,8,8,"C","30"
"3666",2,15,1,0,0,1,0,3000,1,8,8,8,"C","30"
"3667",2,16,1,1,1,0,0,1052,1,8,8,8,"C","30"
"3668",2,17,0,1,0,0,0,3000,2,3,3,8,"C","30"
"3669",2,18,0,1,0,0,0,3000,2,13,13,3,"C","30"
"3670",2,19,1,1,1,0,0,379,1,3,3,13,"C","30"
"3671",2,20,1,0,0,1,0,3000,1,13,13,3,"C","30"
"3672",2,21,1,1,1,0,0,631,1,3,3,13,"C","30"
"3673",2,22,0,1,0,0,0,3000,3,14,14,3,"C","30"
"3674",2,23,0,1,0,0,0,3000,2,14,14,14,"C","30"
"3675",2,24,0,1,0,0,0,3000,3,2,2,14,"C","30"
"3676",2,25,0,0,0,0,1,554,3,2,2,2,"C","30"
"3677",3,1,0,1,0,0,0,3000,2,13,13,2,"C","30"
"3678",3,2,0,1,0,0,0,3000,1,7,7,13,"C","30"
"3679",3,3,1,1,1,0,0,409,1,13,13,7,"C","30"
"3680",3,4,0,1,0,0,0,3000,3,13,13,13,"C","30"
"3681",3,5,1,1,1,0,0,535,1,13,13,13,"C","30"
"3682",3,6,1,0,0,1,0,3000,1,13,13,13,"C","30"
"3683",3,7,0,1,0,0,0,3000,3,11,11,13,"C","30"
"3684",3,8,1,1,1,0,0,474,1,13,13,11,"C","30"
"3685",3,9,0,1,0,0,0,3000,3,5,5,13,"C","30"
"3686",3,10,0,1,0,0,0,3000,2,7,7,5,"C","30"
"3687",3,11,0,1,0,0,0,3000,3,6,6,7,"C","30"
"3688",3,12,0,1,0,0,0,3000,2,15,15,6,"C","30"
"3689",3,13,0,1,0,0,0,3000,3,1,1,15,"C","30"
"3690",3,14,1,1,1,0,0,416,1,15,15,1,"C","30"
"3691",3,15,0,1,0,0,0,3000,3,15,15,15,"C","30"
"3692",3,16,0,1,0,0,0,3000,3,10,10,15,"C","30"
"3693",3,17,0,0,0,0,1,597,2,14,14,10,"C","30"
"3694",3,18,0,1,0,0,0,3000,2,11,11,14,"C","30"
"3695",3,19,0,0,0,0,1,819,2,13,13,11,"C","30"
"3696",3,20,1,0,0,1,0,3000,1,11,11,13,"C","30"
"3697",3,21,1,0,0,1,0,3000,1,13,13,11,"C","30"
"3698",3,22,1,1,1,0,0,410,1,11,11,13,"C","30"
"3699",3,23,1,1,1,0,0,666,1,13,13,11,"C","30"
"3700",3,24,1,0,0,1,0,3000,1,11,11,13,"C","30"
"3701",3,25,0,1,0,0,0,3000,2,15,15,11,"C","30"
"3702",4,1,0,1,0,0,0,3000,3,12,12,15,"C","30"
"3703",4,2,0,1,0,0,0,3000,2,11,11,12,"C","30"
"3704",4,3,0,1,0,0,0,3000,3,3,3,11,"C","30"
"3705",4,4,0,1,0,0,0,3000,3,14,14,3,"C","30"
"3706",4,5,0,0,0,0,1,432,3,14,14,14,"C","30"
"3707",4,6,0,1,0,0,0,3000,3,8,8,14,"C","30"
"3708",4,7,1,1,1,0,0,383,1,14,14,8,"C","30"
"3709",4,8,0,1,0,0,0,3000,3,2,2,14,"C","30"
"3710",4,9,0,1,0,0,0,3000,3,5,5,2,"C","30"
"3711",4,10,1,1,1,0,0,508,1,2,2,5,"C","30"
"3712",4,11,0,1,0,0,0,3000,3,10,10,2,"C","30"
"3713",4,12,1,1,1,0,0,585,1,2,2,10,"C","30"
"3714",4,13,1,1,1,0,0,1084,1,10,10,2,"C","30"
"3715",4,14,0,1,0,0,0,3000,3,9,9,10,"C","30"
"3716",4,15,0,0,0,0,1,534,3,5,5,9,"C","30"
"3717",4,16,0,1,0,0,0,3000,2,7,7,5,"C","30"
"3718",4,17,1,1,1,0,0,501,1,5,5,7,"C","30"
"3719",4,18,1,0,0,1,0,3000,1,7,7,5,"C","30"
"3720",4,19,0,0,0,0,1,406,2,10,10,7,"C","30"
"3721",4,20,0,1,0,0,0,3000,3,13,13,10,"C","30"
"3722",4,21,1,1,1,0,0,414,1,10,10,13,"C","30"
"3723",4,22,0,1,0,0,0,3000,2,11,11,10,"C","30"
"3724",4,23,0,1,0,0,0,3000,2,11,11,11,"C","30"
"3725",4,24,1,1,1,0,0,491,1,11,11,11,"C","30"
"3726",4,25,1,1,1,0,0,848,1,11,11,11,"C","30"
"3727",5,1,0,1,0,0,0,3000,3,15,15,11,"C","30"
"3728",5,2,0,1,0,0,0,3000,3,1,1,15,"C","30"
"3729",5,3,0,1,0,0,0,3000,2,14,14,1,"C","30"
"3730",5,4,1,1,1,0,0,316,1,1,1,14,"C","30"
"3731",5,5,1,1,1,0,0,541,1,14,14,1,"C","30"
"3732",5,6,0,0,0,0,1,563,2,5,5,14,"C","30"
"3733",5,7,0,1,0,0,0,3000,2,1,1,5,"C","30"
"3734",5,8,0,1,0,0,0,3000,2,8,8,1,"C","30"
"3735",5,9,0,1,0,0,0,3000,2,15,15,8,"C","30"
"3736",5,10,1,1,1,0,0,438,1,8,8,15,"C","30"
"3737",5,11,1,1,1,0,0,485,1,15,15,8,"C","30"
"3738",5,12,0,1,0,0,0,3000,2,10,10,15,"C","30"
"3739",5,13,0,1,0,0,0,3000,2,2,2,10,"C","30"
"3740",5,14,1,1,1,0,0,479,1,10,10,2,"C","30"
"3741",5,15,1,0,0,1,0,3000,1,2,2,10,"C","30"
"3742",5,16,0,1,0,0,0,3000,2,8,8,2,"C","30"
"3743",5,17,0,1,0,0,0,3000,2,4,4,8,"C","30"
"3744",5,18,0,1,0,0,0,3000,3,13,13,4,"C","30"
"3745",5,19,0,1,0,0,0,3000,3,6,6,13,"C","30"
"3746",5,20,0,1,0,0,0,3000,2,10,10,6,"C","30"
"3747",5,21,0,1,0,0,0,3000,2,3,3,10,"C","30"
"3748",5,22,0,0,0,0,1,474,3,3,3,3,"C","30"
"3749",5,23,0,1,0,0,0,3000,3,1,1,3,"C","30"
"3750",5,24,0,1,0,0,0,3000,3,11,11,1,"C","30"
"3751",5,25,1,1,1,0,0,450,1,1,1,11,"C","30"
"3752",1,1,0,1,0,0,0,3000,3,8,8,0,"C","31"
"3753",1,2,0,1,0,0,0,3000,1,11,11,8,"C","31"
"3754",1,3,0,1,0,0,0,3000,2,11,11,11,"C","31"
"3755",1,4,0,1,0,0,0,3000,2,1,1,11,"C","31"
"3756",1,5,1,0,0,1,0,3000,1,11,11,1,"C","31"
"3757",1,6,0,0,0,0,1,217,2,15,15,11,"C","31"
"3758",1,7,1,0,0,1,0,3000,1,11,11,15,"C","31"
"3759",1,8,0,1,0,0,0,3000,2,11,11,11,"C","31"
"3760",1,9,0,1,0,0,0,3000,3,12,12,11,"C","31"
"3761",1,10,1,1,1,0,0,1166,1,11,11,12,"C","31"
"3762",1,11,0,1,0,0,0,3000,2,13,13,11,"C","31"
"3763",1,12,0,1,0,0,0,3000,2,15,15,13,"C","31"
"3764",1,13,0,1,0,0,0,3000,2,3,3,15,"C","31"
"3765",1,14,1,1,1,0,0,770,1,15,15,3,"C","31"
"3766",1,15,0,1,0,0,0,3000,3,4,4,15,"C","31"
"3767",1,16,0,1,0,0,0,3000,3,14,14,4,"C","31"
"3768",1,17,0,1,0,0,0,3000,2,10,10,14,"C","31"
"3769",1,18,1,1,1,0,0,637,1,14,14,10,"C","31"
"3770",1,19,0,1,0,0,0,3000,3,4,4,14,"C","31"
"3771",1,20,0,1,0,0,0,3000,2,2,2,4,"C","31"
"3772",1,21,0,1,0,0,0,3000,3,15,15,2,"C","31"
"3773",1,22,1,1,1,0,0,545,1,2,2,15,"C","31"
"3774",1,23,1,0,0,1,0,3000,1,15,15,2,"C","31"
"3775",1,24,1,0,0,1,0,3000,1,2,2,15,"C","31"
"3776",1,25,0,1,0,0,0,3000,2,7,7,2,"C","31"
"3777",2,1,0,1,0,0,0,3000,1,5,5,7,"C","31"
"3778",2,2,0,1,0,0,0,3000,3,10,10,5,"C","31"
"3779",2,3,0,1,0,0,0,3000,3,13,13,10,"C","31"
"3780",2,4,0,1,0,0,0,3000,2,6,6,13,"C","31"
"3781",2,5,0,1,0,0,0,3000,3,8,8,6,"C","31"
"3782",2,6,1,1,1,0,0,637,1,6,6,8,"C","31"
"3783",2,7,0,1,0,0,0,3000,3,3,3,6,"C","31"
"3784",2,8,0,1,0,0,0,3000,2,5,5,3,"C","31"
"3785",2,9,1,1,1,0,0,602,1,3,3,5,"C","31"
"3786",2,10,0,1,0,0,0,3000,2,2,2,3,"C","31"
"3787",2,11,1,0,0,1,0,3000,1,3,3,2,"C","31"
"3788",2,12,0,1,0,0,0,3000,2,6,6,3,"C","31"
"3789",2,13,0,1,0,0,0,3000,3,12,12,6,"C","31"
"3790",2,14,0,1,0,0,0,3000,2,13,13,12,"C","31"
"3791",2,15,0,1,0,0,0,3000,3,5,5,13,"C","31"
"3792",2,16,0,1,0,0,0,3000,3,8,8,5,"C","31"
"3793",2,17,1,0,0,1,0,3000,1,5,5,8,"C","31"
"3794",2,18,0,1,0,0,0,3000,3,14,14,5,"C","31"
"3795",2,19,1,1,1,0,0,720,1,5,5,14,"C","31"
"3796",2,20,0,1,0,0,0,3000,2,11,11,5,"C","31"
"3797",2,21,0,1,0,0,0,3000,2,15,15,11,"C","31"
"3798",2,22,0,1,0,0,0,3000,3,5,5,15,"C","31"
"3799",2,23,1,1,1,0,0,635,1,15,15,5,"C","31"
"3800",2,24,0,1,0,0,0,3000,2,7,7,15,"C","31"
"3801",2,25,0,1,0,0,0,3000,3,12,12,7,"C","31"
"3802",3,1,0,1,0,0,0,3000,2,11,11,12,"C","31"
"3803",3,2,0,1,0,0,0,3000,3,15,15,11,"C","31"
"3804",3,3,1,0,0,1,0,3000,1,11,11,15,"C","31"
"3805",3,4,0,1,0,0,0,3000,2,4,4,11,"C","31"
"3806",3,5,0,1,0,0,0,3000,2,1,1,4,"C","31"
"3807",3,6,0,1,0,0,0,3000,3,14,14,1,"C","31"
"3808",3,7,0,1,0,0,0,3000,3,7,7,14,"C","31"
"3809",3,8,0,1,0,0,0,3000,3,1,1,7,"C","31"
"3810",3,9,0,1,0,0,0,3000,3,4,4,1,"C","31"
"3811",3,10,1,1,1,0,0,504,1,1,1,4,"C","31"
"3812",3,11,0,1,0,0,0,3000,3,5,5,1,"C","31"
"3813",3,12,0,1,0,0,0,3000,3,2,2,5,"C","31"
"3814",3,13,0,1,0,0,0,3000,3,12,12,2,"C","31"
"3815",3,14,0,1,0,0,0,3000,3,14,14,12,"C","31"
"3816",3,15,0,1,0,0,0,3000,2,13,13,14,"C","31"
"3817",3,16,0,0,0,0,1,691,3,12,12,13,"C","31"
"3818",3,17,0,1,0,0,0,3000,2,11,11,12,"C","31"
"3819",3,18,0,1,0,0,0,3000,3,5,5,11,"C","31"
"3820",3,19,1,1,1,0,0,816,1,11,11,5,"C","31"
"3821",3,20,0,1,0,0,0,3000,2,15,15,11,"C","31"
"3822",3,21,0,1,0,0,0,3000,3,13,13,15,"C","31"
"3823",3,22,0,1,0,0,0,3000,2,10,10,13,"C","31"
"3824",3,23,1,1,1,0,0,666,1,13,13,10,"C","31"
"3825",3,24,0,1,0,0,0,3000,2,8,8,13,"C","31"
"3826",3,25,0,1,0,0,0,3000,2,1,1,8,"C","31"
"3827",4,1,0,1,0,0,0,3000,3,6,6,1,"C","31"
"3828",4,2,0,0,0,0,1,1059,1,6,6,6,"C","31"
"3829",4,3,0,1,0,0,0,3000,3,11,11,6,"C","31"
"3830",4,4,0,1,0,0,0,3000,2,15,15,11,"C","31"
"3831",4,5,0,1,0,0,0,3000,2,4,4,15,"C","31"
"3832",4,6,0,1,0,0,0,3000,3,7,7,4,"C","31"
"3833",4,7,0,1,0,0,0,3000,3,11,11,7,"C","31"
"3834",4,8,0,1,0,0,0,3000,2,10,10,11,"C","31"
"3835",4,9,1,1,1,0,0,788,1,11,11,10,"C","31"
"3836",4,10,0,1,0,0,0,3000,3,14,14,11,"C","31"
"3837",4,11,1,0,0,1,0,3000,1,11,11,14,"C","31"
"3838",4,12,0,1,0,0,0,3000,2,15,15,11,"C","31"
"3839",4,13,0,1,0,0,0,3000,2,3,3,15,"C","31"
"3840",4,14,0,1,0,0,0,3000,3,13,13,3,"C","31"
"3841",4,15,1,1,1,0,0,1028,1,3,3,13,"C","31"
"3842",4,16,0,1,0,0,0,3000,3,15,15,3,"C","31"
"3843",4,17,1,0,0,1,0,3000,1,3,3,15,"C","31"
"3844",4,18,0,1,0,0,0,3000,2,9,9,3,"C","31"
"3845",4,19,0,1,0,0,0,3000,3,14,14,9,"C","31"
"3846",4,20,0,1,0,0,0,3000,2,8,8,14,"C","31"
"3847",4,21,1,1,1,0,0,1300,1,14,14,8,"C","31"
"3848",4,22,0,1,0,0,0,3000,3,5,5,14,"C","31"
"3849",4,23,0,1,0,0,0,3000,2,13,13,5,"C","31"
"3850",4,24,1,1,1,0,0,662,1,5,5,13,"C","31"
"3851",4,25,0,1,0,0,0,3000,2,12,12,5,"C","31"
"3852",5,1,0,1,0,0,0,3000,3,7,7,12,"C","31"
"3853",5,2,0,1,0,0,0,3000,3,7,7,7,"C","31"
"3854",5,3,1,1,1,0,0,1181,1,7,7,7,"C","31"
"3855",5,4,0,1,0,0,0,3000,3,8,8,7,"C","31"
"3856",5,5,1,0,0,1,0,3000,1,7,7,8,"C","31"
"3857",5,6,0,1,0,0,0,3000,2,15,15,7,"C","31"
"3858",5,7,0,1,0,0,0,3000,2,3,3,15,"C","31"
"3859",5,8,0,1,0,0,0,3000,3,12,12,3,"C","31"
"3860",5,9,0,1,0,0,0,3000,3,2,2,12,"C","31"
"3861",5,10,1,1,1,0,0,981,1,12,12,2,"C","31"
"3862",5,11,0,1,0,0,0,3000,3,7,7,12,"C","31"
"3863",5,12,1,0,0,1,0,3000,1,12,12,7,"C","31"
"3864",5,13,0,1,0,0,0,3000,2,14,14,12,"C","31"
"3865",5,14,1,1,1,0,0,537,1,12,12,14,"C","31"
"3866",5,15,0,1,0,0,0,3000,3,12,12,12,"C","31"
"3867",5,16,0,1,0,0,0,3000,3,2,2,12,"C","31"
"3868",5,17,1,1,1,0,0,708,1,12,12,2,"C","31"
"3869",5,18,0,1,0,0,0,3000,3,1,1,12,"C","31"
"3870",5,19,1,0,0,1,0,3000,1,12,12,1,"C","31"
"3871",5,20,0,1,0,0,0,3000,3,11,11,12,"C","31"
"3872",5,21,1,1,1,0,0,1656,1,12,12,11,"C","31"
"3873",5,22,0,1,0,0,0,3000,3,2,2,12,"C","31"
"3874",5,23,0,1,0,0,0,3000,3,5,5,2,"C","31"
"3875",5,24,0,1,0,0,0,3000,2,15,15,5,"C","31"
"3876",5,25,1,1,1,0,0,676,1,5,5,15,"C","31"
"3877",1,1,0,1,0,0,0,3000,3,14,14,0,"C","32"
"3878",1,2,0,1,0,0,0,3000,3,11,11,14,"C","32"
"3879",1,3,0,1,0,0,0,3000,2,15,15,11,"C","32"
"3880",1,4,0,1,0,0,0,3000,3,12,12,15,"C","32"
"3881",1,5,0,1,0,0,0,3000,2,2,2,12,"C","32"
"3882",1,6,0,1,0,0,0,3000,3,14,14,2,"C","32"
"3883",1,7,0,1,0,0,0,3000,2,6,6,14,"C","32"
"3884",1,8,1,1,1,0,0,335,1,14,14,6,"C","32"
"3885",1,9,0,1,0,0,0,3000,2,9,9,14,"C","32"
"3886",1,10,0,1,0,0,0,3000,3,4,4,9,"C","32"
"3887",1,11,0,1,0,0,0,3000,2,14,14,4,"C","32"
"3888",1,12,1,1,1,0,0,848,1,4,4,14,"C","32"
"3889",1,13,0,1,0,0,0,3000,2,11,11,4,"C","32"
"3890",1,14,0,1,0,0,0,3000,3,14,14,11,"C","32"
"3891",1,15,0,1,0,0,0,3000,2,2,2,14,"C","32"
"3892",1,16,1,1,1,0,0,644,1,14,14,2,"C","32"
"3893",1,17,1,1,1,0,0,444,1,2,2,14,"C","32"
"3894",1,18,0,1,0,0,0,3000,2,7,7,2,"C","32"
"3895",1,19,1,1,1,0,0,490,1,2,2,7,"C","32"
"3896",1,20,0,1,0,0,0,3000,3,6,6,2,"C","32"
"3897",1,21,0,1,0,0,0,3000,2,8,8,6,"C","32"
"3898",1,22,0,1,0,0,0,3000,2,2,2,8,"C","32"
"3899",1,23,0,1,0,0,0,3000,3,1,1,2,"C","32"
"3900",1,24,0,1,0,0,0,3000,2,13,13,1,"C","32"
"3901",1,25,0,1,0,0,0,3000,2,14,14,13,"C","32"
"3902",2,1,0,1,0,0,0,3000,1,6,6,14,"C","32"
"3903",2,2,0,1,0,0,0,3000,3,6,6,6,"C","32"
"3904",2,3,1,1,1,0,0,1504,1,6,6,6,"C","32"
"3905",2,4,0,1,0,0,0,3000,3,9,9,6,"C","32"
"3906",2,5,0,1,0,0,0,3000,2,11,11,9,"C","32"
"3907",2,6,0,1,0,0,0,3000,3,5,5,11,"C","32"
"3908",2,7,1,1,1,0,0,386,1,11,11,5,"C","32"
"3909",2,8,1,1,1,0,0,403,1,5,5,11,"C","32"
"3910",2,9,1,1,1,0,0,338,1,11,11,5,"C","32"
"3911",2,10,0,0,0,0,1,355,2,11,11,11,"C","32"
"3912",2,11,0,1,0,0,0,3000,3,13,13,11,"C","32"
"3913",2,12,0,1,0,0,0,3000,2,13,13,13,"C","32"
"3914",2,13,1,1,1,0,0,457,1,13,13,13,"C","32"
"3915",2,14,1,1,1,0,0,405,1,13,13,13,"C","32"
"3916",2,15,0,1,0,0,0,3000,3,4,4,13,"C","32"
"3917",2,16,0,1,0,0,0,3000,3,14,14,4,"C","32"
"3918",2,17,0,1,0,0,0,3000,3,1,1,14,"C","32"
"3919",2,18,0,1,0,0,0,3000,3,8,8,1,"C","32"
"3920",2,19,0,1,0,0,0,3000,2,13,13,8,"C","32"
"3921",2,20,0,1,0,0,0,3000,2,14,14,13,"C","32"
"3922",2,21,1,1,1,0,0,587,1,13,13,14,"C","32"
"3923",2,22,0,1,0,0,0,3000,3,9,9,13,"C","32"
"3924",2,23,1,1,1,0,0,786,1,13,13,9,"C","32"
"3925",2,24,0,1,0,0,0,3000,2,4,4,13,"C","32"
"3926",2,25,0,1,0,0,0,3000,2,3,3,4,"C","32"
"3927",3,1,0,1,0,0,0,3000,3,7,7,3,"C","32"
"3928",3,2,0,1,0,0,0,3000,2,12,12,7,"C","32"
"3929",3,3,0,1,0,0,0,3000,3,11,11,12,"C","32"
"3930",3,4,0,1,0,0,0,3000,2,11,11,11,"C","32"
"3931",3,5,0,1,0,0,0,3000,3,8,8,11,"C","32"
"3932",3,6,0,1,0,0,0,3000,2,13,13,8,"C","32"
"3933",3,7,0,1,0,0,0,3000,3,3,3,13,"C","32"
"3934",3,8,0,1,0,0,0,3000,2,14,14,3,"C","32"
"3935",3,9,0,1,0,0,0,3000,3,10,10,14,"C","32"
"3936",3,10,0,1,0,0,0,3000,2,2,2,10,"C","32"
"3937",3,11,1,1,1,0,0,455,1,10,10,2,"C","32"
"3938",3,12,0,1,0,0,0,3000,3,4,4,10,"C","32"
"3939",3,13,0,1,0,0,0,3000,2,6,6,4,"C","32"
"3940",3,14,1,1,1,0,0,478,1,4,4,6,"C","32"
"3941",3,15,1,1,1,0,0,420,1,6,6,4,"C","32"
"3942",3,16,0,1,0,0,0,3000,2,11,11,6,"C","32"
"3943",3,17,0,1,0,0,0,3000,3,10,10,11,"C","32"
"3944",3,18,0,1,0,0,0,3000,2,5,5,10,"C","32"
"3945",3,19,0,1,0,0,0,3000,2,4,4,5,"C","32"
"3946",3,20,1,1,1,0,0,322,1,5,5,4,"C","32"
"3947",3,21,1,1,1,0,0,799,1,4,4,5,"C","32"
"3948",3,22,0,1,0,0,0,3000,3,14,14,4,"C","32"
"3949",3,23,0,0,0,0,1,1349,3,10,10,14,"C","32"
"3950",3,24,0,1,0,0,0,3000,2,12,12,10,"C","32"
"3951",3,25,0,1,0,0,0,3000,3,2,2,12,"C","32"
"3952",4,1,0,1,0,0,0,3000,1,7,7,2,"C","32"
"3953",4,2,0,1,0,0,0,3000,3,13,13,7,"C","32"
"3954",4,3,0,1,0,0,0,3000,2,12,12,13,"C","32"
"3955",4,4,1,1,1,0,0,547,1,13,13,12,"C","32"
"3956",4,5,0,1,0,0,0,3000,2,7,7,13,"C","32"
"3957",4,6,0,1,0,0,0,3000,2,14,14,7,"C","32"
"3958",4,7,0,1,0,0,0,3000,3,10,10,14,"C","32"
"3959",4,8,0,1,0,0,0,3000,2,6,6,10,"C","32"
"3960",4,9,0,1,0,0,0,3000,2,12,12,6,"C","32"
"3961",4,10,1,1,1,0,0,980,1,6,6,12,"C","32"
"3962",4,11,0,1,0,0,0,3000,3,11,11,6,"C","32"
"3963",4,12,1,1,1,0,0,371,1,6,6,11,"C","32"
"3964",4,13,0,1,0,0,0,3000,2,4,4,6,"C","32"
"3965",4,14,0,1,0,0,0,3000,3,12,12,4,"C","32"
"3966",4,15,0,1,0,0,0,3000,3,15,15,12,"C","32"
"3967",4,16,1,1,1,0,0,549,1,12,12,15,"C","32"
"3968",4,17,1,1,1,0,0,451,1,15,15,12,"C","32"
"3969",4,18,1,1,1,0,0,483,1,12,12,15,"C","32"
"3970",4,19,1,1,1,0,0,380,1,15,15,12,"C","32"
"3971",4,20,0,1,0,0,0,3000,3,1,1,15,"C","32"
"3972",4,21,1,1,1,0,0,360,1,15,15,1,"C","32"
"3973",4,22,1,1,1,0,0,398,1,1,1,15,"C","32"
"3974",4,23,0,1,0,0,0,3000,3,1,1,1,"C","32"
"3975",4,24,1,1,1,0,0,418,1,1,1,1,"C","32"
"3976",4,25,1,1,1,0,0,479,1,1,1,1,"C","32"
"3977",5,1,0,1,0,0,0,3000,3,2,2,1,"C","32"
"3978",5,2,0,1,0,0,0,3000,3,9,9,2,"C","32"
"3979",5,3,1,1,1,0,0,445,1,2,2,9,"C","32"
"3980",5,4,0,1,0,0,0,3000,2,8,8,2,"C","32"
"3981",5,5,1,1,1,0,0,414,1,2,2,8,"C","32"
