"","block","trial","trialType","score","match","miss","falseAlarm","RT","Memory","currentLetter","nback1","nback2","condition","subn"
"2",1,1,0,1,0,0,0,3000,2,14,14,0,"C","01"
"3",1,2,0,1,0,0,0,3000,2,7,7,14,"C","01"
"4",1,3,0,1,0,0,0,3000,3,10,10,7,"C","01"
"5",1,4,0,1,0,0,0,3000,2,10,10,10,"C","01"
"6",1,5,1,1,1,0,0,1413,1,10,10,10,"C","01"
"7",1,6,0,1,0,0,0,3000,2,12,12,10,"C","01"
"8",1,7,0,1,0,0,0,3000,3,14,14,12,"C","01"
"9",1,8,0,1,0,0,0,3000,3,11,11,14,"C","01"
"10",1,9,1,1,1,0,0,2672,1,14,14,11,"C","01"
"11",1,10,0,1,0,0,0,3000,3,2,2,14,"C","01"
"12",1,11,0,1,0,0,0,3000,3,2,2,2,"C","01"
"13",1,12,0,1,0,0,0,3000,2,7,7,2,"C","01"
"14",1,13,1,1,1,0,0,540,1,2,2,7,"C","01"
"15",1,14,1,0,0,1,0,3000,1,7,7,2,"C","01"
"16",1,15,0,1,0,0,0,3000,3,10,10,7,"C","01"
"17",1,16,0,1,0,0,0,3000,3,1,1,10,"C","01"
"18",1,17,0,1,0,0,0,3000,3,15,15,1,"C","01"
"19",1,18,1,1,1,0,0,424,1,1,1,15,"C","01"
"20",1,19,1,0,0,1,0,3000,1,15,15,1,"C","01"
"21",1,20,1,0,0,1,0,3000,1,1,1,15,"C","01"
"22",1,21,1,1,1,0,0,1053,1,15,15,1,"C","01"
"23",1,22,0,1,0,0,0,3000,3,3,3,15,"C","01"
"24",1,23,0,1,0,0,0,3000,3,12,12,3,"C","01"
"25",1,24,0,1,0,0,0,3000,2,2,2,12,"C","01"
"26",1,25,0,1,0,0,0,3000,3,10,10,2,"C","01"
"27",2,1,0,1,0,0,0,3000,1,6,6,10,"C","01"
"28",2,2,0,1,0,0,0,3000,2,5,5,6,"C","01"
"29",2,3,0,1,0,0,0,3000,3,8,8,5,"C","01"
"30",2,4,1,1,1,0,0,651,1,5,5,8,"C","01"
"31",2,5,0,1,0,0,0,3000,3,11,11,5,"C","01"
"32",2,6,0,1,0,0,0,3000,2,7,7,11,"C","01"
"33",2,7,0,1,0,0,0,3000,3,1,1,7,"C","01"
"34",2,8,0,1,0,0,0,3000,3,5,5,1,"C","01"
"35",2,9,1,1,1,0,0,439,1,1,1,5,"C","01"
"36",2,10,1,1,1,0,0,719,1,5,5,1,"C","01"
"37",2,11,1,0,0,1,0,3000,1,1,1,5,"C","01"
"38",2,12,0,1,0,0,0,3000,3,6,6,1,"C","01"
"39",2,13,0,1,0,0,0,3000,2,9,9,6,"C","01"
"40",2,14,0,1,0,0,0,3000,3,12,12,9,"C","01"
"41",2,15,0,1,0,0,0,3000,2,10,10,12,"C","01"
"42",2,16,1,1,1,0,0,751,1,12,12,10,"C","01"
"43",2,17,1,1,1,0,0,496,1,10,10,12,"C","01"
"44",2,18,0,1,0,0,0,3000,3,15,15,10,"C","01"
"45",2,19,1,0,0,1,0,3000,1,10,10,15,"C","01"
"46",2,20,0,1,0,0,0,3000,3,4,4,10,"C","01"
"47",2,21,0,1,0,0,0,3000,3,7,7,4,"C","01"
"48",2,22,0,1,0,0,0,3000,2,1,1,7,"C","01"
"49",2,23,0,1,0,0,0,3000,3,14,14,1,"C","01"
"50",2,24,0,1,0,0,0,3000,2,4,4,14,"C","01"
"51",2,25,1,1,1,0,0,916,1,14,14,4,"C","01"
"52",3,1,0,1,0,0,0,3000,1,13,13,14,"C","01"
"53",3,2,0,1,0,0,0,3000,2,1,1,13,"C","01"
"54",3,3,0,1,0,0,0,3000,2,1,1,1,"C","01"
"55",3,4,1,1,1,0,0,529,1,1,1,1,"C","01"
"56",3,5,1,1,1,0,0,391,1,1,1,1,"C","01"
"57",3,6,0,1,0,0,0,3000,2,10,10,1,"C","01"
"58",3,7,0,1,0,0,0,3000,2,13,13,10,"C","01"
"59",3,8,1,1,1,0,0,429,1,10,10,13,"C","01"
"60",3,9,0,1,0,0,0,3000,3,1,1,10,"C","01"
"61",3,10,0,1,0,0,0,3000,2,3,3,1,"C","01"
"62",3,11,0,1,0,0,0,3000,3,14,14,3,"C","01"
"63",3,12,0,1,0,0,0,3000,2,4,4,14,"C","01"
"64",3,13,1,1,1,0,0,553,1,14,14,4,"C","01"
"65",3,14,0,1,0,0,0,3000,3,15,15,14,"C","01"
"66",3,15,1,1,1,0,0,407,1,14,14,15,"C","01"
"67",3,16,1,1,1,0,0,464,1,15,15,14,"C","01"
"68",3,17,0,1,0,0,0,3000,2,2,2,15,"C","01"
"69",3,18,0,1,0,0,0,3000,3,3,3,2,"C","01"
"70",3,19,0,1,0,0,0,3000,3,7,7,3,"C","01"
"71",3,20,1,1,1,0,0,615,1,3,3,7,"C","01"
"72",3,21,1,1,1,0,0,845,1,7,7,3,"C","01"
"73",3,22,1,1,1,0,0,660,1,3,3,7,"C","01"
"74",3,23,1,1,1,0,0,556,1,7,7,3,"C","01"
"75",3,24,1,1,1,0,0,441,1,3,3,7,"C","01"
"76",3,25,0,1,0,0,0,3000,3,6,6,3,"C","01"
"77",4,1,0,1,0,0,0,3000,2,8,8,6,"C","01"
"78",4,2,0,1,0,0,0,3000,2,3,3,8,"C","01"
"79",4,3,0,1,0,0,0,3000,2,13,13,3,"C","01"
"80",4,4,1,1,1,0,0,756,1,3,3,13,"C","01"
"81",4,5,0,1,0,0,0,3000,3,5,5,3,"C","01"
"82",4,6,1,1,1,0,0,403,1,3,3,5,"C","01"
"83",4,7,0,1,0,0,0,3000,2,13,13,3,"C","01"
"84",4,8,0,1,0,0,0,3000,3,14,14,13,"C","01"
"85",4,9,1,1,1,0,0,401,1,13,13,14,"C","01"
"86",4,10,0,1,0,0,0,3000,2,5,5,13,"C","01"
"87",4,11,0,1,0,0,0,3000,2,15,15,5,"C","01"
"88",4,12,0,1,0,0,0,3000,2,11,11,15,"C","01"
"89",4,13,0,1,0,0,0,3000,3,4,4,11,"C","01"
"90",4,14,1,1,1,0,0,883,1,11,11,4,"C","01"
"91",4,15,1,1,1,0,0,834,1,4,4,11,"C","01"
"92",4,16,1,1,1,0,0,1587,1,11,11,4,"C","01"
"93",4,17,1,1,1,0,0,897,1,4,4,11,"C","01"
"94",4,18,0,1,0,0,0,3000,3,2,2,4,"C","01"
"95",4,19,0,1,0,0,0,3000,3,14,14,2,"C","01"
"96",4,20,1,1,1,0,0,631,1,2,2,14,"C","01"
"97",4,21,0,1,0,0,0,3000,3,12,12,2,"C","01"
"98",4,22,0,1,0,0,0,3000,3,9,9,12,"C","01"
"99",4,23,0,1,0,0,0,3000,2,2,2,9,"C","01"
"100",4,24,1,1,1,0,0,580,1,9,9,2,"C","01"
"101",4,25,1,1,1,0,0,764,1,2,2,9,"C","01"
"102",5,1,0,1,0,0,0,3000,3,15,15,2,"C","01"
"103",5,2,0,1,0,0,0,3000,1,1,1,15,"C","01"
"104",5,3,0,1,0,0,0,3000,3,7,7,1,"C","01"
"105",5,4,1,1,1,0,0,806,1,1,1,7,"C","01"
"106",5,5,0,1,0,0,0,3000,3,15,15,1,"C","01"
"107",5,6,0,1,0,0,0,3000,2,4,4,15,"C","01"
"108",5,7,0,1,0,0,0,3000,3,1,1,4,"C","01"
"109",5,8,0,1,0,0,0,3000,2,3,3,1,"C","01"
"110",5,9,1,1,1,0,0,656,1,1,1,3,"C","01"
"111",5,10,0,1,0,0,0,3000,3,12,12,1,"C","01"
"112",5,11,0,1,0,0,0,3000,3,6,6,12,"C","01"
"113",5,12,0,1,0,0,0,3000,2,2,2,6,"C","01"
"114",5,13,0,1,0,0,0,3000,2,5,5,2,"C","01"
"115",5,14,0,1,0,0,0,3000,3,10,10,5,"C","01"
"116",5,15,1,1,1,0,0,1002,1,5,5,10,"C","01"
"117",5,16,0,1,0,0,0,3000,3,8,8,5,"C","01"
"118",5,17,1,1,1,0,0,960,1,5,5,8,"C","01"
"119",5,18,0,1,0,0,0,3000,2,11,11,5,"C","01"
"120",5,19,1,1,1,0,0,534,1,5,5,11,"C","01"
"121",5,20,0,1,0,0,0,3000,3,9,9,5,"C","01"
"122",5,21,0,1,0,0,0,3000,3,8,8,9,"C","01"
"123",5,22,0,1,0,0,0,3000,2,12,12,8,"C","01"
"124",5,23,0,1,0,0,0,3000,3,14,14,12,"C","01"
"125",5,24,1,1,1,0,0,1144,1,12,12,14,"C","01"
"126",5,25,1,1,1,0,0,793,1,14,14,12,"C","01"
"127",1,1,0,1,0,0,0,3000,1,5,5,0,"C","02"
"128",1,2,0,1,0,0,0,3000,2,2,2,5,"C","02"
"129",1,3,0,1,0,0,0,3000,3,11,11,2,"C","02"
"130",1,4,0,1,0,0,0,3000,3,8,8,11,"C","02"
"131",1,5,0,1,0,0,0,3000,3,12,12,8,"C","02"
"132",1,6,1,0,0,1,0,3000,1,8,8,12,"C","02"
"133",1,7,0,0,0,0,1,1170,3,2,2,8,"C","02"
"134",1,8,1,1,1,0,0,784,1,8,8,2,"C","02"
"135",1,9,0,1,0,0,0,3000,3,5,5,8,"C","02"
"136",1,10,0,1,0,0,0,3000,3,9,9,5,"C","02"
"137",1,11,0,0,0,0,1,1143,3,8,8,9,"C","02"
"138",1,12,0,1,0,0,0,3000,3,11,11,8,"C","02"
"139",1,13,0,1,0,0,0,3000,2,1,1,11,"C","02"
"140",1,14,1,0,0,1,0,3000,1,11,11,1,"C","02"
"141",1,15,0,1,0,0,0,3000,2,3,3,11,"C","02"
"142",1,16,1,1,1,0,0,1218,1,11,11,3,"C","02"
"143",1,17,0,1,0,0,0,3000,2,14,14,11,"C","02"
"144",1,18,0,1,0,0,0,3000,2,5,5,14,"C","02"
"145",1,19,0,1,0,0,0,3000,3,1,1,5,"C","02"
"146",1,20,0,1,0,0,0,3000,3,8,8,1,"C","02"
"147",1,21,0,1,0,0,0,3000,2,5,5,8,"C","02"
"148",1,22,0,1,0,0,0,3000,2,14,14,5,"C","02"
"149",1,23,0,1,0,0,0,3000,2,3,3,14,"C","02"
"150",1,24,0,1,0,0,0,3000,2,8,8,3,"C","02"
"151",1,25,0,1,0,0,0,3000,2,10,10,8,"C","02"
"152",2,1,0,1,0,0,0,3000,2,7,7,10,"C","02"
"153",2,2,0,1,0,0,0,3000,1,2,2,7,"C","02"
"154",2,3,0,1,0,0,0,3000,2,13,13,2,"C","02"
"155",2,4,0,1,0,0,0,3000,3,1,1,13,"C","02"
"156",2,5,0,1,0,0,0,3000,3,4,4,1,"C","02"
"157",2,6,0,1,0,0,0,3000,3,5,5,4,"C","02"
"158",2,7,0,1,0,0,0,3000,3,6,6,5,"C","02"
"159",2,8,0,1,0,0,0,3000,3,7,7,6,"C","02"
"160",2,9,1,1,1,0,0,1722,1,6,6,7,"C","02"
"161",2,10,0,1,0,0,0,3000,3,12,12,6,"C","02"
"162",2,11,0,1,0,0,0,3000,2,12,12,12,"C","02"
"163",2,12,1,1,1,0,0,758,1,12,12,12,"C","02"
"164",2,13,0,1,0,0,0,3000,3,10,10,12,"C","02"
"165",2,14,1,1,1,0,0,1212,1,12,12,10,"C","02"
"166",2,15,0,1,0,0,0,3000,2,14,14,12,"C","02"
"167",2,16,0,1,0,0,0,3000,2,15,15,14,"C","02"
"168",2,17,0,1,0,0,0,3000,2,10,10,15,"C","02"
"169",2,18,0,1,0,0,0,3000,3,8,8,10,"C","02"
"170",2,19,1,1,1,0,0,702,1,10,10,8,"C","02"
"171",2,20,0,1,0,0,0,3000,3,3,3,10,"C","02"
"172",2,21,0,1,0,0,0,3000,2,7,7,3,"C","02"
"173",2,22,0,1,0,0,0,3000,3,6,6,7,"C","02"
"174",2,23,0,1,0,0,0,3000,2,15,15,6,"C","02"
"175",2,24,1,1,1,0,0,841,1,6,6,15,"C","02"
"176",2,25,0,1,0,0,0,3000,3,4,4,6,"C","02"
"177",3,1,0,1,0,0,0,3000,3,15,15,4,"C","02"
"178",3,2,0,1,0,0,0,3000,3,15,15,15,"C","02"
"179",3,3,0,1,0,0,0,3000,2,13,13,15,"C","02"
"180",3,4,0,1,0,0,0,3000,3,9,9,13,"C","02"
"181",3,5,1,1,1,0,0,910,1,13,13,9,"C","02"
"182",3,6,0,1,0,0,0,3000,3,15,15,13,"C","02"
"183",3,7,0,1,0,0,0,3000,2,12,12,15,"C","02"
"184",3,8,0,1,0,0,0,3000,2,3,3,12,"C","02"
"185",3,9,0,1,0,0,0,3000,2,13,13,3,"C","02"
"186",3,10,0,1,0,0,0,3000,2,8,8,13,"C","02"
"187",3,11,0,1,0,0,0,3000,3,7,7,8,"C","02"
"188",3,12,0,1,0,0,0,3000,2,1,1,7,"C","02"
"189",3,13,0,1,0,0,0,3000,3,4,4,1,"C","02"
"190",3,14,0,1,0,0,0,3000,2,10,10,4,"C","02"
"191",3,15,0,1,0,0,0,3000,3,11,11,10,"C","02"
"192",3,16,0,1,0,0,0,3000,2,12,12,11,"C","02"
"193",3,17,0,1,0,0,0,3000,3,4,4,12,"C","02"
"194",3,18,1,1,1,0,0,1049,1,12,12,4,"C","02"
"195",3,19,0,1,0,0,0,3000,2,2,2,12,"C","02"
"196",3,20,1,1,1,0,0,1218,1,12,12,2,"C","02"
"197",3,21,0,1,0,0,0,3000,3,4,4,12,"C","02"
"198",3,22,0,1,0,0,0,3000,2,10,10,4,"C","02"
"199",3,23,1,1,1,0,0,652,1,4,4,10,"C","02"
"200",3,24,0,1,0,0,0,3000,3,6,6,4,"C","02"
"201",3,25,0,1,0,0,0,3000,3,13,13,6,"C","02"
"202",4,1,0,1,0,0,0,3000,2,3,3,13,"C","02"
"203",4,2,0,1,0,0,0,3000,1,14,14,3,"C","02"
"204",4,3,1,1,1,0,0,501,1,3,3,14,"C","02"
"205",4,4,1,1,1,0,0,970,1,14,14,3,"C","02"
"206",4,5,1,1,1,0,0,1025,1,3,3,14,"C","02"
"207",4,6,0,1,0,0,0,3000,3,12,12,3,"C","02"
"208",4,7,1,1,1,0,0,557,1,3,3,12,"C","02"
"209",4,8,0,1,0,0,0,3000,3,6,6,3,"C","02"
"210",4,9,0,1,0,0,0,3000,3,4,4,6,"C","02"
"211",4,10,0,1,0,0,0,3000,2,11,11,4,"C","02"
"212",4,11,1,1,1,0,0,769,1,4,4,11,"C","02"
"213",4,12,1,1,1,0,0,666,1,11,11,4,"C","02"
"214",4,13,0,1,0,0,0,3000,2,8,8,11,"C","02"
"215",4,14,1,1,1,0,0,687,1,11,11,8,"C","02"
"216",4,15,0,1,0,0,0,3000,2,4,4,11,"C","02"
"217",4,16,1,1,1,0,0,478,1,11,11,4,"C","02"
"218",4,17,0,1,0,0,0,3000,3,12,12,11,"C","02"
"219",4,18,0,1,0,0,0,3000,2,12,12,12,"C","02"
"220",4,19,0,1,0,0,0,3000,3,5,5,12,"C","02"
"221",4,20,0,1,0,0,0,3000,3,4,4,5,"C","02"
"222",4,21,1,1,1,0,0,748,1,5,5,4,"C","02"
"223",4,22,0,0,0,0,1,1108,2,6,6,5,"C","02"
"224",4,23,1,1,1,0,0,995,1,5,5,6,"C","02"
"225",4,24,0,1,0,0,0,3000,2,1,1,5,"C","02"
"226",4,25,0,1,0,0,0,3000,3,6,6,1,"C","02"
"227",5,1,0,1,0,0,0,3000,3,13,13,6,"C","02"
"228",5,2,0,1,0,0,0,3000,1,1,1,13,"C","02"
"229",5,3,0,1,0,0,0,3000,2,4,4,1,"C","02"
"230",5,4,1,1,1,0,0,746,1,1,1,4,"C","02"
"231",5,5,1,1,1,0,0,424,1,4,4,1,"C","02"
"232",5,6,0,1,0,0,0,3000,2,15,15,4,"C","02"
"233",5,7,0,1,0,0,0,3000,2,12,12,15,"C","02"
"234",5,8,0,1,0,0,0,3000,2,6,6,12,"C","02"
"235",5,9,0,1,0,0,0,3000,3,8,8,6,"C","02"
"236",5,10,0,1,0,0,0,3000,3,14,14,8,"C","02"
"237",5,11,0,1,0,0,0,3000,3,6,6,14,"C","02"
"238",5,12,0,1,0,0,0,3000,2,1,1,6,"C","02"
"239",5,13,0,1,0,0,0,3000,3,7,7,1,"C","02"
"240",5,14,0,1,0,0,0,3000,3,6,6,7,"C","02"
"241",5,15,0,1,0,0,0,3000,3,6,6,6,"C","02"
"242",5,16,0,1,0,0,0,3000,2,2,2,6,"C","02"
"243",5,17,0,1,0,0,0,3000,2,5,5,2,"C","02"
"244",5,18,1,1,1,0,0,658,1,2,2,5,"C","02"
"245",5,19,0,1,0,0,0,3000,3,9,9,2,"C","02"
"246",5,20,1,1,1,0,0,745,1,2,2,9,"C","02"
"247",5,21,0,1,0,0,0,3000,2,15,15,2,"C","02"
"248",5,22,1,1,1,0,0,768,1,2,2,15,"C","02"
"249",5,23,0,1,0,0,0,3000,3,13,13,2,"C","02"
"250",5,24,0,1,0,0,0,3000,2,10,10,13,"C","02"
"251",5,25,0,1,0,0,0,3000,3,6,6,10,"C","02"
"252",1,1,0,1,0,0,0,3000,1,10,10,0,"C","03"
"253",1,2,0,1,0,0,0,3000,2,14,14,10,"C","03"
"254",1,3,0,1,0,0,0,3000,3,2,2,14,"C","03"
"255",1,4,0,1,0,0,0,3000,2,8,8,2,"C","03"
"256",1,5,0,1,0,0,0,3000,2,10,10,8,"C","03"
"257",1,6,0,1,0,0,0,3000,2,4,4,10,"C","03"
"258",1,7,0,1,0,0,0,3000,3,13,13,4,"C","03"
"259",1,8,0,0,0,0,1,704,2,14,14,13,"C","03"
"260",1,9,0,1,0,0,0,3000,3,5,5,14,"C","03"
"261",1,10,1,1,1,0,0,872,1,14,14,5,"C","03"
"262",1,11,1,1,1,0,0,1232,1,5,5,14,"C","03"
"263",1,12,0,1,0,0,0,3000,3,7,7,5,"C","03"
"264",1,13,0,1,0,0,0,3000,2,11,11,7,"C","03"
"265",1,14,0,1,0,0,0,3000,3,6,6,11,"C","03"
"266",1,15,0,1,0,0,0,3000,2,8,8,6,"C","03"
"267",1,16,0,1,0,0,0,3000,3,3,3,8,"C","03"
"268",1,17,0,1,0,0,0,3000,2,7,7,3,"C","03"
"269",1,18,0,1,0,0,0,3000,3,4,4,7,"C","03"
"270",1,19,0,1,0,0,0,3000,2,11,11,4,"C","03"
"271",1,20,1,1,1,0,0,499,1,4,4,11,"C","03"
"272",1,21,0,1,0,0,0,3000,2,1,1,4,"C","03"
"273",1,22,1,0,0,1,0,3000,1,4,4,1,"C","03"
"274",1,23,0,1,0,0,0,3000,2,4,4,4,"C","03"
"275",1,24,1,1,1,0,0,434,1,4,4,4,"C","03"
"276",1,25,0,1,0,0,0,3000,3,10,10,4,"C","03"
"277",2,1,0,1,0,0,0,3000,2,5,5,10,"C","03"
"278",2,2,0,1,0,0,0,3000,2,4,4,5,"C","03"
"279",2,3,0,1,0,0,0,3000,3,8,8,4,"C","03"
"280",2,4,0,1,0,0,0,3000,2,2,2,8,"C","03"
"281",2,5,0,1,0,0,0,3000,3,5,5,2,"C","03"
"282",2,6,0,1,0,0,0,3000,3,1,1,5,"C","03"
"283",2,7,0,1,0,0,0,3000,2,15,15,1,"C","03"
"284",2,8,1,1,1,0,0,671,1,1,1,15,"C","03"
"285",2,9,1,1,1,0,0,823,1,15,15,1,"C","03"
"286",2,10,0,1,0,0,0,3000,2,12,12,15,"C","03"
"287",2,11,0,1,0,0,0,3000,2,8,8,12,"C","03"
"288",2,12,0,1,0,0,0,3000,2,11,11,8,"C","03"
"289",2,13,0,1,0,0,0,3000,2,9,9,11,"C","03"
"290",2,14,0,1,0,0,0,3000,3,7,7,9,"C","03"
"291",2,15,0,1,0,0,0,3000,3,12,12,7,"C","03"
"292",2,16,0,1,0,0,0,3000,3,5,5,12,"C","03"
"293",2,17,0,1,0,0,0,3000,2,14,14,5,"C","03"
"294",2,18,1,1,1,0,0,581,1,5,5,14,"C","03"
"295",2,19,1,0,0,1,0,3000,1,14,14,5,"C","03"
"296",2,20,1,0,0,1,0,3000,1,5,5,14,"C","03"
"297",2,21,0,1,0,0,0,3000,3,9,9,5,"C","03"
"298",2,22,0,1,0,0,0,3000,2,3,3,9,"C","03"
"299",2,23,1,1,1,0,0,474,1,9,9,3,"C","03"
"300",2,24,0,1,0,0,0,3000,3,13,13,9,"C","03"
"301",2,25,1,0,0,1,0,3000,1,9,9,13,"C","03"
"302",3,1,0,1,0,0,0,3000,3,3,3,9,"C","03"
"303",3,2,0,1,0,0,0,3000,2,12,12,3,"C","03"
"304",3,3,1,1,1,0,0,514,1,3,3,12,"C","03"
"305",3,4,1,1,1,0,0,715,1,12,12,3,"C","03"
"306",3,5,0,1,0,0,0,3000,2,9,9,12,"C","03"
"307",3,6,0,1,0,0,0,3000,2,7,7,9,"C","03"
"308",3,7,0,1,0,0,0,3000,2,1,1,7,"C","03"
"309",3,8,1,1,1,0,0,504,1,7,7,1,"C","03"
"310",3,9,1,1,1,0,0,1020,1,1,1,7,"C","03"
"311",3,10,0,1,0,0,0,3000,2,4,4,1,"C","03"
"312",3,11,0,1,0,0,0,3000,3,6,6,4,"C","03"
"313",3,12,0,1,0,0,0,3000,2,12,12,6,"C","03"
"314",3,13,0,1,0,0,0,3000,2,5,5,12,"C","03"
"315",3,14,0,1,0,0,0,3000,3,11,11,5,"C","03"
"316",3,15,0,1,0,0,0,3000,3,10,10,11,"C","03"
"317",3,16,0,1,0,0,0,3000,2,3,3,10,"C","03"
"318",3,17,0,1,0,0,0,3000,2,9,9,3,"C","03"
"319",3,18,1,1,1,0,0,594,1,3,3,9,"C","03"
"320",3,19,1,1,1,0,0,1197,1,9,9,3,"C","03"
"321",3,20,0,1,0,0,0,3000,3,14,14,9,"C","03"
"322",3,21,0,1,0,0,0,3000,3,11,11,14,"C","03"
"323",3,22,0,1,0,0,0,3000,3,12,12,11,"C","03"
"324",3,23,1,1,1,0,0,653,1,11,11,12,"C","03"
"325",3,24,0,1,0,0,0,3000,2,15,15,11,"C","03"
"326",3,25,0,0,0,0,1,603,3,15,15,15,"C","03"
"327",4,1,0,1,0,0,0,3000,1,6,6,15,"C","03"
"328",4,2,0,1,0,0,0,3000,1,7,7,6,"C","03"
"329",4,3,1,1,1,0,0,487,1,6,6,7,"C","03"
"330",4,4,1,1,1,0,0,459,1,7,7,6,"C","03"
"331",4,5,0,1,0,0,0,3000,3,12,12,7,"C","03"
"332",4,6,1,0,0,1,0,3000,1,7,7,12,"C","03"
"333",4,7,0,1,0,0,0,3000,2,8,8,7,"C","03"
"334",4,8,0,1,0,0,0,3000,2,15,15,8,"C","03"
"335",4,9,0,1,0,0,0,3000,3,9,9,15,"C","03"
"336",4,10,1,1,1,0,0,608,1,15,15,9,"C","03"
"337",4,11,1,1,1,0,0,1054,1,9,9,15,"C","03"
"338",4,12,0,1,0,0,0,3000,2,8,8,9,"C","03"
"339",4,13,1,1,1,0,0,716,1,9,9,8,"C","03"
"340",4,14,0,1,0,0,0,3000,3,2,2,9,"C","03"
"341",4,15,0,1,0,0,0,3000,2,13,13,2,"C","03"
"342",4,16,0,1,0,0,0,3000,2,9,9,13,"C","03"
"343",4,17,1,1,1,0,0,1047,1,13,13,9,"C","03"
"344",4,18,1,1,1,0,0,793,1,9,9,13,"C","03"
"345",4,19,0,1,0,0,0,3000,2,15,15,9,"C","03"
"346",4,20,0,1,0,0,0,3000,3,13,13,15,"C","03"
"347",4,21,0,1,0,0,0,3000,3,2,2,13,"C","03"
"348",4,22,1,1,1,0,0,835,1,13,13,2,"C","03"
"349",4,23,0,1,0,0,0,3000,2,1,1,13,"C","03"
"350",4,24,0,1,0,0,0,3000,3,9,9,1,"C","03"
"351",4,25,1,1,1,0,0,495,1,1,1,9,"C","03"
"352",5,1,0,1,0,0,0,3000,1,7,7,1,"C","03"
"353",5,2,0,1,0,0,0,3000,3,13,13,7,"C","03"
"354",5,3,0,1,0,0,0,3000,3,1,1,13,"C","03"
"355",5,4,1,1,1,0,0,522,1,13,13,1,"C","03"
"356",5,5,0,1,0,0,0,3000,2,3,3,13,"C","03"
"357",5,6,0,1,0,0,0,3000,3,15,15,3,"C","03"
"358",5,7,0,1,0,0,0,3000,3,5,5,15,"C","03"
"359",5,8,0,1,0,0,0,3000,2,14,14,5,"C","03"
"360",5,9,1,1,1,0,0,461,1,5,5,14,"C","03"
"361",5,10,0,0,0,0,1,1128,3,3,3,5,"C","03"
"362",5,11,0,1,0,0,0,3000,2,6,6,3,"C","03"
"363",5,12,0,1,0,0,0,3000,3,1,1,6,"C","03"
"364",5,13,0,1,0,0,0,3000,3,12,12,1,"C","03"
"365",5,14,0,1,0,0,0,3000,3,10,10,12,"C","03"
"366",5,15,1,1,1,0,0,449,1,12,12,10,"C","03"
"367",5,16,0,1,0,0,0,3000,2,8,8,12,"C","03"
"368",5,17,0,1,0,0,0,3000,3,1,1,8,"C","03"
"369",5,18,0,1,0,0,0,3000,3,7,7,1,"C","03"
"370",5,19,0,1,0,0,0,3000,3,5,5,7,"C","03"
"371",5,20,1,0,0,1,0,3000,1,7,7,5,"C","03"
"372",5,21,0,1,0,0,0,3000,2,13,13,7,"C","03"
"373",5,22,0,1,0,0,0,3000,2,12,12,13,"C","03"
"374",5,23,0,1,0,0,0,3000,2,3,3,12,"C","03"
"375",5,24,0,1,0,0,0,3000,2,7,7,3,"C","03"
"376",5,25,0,1,0,0,0,3000,3,14,14,7,"C","03"
"377",1,1,0,1,0,0,0,3000,2,14,14,0,"C","04"
"378",1,2,0,1,0,0,0,3000,3,9,9,14,"C","04"
"379",1,3,0,1,0,0,0,3000,2,7,7,9,"C","04"
"380",1,4,0,1,0,0,0,3000,2,15,15,7,"C","04"
"381",1,5,0,1,0,0,0,3000,3,1,1,15,"C","04"
"382",1,6,0,1,0,0,0,3000,2,14,14,1,"C","04"
"383",1,7,1,0,0,1,0,3000,1,1,1,14,"C","04"
"384",1,8,0,1,0,0,0,3000,3,8,8,1,"C","04"
"385",1,9,1,0,0,1,0,3000,1,1,1,8,"C","04"
"386",1,10,1,1,1,0,0,373,1,8,8,1,"C","04"
"387",1,11,0,1,0,0,0,3000,2,2,2,8,"C","04"
"388",1,12,0,1,0,0,0,3000,3,1,1,2,"C","04"
"389",1,13,0,1,0,0,0,3000,3,11,11,1,"C","04"
"390",1,14,0,1,0,0,0,3000,3,10,10,11,"C","04"
"391",1,15,1,1,1,0,0,300,1,11,11,10,"C","04"
"392",1,16,1,0,0,1,0,3000,1,10,10,11,"C","04"
"393",1,17,0,1,0,0,0,3000,3,3,3,10,"C","04"
"394",1,18,0,1,0,0,0,3000,3,7,7,3,"C","04"
"395",1,19,0,1,0,0,0,3000,2,14,14,7,"C","04"
"396",1,20,0,1,0,0,0,3000,3,5,5,14,"C","04"
"397",1,21,1,1,1,0,0,326,1,14,14,5,"C","04"
"398",1,22,1,0,0,1,0,3000,1,5,5,14,"C","04"
"399",1,23,1,0,0,1,0,3000,1,14,14,5,"C","04"
"400",1,24,0,1,0,0,0,3000,3,9,9,14,"C","04"
"401",1,25,1,1,1,0,0,494,1,14,14,9,"C","04"
"402",2,1,0,1,0,0,0,3000,2,10,10,14,"C","04"
"403",2,2,0,1,0,0,0,3000,1,5,5,10,"C","04"
"404",2,3,1,1,1,0,0,354,1,10,10,5,"C","04"
"405",2,4,1,0,0,1,0,3000,1,5,5,10,"C","04"
"406",2,5,0,1,0,0,0,3000,3,1,1,5,"C","04"
"407",2,6,0,1,0,0,0,3000,3,7,7,1,"C","04"
"408",2,7,0,1,0,0,0,3000,2,2,2,7,"C","04"
"409",2,8,0,1,0,0,0,3000,3,1,1,2,"C","04"
"410",2,9,0,1,0,0,0,3000,3,9,9,1,"C","04"
"411",2,10,0,1,0,0,0,3000,3,2,2,9,"C","04"
"412",2,11,0,1,0,0,0,3000,2,2,2,2,"C","04"
"413",2,12,0,1,0,0,0,3000,3,6,6,2,"C","04"
